country,time,isuffrage_idea
alb,1993,84.89122
alb,1994,84.89122
alb,1995,84.89122
alb,1996,83.95099
alb,1997,83.96099
alb,1998,83.96099
alb,1999,83.96099
alb,2000,83.96099
alb,2001,83.91598
alb,2002,83.91598
alb,2003,83.91598
alb,2004,83.91598
alb,2005,88.29207
alb,2006,88.29207
alb,2007,88.29207
alb,2008,88.29207
alb,2009,90.51263
alb,2010,90.51263
alb,2011,90.51263
alb,2012,90.51263
alb,2013,90.65766
alb,2014,90.65766
alb,2015,90.65766
alb,2016,90.65766
alb,2017,92.46812
alb,2018,92.46812
alb,2019,92.46812
are,1975,0
are,1976,0
are,1977,0
are,1978,0
are,1979,0
are,1980,0
are,1981,0
are,1982,0
are,1983,0
are,1984,0
are,1985,0
are,1986,0
are,1987,0
are,1988,0
are,1989,0
are,1990,0
are,1991,0
are,1992,0
are,1993,0
are,1994,0
are,1995,0
are,1996,0
are,1997,0
are,1998,0
are,1999,0
are,2000,0
are,2001,0
are,2002,0
are,2003,0
are,2004,0
are,2005,0
are,2006,11.57655
are,2007,12.85121
are,2008,12.85121
are,2009,12.85121
are,2010,12.85121
are,2011,18.21325
are,2012,25.01525
are,2013,25.01525
are,2014,25.01525
are,2015,27.55985
are,2016,32.08052
are,2017,32.08052
are,2018,32.08052
are,2019,33.91354
arg,1975,91.97799
arg,1976,91.97799
arg,1977,0
arg,1978,0
arg,1979,0
arg,1980,0
arg,1981,0
arg,1982,0
arg,1983,96.30908
arg,1984,96.30908
arg,1985,97.1893
arg,1986,97.1893
arg,1987,97.2143
arg,1988,97.2143
arg,1989,97.32933
arg,1990,97.32933
arg,1991,97.38435
arg,1992,97.38435
arg,1993,97.31433
arg,1994,97.31433
arg,1995,97.2143
arg,1996,97.2143
arg,1997,97.33933
arg,1998,97.33933
arg,1999,97.41935
arg,2000,97.41935
arg,2001,97.37934
arg,2002,97.37934
arg,2003,97.17429
arg,2004,97.17429
arg,2005,95.80895
arg,2006,95.80895
arg,2007,95.81395
arg,2008,95.81395
arg,2009,97.06427
arg,2010,97.06427
arg,2011,95.83396
arg,2012,95.83396
arg,2013,95.33883
arg,2014,95.33883
arg,2015,95.25881
arg,2016,95.25881
arg,2017,95.32383
arg,2018,95.32383
arg,2019,94.51863
arm,1991,94.77369
arm,1992,94.77369
arm,1993,94.77369
arm,1994,94.77369
arm,1995,86.22156
arm,1996,86.22156
arm,1997,86.22156
arm,1998,84.53613
arm,1999,84.62116
arm,2000,84.62116
arm,2001,84.62116
arm,2002,84.62116
arm,2003,80.03001
arm,2004,80.03001
arm,2005,80.03001
arm,2006,80.03001
arm,2007,81.27532
arm,2008,80.64516
arm,2009,80.64516
arm,2010,80.64516
arm,2011,80.64516
arm,2012,81.9855
arm,2013,80.60015
arm,2014,80.60015
arm,2015,80.60015
arm,2016,80.60015
arm,2017,84.16104
arm,2018,84.93123
arm,2019,84.93123
aus,1975,96.31408
aus,1976,96.31408
aus,1977,95.95399
aus,1978,95.95399
aus,1979,95.95399
aus,1980,96.03901
aus,1981,96.03901
aus,1982,96.03901
aus,1983,96.009
aus,1984,96.18905
aus,1985,96.18905
aus,1986,96.18905
aus,1987,98.15954
aus,1988,98.15954
aus,1989,98.15954
aus,1990,97.93948
aus,1991,97.93948
aus,1992,97.93948
aus,1993,98.04951
aus,1994,98.04951
aus,1995,98.04951
aus,1996,98.15954
aus,1997,98.15954
aus,1998,98.04951
aus,1999,98.04951
aus,2000,98.04951
aus,2001,93.56839
aus,2002,93.56839
aus,2003,93.56839
aus,2004,93.5884
aus,2005,93.5884
aus,2006,93.5884
aus,2007,95.04376
aus,2008,95.04376
aus,2009,95.04376
aus,2010,99.78495
aus,2011,99.78495
aus,2012,99.78495
aus,2013,97.09927
aus,2014,97.09927
aus,2015,97.09927
aus,2016,96.99925
aus,2017,96.99925
aus,2018,96.99925
aus,2019,96.67917
aut,1975,94.83871
aut,1976,94.83871
aut,1977,94.83871
aut,1978,94.83871
aut,1979,94.90373
aut,1980,94.97874
aut,1981,94.97874
aut,1982,94.97874
aut,1983,94.8137
aut,1984,94.8137
aut,1985,94.8137
aut,1986,95.01875
aut,1987,95.01875
aut,1988,95.01875
aut,1989,95.01875
aut,1990,94.96374
aut,1991,94.96374
aut,1992,94.83371
aut,1993,94.83371
aut,1994,94.73368
aut,1995,94.74869
aut,1996,94.74869
aut,1997,94.74869
aut,1998,95.03376
aut,1999,94.99375
aut,2000,94.99375
aut,2001,94.99375
aut,2002,94.68367
aut,2003,94.68367
aut,2004,94.73368
aut,2005,94.73368
aut,2006,96.49412
aut,2007,96.49412
aut,2008,96.32408
aut,2009,96.32408
aut,2010,96.67417
aut,2011,96.67417
aut,2012,96.67417
aut,2013,96.33908
aut,2014,96.33908
aut,2015,96.33908
aut,2016,96.52913
aut,2017,96.06902
aut,2018,96.06902
aut,2019,95.75394
aze,1991,90.52263
aze,1992,91.25781
aze,1993,90.72268
aze,1994,90.72268
aze,1995,89.50238
aze,1996,89.50238
aze,1997,89.50238
aze,1998,89.6124
aze,1999,89.6124
aze,2000,91.35284
aze,2001,91.35284
aze,2002,91.35284
aze,2003,89.65741
aze,2004,89.65741
aze,2005,84.93623
aze,2006,84.93623
aze,2007,84.93623
aze,2008,84.97624
aze,2009,84.97624
aze,2010,84.99125
aze,2011,84.99125
aze,2012,84.99125
aze,2013,80.32008
aze,2014,80.32008
aze,2015,80.27007
aze,2016,80.27007
aze,2017,80.27007
aze,2018,79.65491
aze,2019,79.65491
bdi,1975,0
bdi,1976,0
bdi,1977,0
bdi,1978,0
bdi,1979,0
bdi,1980,0
bdi,1981,80.86522
bdi,1982,80.46512
bdi,1983,80.46512
bdi,1984,76.8042
bdi,1985,76.8042
bdi,1986,76.8042
bdi,1987,76.8042
bdi,1988,0
bdi,1989,0
bdi,1990,0
bdi,1991,0
bdi,1992,0
bdi,1993,94.51363
bdi,1994,0
bdi,1995,0
bdi,1996,0
bdi,1997,0
bdi,1998,0
bdi,1999,0
bdi,2000,0
bdi,2001,0
bdi,2002,0
bdi,2003,0
bdi,2004,0
bdi,2005,91.42286
bdi,2006,91.42286
bdi,2007,91.42286
bdi,2008,91.42286
bdi,2009,91.42286
bdi,2010,85.44636
bdi,2011,85.44636
bdi,2012,85.44636
bdi,2013,85.44636
bdi,2014,85.44636
bdi,2015,80.07002
bdi,2016,80.07002
bdi,2017,80.07002
bdi,2018,80.07002
bdi,2019,80.07002
bel,1975,96.019
bel,1976,96.019
bel,1977,96.21405
bel,1978,96.20905
bel,1979,96.20905
bel,1980,96.20905
bel,1981,96.33408
bel,1982,96.33408
bel,1983,96.33408
bel,1984,96.33408
bel,1985,96.19905
bel,1986,96.19905
bel,1987,96.27407
bel,1988,96.27407
bel,1989,96.27407
bel,1990,96.27407
bel,1991,96.3841
bel,1992,96.3841
bel,1993,96.3841
bel,1994,96.3841
bel,1995,96.17904
bel,1996,96.17904
bel,1997,96.17904
bel,1998,96.17904
bel,1999,96.24406
bel,2000,96.24406
bel,2001,96.24406
bel,2002,96.24406
bel,2003,95.989
bel,2004,95.989
bel,2005,95.989
bel,2006,95.989
bel,2007,98.07952
bel,2008,98.07952
bel,2009,98.07952
bel,2010,98.0095
bel,2011,98.0095
bel,2012,98.0095
bel,2013,98.0095
bel,2014,98.03451
bel,2015,98.03451
bel,2016,98.03451
bel,2017,98.03451
bel,2018,98.03451
bel,2019,97.51938
ben,1975,0
ben,1976,0
ben,1977,0
ben,1978,0
ben,1979,83.78595
ben,1980,83.78595
ben,1981,83.78595
ben,1982,83.78595
ben,1983,83.78595
ben,1984,77.45936
ben,1985,77.45936
ben,1986,77.45936
ben,1987,77.45936
ben,1988,77.45936
ben,1989,77.37434
ben,1990,77.37434
ben,1991,88.91723
ben,1992,88.91723
ben,1993,88.91723
ben,1994,88.91723
ben,1995,90.03251
ben,1996,90.03251
ben,1997,90.03251
ben,1998,90.03251
ben,1999,88.90223
ben,2000,88.90223
ben,2001,89.01225
ben,2002,89.01225
ben,2003,88.97224
ben,2004,88.97224
ben,2005,88.97224
ben,2006,91.1828
ben,2007,90.64766
ben,2008,90.64766
ben,2009,90.64766
ben,2010,90.64766
ben,2011,87.91698
ben,2012,87.91698
ben,2013,87.91698
ben,2014,87.91698
ben,2015,92.19305
ben,2016,93.24831
ben,2017,93.24831
ben,2018,93.24831
ben,2019,96.8092
bfa,1975,0
bfa,1976,0
bfa,1977,0
bfa,1978,86.3916
bfa,1979,86.3916
bfa,1980,86.3916
bfa,1981,0
bfa,1982,0
bfa,1983,0
bfa,1984,0
bfa,1985,0
bfa,1986,0
bfa,1987,0
bfa,1988,0
bfa,1989,0
bfa,1990,0
bfa,1991,81.06527
bfa,1992,81.85546
bfa,1993,81.85546
bfa,1994,81.85546
bfa,1995,81.85546
bfa,1996,81.85546
bfa,1997,81.77544
bfa,1998,81.96049
bfa,1999,81.96049
bfa,2000,81.96049
bfa,2001,81.96049
bfa,2002,81.74044
bfa,2003,81.74044
bfa,2004,81.74044
bfa,2005,86.58165
bfa,2006,86.58165
bfa,2007,84.23606
bfa,2008,84.23606
bfa,2009,84.23606
bfa,2010,87.5819
bfa,2011,87.5819
bfa,2012,88.25706
bfa,2013,88.25706
bfa,2014,88.25706
bfa,2015,93.65841
bfa,2016,93.65841
bfa,2017,93.65841
bfa,2018,93.65841
bfa,2019,0
bgd,1975,86.93673
bgd,1976,0
bgd,1977,0
bgd,1978,87.11678
bgd,1979,87.11678
bgd,1980,87.11678
bgd,1981,87.74694
bgd,1982,87.74694
bgd,1983,0
bgd,1984,0
bgd,1985,0
bgd,1986,85.97649
bgd,1987,85.97649
bgd,1988,86.06152
bgd,1989,86.06152
bgd,1990,86.06152
bgd,1991,87.76194
bgd,1992,87.76194
bgd,1993,87.76194
bgd,1994,87.76194
bgd,1995,87.76194
bgd,1996,87.95699
bgd,1997,87.95699
bgd,1998,87.95699
bgd,1999,87.95699
bgd,2000,87.95699
bgd,2001,89.47737
bgd,2002,89.47737
bgd,2003,89.47737
bgd,2004,89.47737
bgd,2005,89.47737
bgd,2006,89.47737
bgd,2007,0
bgd,2008,88.53713
bgd,2009,88.53713
bgd,2010,88.53713
bgd,2011,88.53713
bgd,2012,88.53713
bgd,2013,88.53713
bgd,2014,87.04176
bgd,2015,87.04176
bgd,2016,87.04176
bgd,2017,87.04176
bgd,2018,86.46162
bgd,2019,86.46162
bgr,1975,96.53913
bgr,1976,95.29882
bgr,1977,95.29882
bgr,1978,95.29882
bgr,1979,95.29882
bgr,1980,95.29882
bgr,1981,96.37409
bgr,1982,96.37409
bgr,1983,96.37409
bgr,1984,96.37409
bgr,1985,96.37409
bgr,1986,96.67417
bgr,1987,96.67417
bgr,1988,96.67417
bgr,1989,96.67417
bgr,1990,92.86822
bgr,1991,92.85821
bgr,1992,92.8182
bgr,1993,92.8182
bgr,1994,93.48837
bgr,1995,93.48837
bgr,1996,92.94324
bgr,1997,92.94324
bgr,1998,92.94324
bgr,1999,92.94324
bgr,2000,92.94324
bgr,2001,93.01825
bgr,2002,93.01825
bgr,2003,93.01825
bgr,2004,93.01825
bgr,2005,92.4081
bgr,2006,92.4081
bgr,2007,92.4081
bgr,2008,92.4081
bgr,2009,91.41285
bgr,2010,91.41285
bgr,2011,92.31808
bgr,2012,92.31808
bgr,2013,90.12253
bgr,2014,90.19755
bgr,2015,90.19755
bgr,2016,90.58765
bgr,2017,90.57264
bgr,2018,90.57264
bgr,2019,90.57264
bhr,1975,49.48237
bhr,1976,0
bhr,1977,0
bhr,1978,0
bhr,1979,0
bhr,1980,0
bhr,1981,0
bhr,1982,0
bhr,1983,0
bhr,1984,0
bhr,1985,0
bhr,1986,0
bhr,1987,0
bhr,1988,0
bhr,1989,0
bhr,1990,0
bhr,1991,0
bhr,1992,0
bhr,1993,0
bhr,1994,0
bhr,1995,0
bhr,1996,0
bhr,1997,0
bhr,1998,0
bhr,1999,0
bhr,2000,0
bhr,2001,0
bhr,2002,86.65666
bhr,2003,86.65666
bhr,2004,86.65666
bhr,2005,86.65666
bhr,2006,85.72143
bhr,2007,85.72143
bhr,2008,85.72143
bhr,2009,85.72143
bhr,2010,85.95149
bhr,2011,85.95149
bhr,2012,85.95149
bhr,2013,85.95149
bhr,2014,85.89647
bhr,2015,85.89647
bhr,2016,85.89647
bhr,2017,85.89647
bhr,2018,81.47537
bhr,2019,81.47537
bih,1992,0
bih,1993,0
bih,1994,0
bih,1995,0
bih,1996,87.67192
bih,1997,87.67192
bih,1998,89.78245
bih,1999,89.78245
bih,2000,92.43811
bih,2001,92.43811
bih,2002,95.83396
bih,2003,95.83396
bih,2004,95.83396
bih,2005,95.83396
bih,2006,92.3931
bih,2007,92.3931
bih,2008,92.3931
bih,2009,92.3931
bih,2010,92.4181
bih,2011,92.4181
bih,2012,92.4181
bih,2013,92.4181
bih,2014,90.23756
bih,2015,90.23756
bih,2016,90.23756
bih,2017,90.23756
bih,2018,89.15729
bih,2019,89.15729
blr,1991,82.37559
blr,1992,82.37559
blr,1993,82.37559
blr,1994,82.49562
blr,1995,82.49562
blr,1996,82.49562
blr,1997,82.49562
blr,1998,82.49562
blr,1999,82.49562
blr,2000,81.36534
blr,2001,81.36534
blr,2002,81.36534
blr,2003,81.36534
blr,2004,80.99025
blr,2005,80.99025
blr,2006,81.48537
blr,2007,81.48537
blr,2008,81.57539
blr,2009,81.57539
blr,2010,82.86072
blr,2011,82.86072
blr,2012,81.51038
blr,2013,81.51038
blr,2014,81.51038
blr,2015,81.40535
blr,2016,81.40035
blr,2017,81.40035
blr,2018,81.40035
blr,2019,82.72068
bol,1975,0
bol,1976,0
bol,1977,0
bol,1978,80.51013
bol,1979,81.91548
bol,1980,83.29582
bol,1981,0
bol,1982,0
bol,1983,0
bol,1984,0
bol,1985,86.4066
bol,1986,86.4066
bol,1987,86.4066
bol,1988,86.4066
bol,1989,88.23206
bol,1990,88.23206
bol,1991,88.23206
bol,1992,88.23206
bol,1993,92.70818
bol,1994,92.70818
bol,1995,92.70818
bol,1996,92.70818
bol,1997,92.69817
bol,1998,92.69817
bol,1999,92.69817
bol,2000,92.69817
bol,2001,92.69817
bol,2002,92.77819
bol,2003,92.77819
bol,2004,92.77819
bol,2005,91.75294
bol,2006,91.69792
bol,2007,91.69792
bol,2008,91.69792
bol,2009,91.27782
bol,2010,91.27782
bol,2011,91.27782
bol,2012,91.27782
bol,2013,91.27782
bol,2014,89.87247
bol,2015,89.87247
bol,2016,89.87247
bol,2017,89.87247
bol,2018,89.87247
bol,2019,87.35684
bra,1975,68.72218
bra,1976,68.72218
bra,1977,68.72218
bra,1978,68.7872
bra,1979,68.7872
bra,1980,72.12053
bra,1981,72.12053
bra,1982,72.08552
bra,1983,72.08552
bra,1984,72.08552
bra,1985,75.41886
bra,1986,78.27957
bra,1987,78.27957
bra,1988,91.6129
bra,1989,97.76944
bra,1990,97.72443
bra,1991,97.72443
bra,1992,97.72443
bra,1993,97.72443
bra,1994,97.89947
bra,1995,97.89947
bra,1996,97.89947
bra,1997,97.89947
bra,1998,97.55939
bra,1999,97.55939
bra,2000,97.55939
bra,2001,97.55939
bra,2002,97.71443
bra,2003,97.71443
bra,2004,97.71443
bra,2005,97.71443
bra,2006,97.29932
bra,2007,97.29932
bra,2008,97.29932
bra,2009,97.29932
bra,2010,97.42936
bra,2011,97.42936
bra,2012,97.42936
bra,2013,97.42936
bra,2014,96.84421
bra,2015,96.84421
bra,2016,96.84421
bra,2017,96.84421
bra,2018,92.91823
bra,2019,92.91823
brb,1975,88.20705
brb,1976,88.26707
brb,1977,88.26707
brb,1978,88.26707
brb,1979,88.26707
brb,1980,88.26707
brb,1981,88.34209
brb,1982,88.34209
brb,1983,88.34209
brb,1984,88.34209
brb,1985,88.34209
brb,1986,88.31208
brb,1987,88.31208
brb,1988,88.31208
brb,1989,88.31208
brb,1990,88.31208
brb,1991,88.32208
brb,1992,88.32208
brb,1993,88.32208
brb,1994,91.86297
brb,1995,91.86297
brb,1996,91.86297
brb,1997,91.86297
brb,1998,91.86297
brb,1999,91.72793
brb,2000,91.72793
brb,2001,91.72793
brb,2002,91.72793
brb,2003,91.74794
brb,2004,91.74794
brb,2005,91.74794
brb,2006,91.74794
brb,2007,91.74794
brb,2008,93.04326
brb,2009,93.04326
brb,2010,93.04326
brb,2011,93.04326
brb,2012,93.04326
brb,2013,93.02826
brb,2014,93.02826
brb,2015,93.02826
brb,2016,93.02826
brb,2017,93.02826
brb,2018,93.46837
brb,2019,93.46837
bwa,1975,93.77344
bwa,1976,93.77344
bwa,1977,93.77344
bwa,1978,93.77344
bwa,1979,94.0035
bwa,1980,94.0035
bwa,1981,94.0035
bwa,1982,94.0035
bwa,1983,94.0035
bwa,1984,93.84346
bwa,1985,93.84346
bwa,1986,93.84346
bwa,1987,93.84346
bwa,1988,93.84346
bwa,1989,93.73843
bwa,1990,93.73843
bwa,1991,93.73843
bwa,1992,93.73843
bwa,1993,93.73843
bwa,1994,93.81845
bwa,1995,93.81845
bwa,1996,93.81845
bwa,1997,93.81845
bwa,1998,93.81845
bwa,1999,93.70843
bwa,2000,93.70843
bwa,2001,93.70843
bwa,2002,93.70843
bwa,2003,93.70843
bwa,2004,93.6134
bwa,2005,93.6134
bwa,2006,93.6134
bwa,2007,93.6134
bwa,2008,93.6134
bwa,2009,92.03301
bwa,2010,92.03301
bwa,2011,92.03301
bwa,2012,92.03301
bwa,2013,92.03301
bwa,2014,91.94299
bwa,2015,91.94299
bwa,2016,91.94299
bwa,2017,91.94299
bwa,2018,91.94299
bwa,2019,88.72718
caf,1975,0
caf,1976,0
caf,1977,0
caf,1978,0
caf,1979,0
caf,1980,0
caf,1981,84.49612
caf,1982,0
caf,1983,0
caf,1984,0
caf,1985,0
caf,1986,86.26157
caf,1987,86.26157
caf,1988,86.26157
caf,1989,86.26157
caf,1990,86.26157
caf,1991,86.26157
caf,1992,87.51188
caf,1993,87.51188
caf,1994,87.51188
caf,1995,87.51188
caf,1996,87.51188
caf,1997,87.51188
caf,1998,86.20155
caf,1999,86.20155
caf,2000,86.20155
caf,2001,86.20155
caf,2002,86.20155
caf,2003,86.20155
caf,2004,0
caf,2005,85.12628
caf,2006,85.12628
caf,2007,85.12628
caf,2008,85.12628
caf,2009,85.12628
caf,2010,85.12628
caf,2011,84.65116
caf,2012,84.65116
caf,2013,84.65116
caf,2014,0
caf,2015,86.63166
caf,2016,86.69167
caf,2017,86.69167
caf,2018,86.69167
caf,2019,86.69167
can,1975,93.35334
can,1976,93.35334
can,1977,93.35334
can,1978,93.35334
can,1979,93.34834
can,1980,93.34834
can,1981,93.34834
can,1982,93.34834
can,1983,93.34834
can,1984,92.20805
can,1985,92.20805
can,1986,92.20805
can,1987,92.20805
can,1988,92.05801
can,1989,92.05801
can,1990,92.05801
can,1991,92.05801
can,1992,92.05801
can,1993,92.67317
can,1994,92.67317
can,1995,92.67317
can,1996,92.67317
can,1997,94.44861
can,1998,94.44861
can,1999,94.44861
can,2000,94.48362
can,2001,94.48362
can,2002,94.48362
can,2003,94.48362
can,2004,94.53863
can,2005,94.53863
can,2006,95.46387
can,2007,95.46387
can,2008,95.47387
can,2009,95.47387
can,2010,95.47387
can,2011,95.30883
can,2012,95.30883
can,2013,95.30883
can,2014,95.30883
can,2015,95.39385
can,2016,95.39385
can,2017,95.39385
can,2018,95.39385
can,2019,94.26357
che,1975,94.54364
che,1976,94.54364
che,1977,94.54364
che,1978,94.54364
che,1979,94.91873
che,1980,94.91873
che,1981,94.91873
che,1982,94.91873
che,1983,94.7837
che,1984,94.7837
che,1985,94.7837
che,1986,94.7837
che,1987,94.65366
che,1988,94.65366
che,1989,94.65366
che,1990,94.65366
che,1991,94.68867
che,1992,94.68867
che,1993,94.68867
che,1994,94.68867
che,1995,94.84871
che,1996,94.84871
che,1997,94.84871
che,1998,94.84871
che,1999,94.95874
che,2000,94.95874
che,2001,94.95874
che,2002,94.95874
che,2003,94.76869
che,2004,94.76869
che,2005,94.76869
che,2006,94.76869
che,2007,96.18905
che,2008,96.18905
che,2009,96.18905
che,2010,96.18905
che,2011,96.13903
che,2012,96.13903
che,2013,96.13903
che,2014,96.13903
che,2015,95.88897
che,2016,95.88897
che,2017,95.88897
che,2018,95.88897
che,2019,95.5939
chl,1975,0
chl,1976,0
chl,1977,0
chl,1978,0
chl,1979,0
chl,1980,0
chl,1981,0
chl,1982,0
chl,1983,0
chl,1984,0
chl,1985,0
chl,1986,0
chl,1987,0
chl,1988,0
chl,1989,97.46937
chl,1990,97.46937
chl,1991,97.46937
chl,1992,97.46937
chl,1993,97.42436
chl,1994,97.42436
chl,1995,97.42436
chl,1996,97.42436
chl,1997,97.48437
chl,1998,97.48437
chl,1999,97.32433
chl,2000,97.32433
chl,2001,97.32433
chl,2002,97.32433
chl,2003,97.32433
chl,2004,97.32433
chl,2005,99.38485
chl,2006,99.38485
chl,2007,99.38485
chl,2008,99.38485
chl,2009,99.75494
chl,2010,100
chl,2011,100
chl,2012,100
chl,2013,98.64466
chl,2014,98.64466
chl,2015,98.64466
chl,2016,98.64466
chl,2017,98.74969
chl,2018,98.74969
chl,2019,98.74969
chn,1975,0
chn,1976,0
chn,1977,0
chn,1978,0
chn,1979,0
chn,1980,0
chn,1981,0
chn,1982,0
chn,1983,0
chn,1984,0
chn,1985,0
chn,1986,0
chn,1987,0
chn,1988,0
chn,1989,0
chn,1990,0
chn,1991,0
chn,1992,0
chn,1993,0
chn,1994,0
chn,1995,0
chn,1996,0
chn,1997,0
chn,1998,0
chn,1999,0
chn,2000,0
chn,2001,0
chn,2002,0
chn,2003,0
chn,2004,0
chn,2005,0
chn,2006,0
chn,2007,0
chn,2008,0
chn,2009,0
chn,2010,0
chn,2011,0
chn,2012,0
chn,2013,0
chn,2014,0
chn,2015,0
chn,2016,0
chn,2017,0
chn,2018,0
chn,2019,0
civ,1975,77.40935
civ,1976,77.40935
civ,1977,77.40935
civ,1978,77.40935
civ,1979,77.40935
civ,1980,77.1843
civ,1981,77.1843
civ,1982,77.1843
civ,1983,77.1843
civ,1984,77.1843
civ,1985,77.28932
civ,1986,77.28932
civ,1987,77.28932
civ,1988,77.28932
civ,1989,77.28932
civ,1990,76.4141
civ,1991,76.4141
civ,1992,76.4141
civ,1993,76.4141
civ,1994,76.4141
civ,1995,79.96999
civ,1996,79.96999
civ,1997,79.96999
civ,1998,79.96999
civ,1999,79.96999
civ,2000,86.35659
civ,2001,83.66592
civ,2002,83.66592
civ,2003,83.66592
civ,2004,83.66592
civ,2005,83.66592
civ,2006,83.66592
civ,2007,83.66592
civ,2008,83.66592
civ,2009,83.66592
civ,2010,86.68167
civ,2011,86.71668
civ,2012,86.71668
civ,2013,86.71668
civ,2014,86.71668
civ,2015,91.05276
civ,2016,91.05776
civ,2017,91.05776
civ,2018,91.05776
civ,2019,91.05776
cmr,1975,82.35559
cmr,1976,82.35559
cmr,1977,82.35559
cmr,1978,82.37059
cmr,1979,82.37059
cmr,1980,82.44061
cmr,1981,82.44061
cmr,1982,82.44061
cmr,1983,82.32558
cmr,1984,82.3906
cmr,1985,82.3906
cmr,1986,82.3906
cmr,1987,82.3906
cmr,1988,82.43561
cmr,1989,82.43561
cmr,1990,82.43561
cmr,1991,82.43561
cmr,1992,83.13078
cmr,1993,83.13078
cmr,1994,83.13078
cmr,1995,83.13078
cmr,1996,83.13078
cmr,1997,82.11553
cmr,1998,82.11553
cmr,1999,82.11553
cmr,2000,82.11553
cmr,2001,82.11553
cmr,2002,80.07502
cmr,2003,80.07502
cmr,2004,79.985
cmr,2005,79.985
cmr,2006,79.985
cmr,2007,79.99
cmr,2008,79.99
cmr,2009,79.99
cmr,2010,79.99
cmr,2011,82.3856
cmr,2012,82.3856
cmr,2013,82.62066
cmr,2014,82.62066
cmr,2015,82.62066
cmr,2016,82.62066
cmr,2017,82.62066
cmr,2018,81.72543
cmr,2019,81.72543
cod,1975,70.84271
cod,1976,70.84271
cod,1977,70.66767
cod,1978,70.66767
cod,1979,70.66767
cod,1980,70.66767
cod,1981,70.66767
cod,1982,72.03301
cod,1983,72.03301
cod,1984,71.993
cod,1985,71.993
cod,1986,71.993
cod,1987,76.77419
cod,1988,76.77419
cod,1989,76.77419
cod,1990,76.77419
cod,1991,76.77419
cod,1992,76.77419
cod,1993,0
cod,1994,0
cod,1995,0
cod,1996,0
cod,1997,0
cod,1998,0
cod,1999,0
cod,2000,0
cod,2001,0
cod,2002,0
cod,2003,0
cod,2004,0
cod,2005,0
cod,2006,84.14604
cod,2007,84.14604
cod,2008,84.14604
cod,2009,84.14604
cod,2010,84.14604
cod,2011,83.06077
cod,2012,83.06077
cod,2013,83.06077
cod,2014,83.06077
cod,2015,83.06077
cod,2016,83.06077
cod,2017,83.06077
cod,2018,81.79045
cod,2019,81.79045
cog,1975,81.34534
cog,1976,81.34534
cog,1977,0
cog,1978,0
cog,1979,81.46037
cog,1980,81.46037
cog,1981,81.46037
cog,1982,81.46037
cog,1983,81.46037
cog,1984,81.43536
cog,1985,81.43536
cog,1986,81.43536
cog,1987,81.43536
cog,1988,81.43536
cog,1989,81.30033
cog,1990,81.30033
cog,1991,81.30033
cog,1992,90.02251
cog,1993,90.02251
cog,1994,90.02251
cog,1995,90.02251
cog,1996,90.02251
cog,1997,0
cog,1998,0
cog,1999,0
cog,2000,0
cog,2001,0
cog,2002,81.86547
cog,2003,81.86547
cog,2004,81.86547
cog,2005,81.86547
cog,2006,81.86547
cog,2007,80.62516
cog,2008,80.62516
cog,2009,81.91048
cog,2010,81.91048
cog,2011,81.91048
cog,2012,81.24031
cog,2013,81.24031
cog,2014,81.24031
cog,2015,81.24031
cog,2016,83.5909
cog,2017,82.17054
cog,2018,82.17054
