country,time,cities_w_more_1m_p
lbn,2000,1
lbn,2005,1
lbn,2010,1
lbn,2015,1
lbn,2020,1
lbn,2025,1
lbn,2030,1
lbn,2035,1
lbr,1950,0
lbr,1955,0
lbr,1960,0
lbr,1965,0
lbr,1970,0
lbr,1975,0
lbr,1980,0
lbr,1985,0
lbr,1990,1
lbr,1995,0
lbr,2000,0
lbr,2005,1
lbr,2010,1
lbr,2015,1
lbr,2020,1
lbr,2025,1
lbr,2030,1
lbr,2035,1
lby,1950,0
lby,1955,0
lby,1960,0
lby,1965,0
lby,1970,0
lby,1975,0
lby,1980,0
lby,1985,0
lby,1990,0
lby,1995,0
lby,2000,1
lby,2005,1
lby,2010,1
lby,2015,1
lby,2020,1
lby,2025,2
lby,2030,2
lby,2035,2
lca,1950,0
lca,1955,0
lca,1960,0
lca,1965,0
lca,1970,0
lca,1975,0
lca,1980,0
lca,1985,0
lca,1990,0
lca,1995,0
lca,2000,0
lca,2005,0
lca,2010,0
lca,2015,0
lca,2020,0
lca,2025,0
lca,2030,0
lca,2035,0
lka,1950,0
lka,1955,0
lka,1960,0
lka,1965,0
lka,1970,0
lka,1975,0
lka,1980,0
lka,1985,0
lka,1990,0
lka,1995,0
lka,2000,0
lka,2005,0
lka,2010,0
lka,2015,0
lka,2020,0
lka,2025,0
lka,2030,0
lka,2035,0
lso,1950,0
lso,1955,0
lso,1960,0
lso,1965,0
lso,1970,0
lso,1975,0
lso,1980,0
lso,1985,0
lso,1990,0
lso,1995,0
lso,2000,0
lso,2005,0
lso,2010,0
lso,2015,0
lso,2020,0
lso,2025,0
lso,2030,0
lso,2035,0
ltu,1950,0
ltu,1955,0
ltu,1960,0
ltu,1965,0
ltu,1970,0
ltu,1975,0
ltu,1980,0
ltu,1985,0
ltu,1990,0
ltu,1995,0
ltu,2000,0
ltu,2005,0
ltu,2010,0
ltu,2015,0
ltu,2020,0
ltu,2025,0
ltu,2030,0
ltu,2035,0
lux,1950,0
lux,1955,0
lux,1960,0
lux,1965,0
lux,1970,0
lux,1975,0
lux,1980,0
lux,1985,0
lux,1990,0
lux,1995,0
lux,2000,0
lux,2005,0
lux,2010,0
lux,2015,0
lux,2020,0
lux,2025,0
lux,2030,0
lux,2035,0
lva,1950,0
lva,1955,0
lva,1960,0
lva,1965,0
lva,1970,0
lva,1975,0
lva,1980,0
lva,1985,0
lva,1990,0
lva,1995,0
lva,2000,0
lva,2005,0
lva,2010,0
lva,2015,0
lva,2020,0
lva,2025,0
lva,2030,0
lva,2035,0
mar,1950,0
mar,1955,0
mar,1960,0
mar,1965,1
mar,1970,1
mar,1975,1
mar,1980,1
mar,1985,1
mar,1990,2
mar,1995,2
mar,2000,2
mar,2005,2
mar,2010,3
mar,2015,3
mar,2020,5
mar,2025,6
mar,2030,6
mar,2035,6
mda,1950,0
mda,1955,0
mda,1960,0
mda,1965,0
mda,1970,0
mda,1975,0
mda,1980,0
mda,1985,0
mda,1990,0
mda,1995,0
mda,2000,0
mda,2005,0
mda,2010,0
mda,2015,0
mda,2020,0
mda,2025,0
mda,2030,0
mda,2035,0
mdg,1950,0
mdg,1955,0
mdg,1960,0
mdg,1965,0
mdg,1970,0
mdg,1975,0
mdg,1980,0
mdg,1985,0
mdg,1990,0
mdg,1995,1
mdg,2000,1
mdg,2005,1
mdg,2010,1
mdg,2015,1
mdg,2020,1
mdg,2025,1
mdg,2030,1
mdg,2035,1
mdv,1950,0
mdv,1955,0
mdv,1960,0
mdv,1965,0
mdv,1970,0
mdv,1975,0
mdv,1980,0
mdv,1985,0
mdv,1990,0
mdv,1995,0
mdv,2000,0
mdv,2005,0
mdv,2010,0
mdv,2015,0
mdv,2020,0
mdv,2025,0
mdv,2030,0
mdv,2035,0
mex,1950,1
mex,1955,1
mex,1960,1
mex,1965,2
mex,1970,3
mex,1975,3
mex,1980,4
mex,1985,4
mex,1990,5
mex,1995,8
mex,2000,8
mex,2005,8
mex,2010,11
mex,2015,14
mex,2020,17
mex,2025,21
mex,2030,25
mex,2035,27
mkd,1950,0
mkd,1955,0
mkd,1960,0
mkd,1965,0
mkd,1970,0
mkd,1975,0
mkd,1980,0
mkd,1985,0
mkd,1990,0
mkd,1995,0
mkd,2000,0
mkd,2005,0
mkd,2010,0
mkd,2015,0
mkd,2020,0
mkd,2025,0
mkd,2030,0
mkd,2035,0
mli,1950,0
mli,1955,0
mli,1960,0
mli,1965,0
mli,1970,0
mli,1975,0
mli,1980,0
mli,1985,0
mli,1990,0
mli,1995,0
mli,2000,1
mli,2005,1
mli,2010,1
mli,2015,1
mli,2020,1
mli,2025,1
mli,2030,1
mli,2035,1
mlt,1950,0
mlt,1955,0
mlt,1960,0
mlt,1965,0
mlt,1970,0
mlt,1975,0
mlt,1980,0
mlt,1985,0
mlt,1990,0
mlt,1995,0
mlt,2000,0
mlt,2005,0
mlt,2010,0
mlt,2015,0
mlt,2020,0
mlt,2025,0
mlt,2030,0
mlt,2035,0
mmr,1950,1
mmr,1955,1
mmr,1960,1
mmr,1965,1
mmr,1970,1
mmr,1975,1
mmr,1980,1
mmr,1985,1
mmr,1990,1
mmr,1995,1
mmr,2000,1
mmr,2005,1
mmr,2010,2
mmr,2015,2
mmr,2020,2
mmr,2025,2
mmr,2030,2
mmr,2035,2
mne,1950,0
mne,1955,0
mne,1960,0
mne,1965,0
mne,1970,0
mne,1975,0
mne,1980,0
mne,1985,0
mne,1990,0
mne,1995,0
mne,2000,0
mne,2005,0
mne,2010,0
mne,2015,0
mne,2020,0
mne,2025,0
mne,2030,0
mne,2035,0
mng,1950,0
mng,1955,0
mng,1960,0
mng,1965,0
mng,1970,0
mng,1975,0
mng,1980,0
mng,1985,0
mng,1990,0
mng,1995,0
mng,2000,0
mng,2005,0
mng,2010,1
mng,2015,1
mng,2020,1
mng,2025,1
mng,2030,1
mng,2035,1
moz,1950,0
moz,1955,0
moz,1960,0
moz,1965,0
moz,1970,0
moz,1975,0
moz,1980,0
moz,1985,0
moz,1990,0
moz,1995,0
moz,2000,1
moz,2005,1
moz,2010,1
moz,2015,2
moz,2020,2
moz,2025,3
moz,2030,3
moz,2035,3
mrt,1950,0
mrt,1955,0
mrt,1960,0
mrt,1965,0
mrt,1970,0
mrt,1975,0
mrt,1980,0
mrt,1985,0
mrt,1990,0
mrt,1995,0
mrt,2000,0
mrt,2005,0
mrt,2010,0
mrt,2015,1
mrt,2020,1
mrt,2025,1
mrt,2030,1
mrt,2035,1
mus,1950,0
mus,1955,0
mus,1960,0
mus,1965,0
mus,1970,0
mus,1975,0
mus,1980,0
mus,1985,0
mus,1990,0
mus,1995,0
mus,2000,0
mus,2005,0
mus,2010,0
mus,2015,0
mus,2020,0
mus,2025,0
mus,2030,0
mus,2035,0
mwi,1950,0
mwi,1955,0
mwi,1960,0
mwi,1965,0
mwi,1970,0
mwi,1975,0
mwi,1980,0
mwi,1985,0
mwi,1990,0
mwi,1995,0
mwi,2000,0
mwi,2005,0
mwi,2010,0
mwi,2015,0
mwi,2020,1
mwi,2025,2
mwi,2030,2
mwi,2035,2
mys,1950,0
mys,1955,0
mys,1960,0
mys,1965,0
mys,1970,0
mys,1975,0
mys,1980,0
mys,1985,1
mys,1990,1
mys,1995,1
mys,2000,1
mys,2005,1
mys,2010,1
mys,2015,1
mys,2020,2
mys,2025,2
mys,2030,2
mys,2035,3
nam,1950,0
nam,1955,0
nam,1960,0
nam,1965,0
nam,1970,0
nam,1975,0
nam,1980,0
nam,1985,0
nam,1990,0
nam,1995,0
nam,2000,0
nam,2005,0
nam,2010,0
nam,2015,0
nam,2020,0
nam,2025,0
nam,2030,0
nam,2035,0
ner,1950,0
ner,1955,0
ner,1960,0
ner,1965,0
ner,1970,0
ner,1975,0
ner,1980,0
ner,1985,0
ner,1990,0
ner,1995,0
ner,2000,0
ner,2005,0
ner,2010,0
ner,2015,1
ner,2020,1
ner,2025,1
ner,2030,1
ner,2035,2
nga,1950,0
nga,1955,0
nga,1960,0
nga,1965,1
nga,1970,1
nga,1975,1
nga,1980,3
nga,1985,3
nga,1990,3
nga,1995,3
nga,2000,4
nga,2005,6
nga,2010,6
nga,2015,8
nga,2020,11
nga,2025,16
nga,2030,20
nga,2035,27
nic,1950,0
nic,1955,0
nic,1960,0
nic,1965,0
nic,1970,0
nic,1975,0
nic,1980,0
nic,1985,0
nic,1990,0
nic,1995,0
nic,2000,0
nic,2005,0
nic,2010,0
nic,2015,1
nic,2020,1
nic,2025,1
nic,2030,1
nic,2035,1
nld,1950,0
nld,1955,0
nld,1960,0
nld,1965,0
nld,1970,0
nld,1975,0
nld,1980,0
nld,1985,0
nld,1990,0
nld,1995,0
nld,2000,1
nld,2005,1
nld,2010,2
nld,2015,2
nld,2020,2
nld,2025,2
nld,2030,2
nld,2035,2
nor,1950,0
nor,1955,0
nor,1960,0
nor,1965,0
nor,1970,0
nor,1975,0
nor,1980,0
nor,1985,0
nor,1990,0
nor,1995,0
nor,2000,0
nor,2005,0
nor,2010,0
nor,2015,0
nor,2020,1
nor,2025,1
nor,2030,1
nor,2035,1
npl,1950,0
npl,1955,0
npl,1960,0
npl,1965,0
npl,1970,0
npl,1975,0
npl,1980,0
npl,1985,0
npl,1990,0
npl,1995,0
npl,2000,0
npl,2005,0
npl,2010,0
npl,2015,1
npl,2020,1
npl,2025,1
npl,2030,1
npl,2035,1
nzl,1950,0
nzl,1955,0
nzl,1960,0
nzl,1965,0
nzl,1970,0
nzl,1975,0
nzl,1980,0
nzl,1985,0
nzl,1990,0
nzl,1995,1
nzl,2000,1
nzl,2005,1
nzl,2010,1
nzl,2015,1
nzl,2020,1
nzl,2025,1
nzl,2030,1
nzl,2035,1
omn,1950,0
omn,1955,0
omn,1960,0
omn,1965,0
omn,1970,0
omn,1975,0
omn,1980,0
omn,1985,0
omn,1990,0
omn,1995,0
omn,2000,0
omn,2005,0
omn,2010,0
omn,2015,1
omn,2020,1
omn,2025,1
omn,2030,1
omn,2035,1
pak,1950,1
pak,1955,2
pak,1960,2
pak,1965,2
pak,1970,2
pak,1975,2
pak,1980,3
pak,1985,3
pak,1990,4
pak,1995,7
pak,2000,8
pak,2005,8
pak,2010,8
pak,2015,8
pak,2020,10
pak,2025,10
pak,2030,11
pak,2035,12
pan,1950,0
pan,1955,0
pan,1960,0
pan,1965,0
pan,1970,0
pan,1975,0
pan,1980,0
pan,1985,0
pan,1990,0
pan,1995,1
pan,2000,1
pan,2005,1
pan,2010,1
pan,2015,1
pan,2020,1
pan,2025,1
pan,2030,1
pan,2035,1
per,1950,1
per,1955,1
per,1960,1
per,1965,1
per,1970,1
per,1975,1
per,1980,1
per,1985,1
per,1990,1
per,1995,1
per,2000,1
per,2005,1
per,2010,1
per,2015,1
per,2020,1
per,2025,1
per,2030,2
per,2035,3
phl,1950,1
phl,1955,1
phl,1960,1
phl,1965,1
phl,1970,1
phl,1975,1
phl,1980,1
phl,1985,1
phl,1990,1
phl,1995,2
phl,2000,2
phl,2005,2
phl,2010,2
phl,2015,2
phl,2020,2
phl,2025,3
phl,2030,5
phl,2035,7
png,1950,0
png,1955,0
png,1960,0
png,1965,0
png,1970,0
png,1975,0
png,1980,0
png,1985,0
png,1990,0
png,1995,0
png,2000,0
png,2005,0
png,2010,0
png,2015,0
png,2020,0
png,2025,0
png,2030,0
png,2035,0
pol,1950,0
pol,1955,0
pol,1960,1
pol,1965,1
pol,1970,1
pol,1975,1
pol,1980,1
pol,1985,1
pol,1990,1
pol,1995,1
pol,2000,1
pol,2005,1
pol,2010,1
pol,2015,1
pol,2020,1
pol,2025,1
pol,2030,1
pol,2035,1
prk,1950,0
prk,1955,0
prk,1960,0
prk,1965,0
prk,1970,0
prk,1975,1
prk,1980,1
prk,1985,1
prk,1990,1
prk,1995,1
prk,2000,1
prk,2005,1
prk,2010,1
prk,2015,1
prk,2020,1
prk,2025,1
prk,2030,1
prk,2035,1
prt,1950,1
prt,1955,1
prt,1960,1
prt,1965,1
prt,1970,1
prt,1975,2
prt,1980,2
prt,1985,2
prt,1990,2
prt,1995,2
prt,2000,2
prt,2005,2
prt,2010,2
prt,2015,2
prt,2020,2
prt,2025,2
prt,2030,2
prt,2035,2
pry,1950,0
pry,1955,0
pry,1960,0
pry,1965,0
pry,1970,0
pry,1975,0
pry,1980,0
pry,1985,0
pry,1990,1
pry,1995,1
pry,2000,1
pry,2005,1
pry,2010,1
pry,2015,1
pry,2020,1
pry,2025,1
pry,2030,1
pry,2035,1
pse,1950,0
pse,1955,0
pse,1960,0
pse,1965,0
pse,1970,0
pse,1975,0
pse,1980,0
pse,1985,0
pse,1990,0
pse,1995,0
pse,2000,0
pse,2005,0
pse,2010,0
pse,2015,0
pse,2020,0
pse,2025,0
pse,2030,0
pse,2035,1
qat,1950,0
qat,1955,0
qat,1960,0
qat,1965,0
qat,1970,0
qat,1975,0
qat,1980,0
qat,1985,0
qat,1990,0
qat,1995,0
qat,2000,0
qat,2005,0
qat,2010,0
qat,2015,0
qat,2020,0
qat,2025,0
qat,2030,0
qat,2035,0
rou,1950,0
rou,1955,0
rou,1960,1
rou,1965,1
rou,1970,1
rou,1975,1
rou,1980,1
rou,1985,1
rou,1990,1
rou,1995,1
rou,2000,1
rou,2005,1
rou,2010,1
rou,2015,1
rou,2020,1
rou,2025,1
rou,2030,1
rou,2035,1
rus,1950,2
rus,1955,2
rus,1960,2
rus,1965,4
rus,1970,6
rus,1975,6
rus,1980,10
rus,1985,11
rus,1990,12
rus,1995,13
rus,2000,13
rus,2005,12
rus,2010,12
rus,2015,15
rus,2020,15
rus,2025,15
rus,2030,15
rus,2035,15
rwa,1950,0
rwa,1955,0
rwa,1960,0
rwa,1965,0
rwa,1970,0
rwa,1975,0
rwa,1980,0
rwa,1985,0
rwa,1990,0
rwa,1995,0
rwa,2000,0
rwa,2005,0
rwa,2010,0
rwa,2015,0
rwa,2020,1
rwa,2025,1
rwa,2030,1
rwa,2035,1
sau,1950,0
sau,1955,0
sau,1960,0
sau,1965,0
sau,1970,0
sau,1975,0
sau,1980,1
sau,1985,2
sau,1990,2
sau,1995,3
sau,2000,3
sau,2005,3
sau,2010,4
sau,2015,5
sau,2020,5
sau,2025,5
sau,2030,5
sau,2035,6
sdn,1950,0
sdn,1955,0
sdn,1960,0
sdn,1965,0
sdn,1970,0
sdn,1975,0
sdn,1980,1
sdn,1985,1
sdn,1990,1
sdn,1995,1
sdn,2000,1
sdn,2005,1
sdn,2010,1
sdn,2015,1
sdn,2020,1
sdn,2025,2
sdn,2030,2
sdn,2035,2
sen,1950,0
sen,1955,0
sen,1960,0
sen,1965,0
sen,1970,0
sen,1975,0
sen,1980,0
sen,1985,1
sen,1990,1
sen,1995,1
sen,2000,1
sen,2005,1
sen,2010,1
sen,2015,1
sen,2020,1
sen,2025,1
sen,2030,1
sen,2035,1
sgp,1950,1
sgp,1955,1
sgp,1960,1
sgp,1965,1
sgp,1970,1
sgp,1975,1
sgp,1980,1
sgp,1985,1
sgp,1990,1
sgp,1995,1
sgp,2000,1
sgp,2005,1
sgp,2010,1
sgp,2015,1
sgp,2020,1
sgp,2025,1
sgp,2030,1
sgp,2035,1
slb,1950,0
slb,1955,0
slb,1960,0
slb,1965,0
slb,1970,0
slb,1975,0
slb,1980,0
slb,1985,0
slb,1990,0
slb,1995,0
slb,2000,0
slb,2005,0
slb,2010,0
slb,2015,0
slb,2020,0
slb,2025,0
slb,2030,0
slb,2035,0
sle,1950,0
sle,1955,0
sle,1960,0
sle,1965,0
sle,1970,0
sle,1975,0
sle,1980,0
sle,1985,0
sle,1990,0
sle,1995,0
sle,2000,0
sle,2005,0
sle,2010,0
sle,2015,1
sle,2020,1
sle,2025,1
sle,2030,1
sle,2035,1
slv,1950,0
slv,1955,0
slv,1960,0
slv,1965,0
slv,1970,0
slv,1975,0
slv,1980,0
slv,1985,0
slv,1990,0
slv,1995,1
slv,2000,1
slv,2005,1
slv,2010,1
slv,2015,1
slv,2020,1
slv,2025,1
slv,2030,1
slv,2035,1
som,1950,0
som,1955,0
som,1960,0
som,1965,0
som,1970,0
som,1975,0
som,1980,0
som,1985,0
som,1990,1
som,1995,1
som,2000,1
som,2005,1
som,2010,1
som,2015,1
som,2020,1
som,2025,2
som,2030,3
som,2035,3
srb,1950,0
srb,1955,0
srb,1960,0
srb,1965,0
srb,1970,0
srb,1975,0
srb,1980,1
srb,1985,1
srb,1990,1
srb,1995,1
srb,2000,1
srb,2005,1
srb,2010,1
srb,2015,1
srb,2020,1
srb,2025,1
srb,2030,1
srb,2035,1
ssd,1950,0
ssd,1955,0
ssd,1960,0
ssd,1965,0
ssd,1970,0
ssd,1975,0
ssd,1980,0
ssd,1985,0
ssd,1990,0
ssd,1995,0
ssd,2000,0
ssd,2005,0
ssd,2010,0
ssd,2015,0
ssd,2020,0
ssd,2025,0
ssd,2030,0
ssd,2035,0
stp,1950,0
stp,1955,0
stp,1960,0
stp,1965,0
stp,1970,0
stp,1975,0
stp,1980,0
stp,1985,0
stp,1990,0
stp,1995,0
stp,2000,0
stp,2005,0
stp,2010,0
stp,2015,0
stp,2020,0
stp,2025,0
stp,2030,0
stp,2035,0
sur,1950,0
sur,1955,0
sur,1960,0
sur,1965,0
sur,1970,0
sur,1975,0
sur,1980,0
sur,1985,0
sur,1990,0
sur,1995,0
sur,2000,0
sur,2005,0
sur,2010,0
sur,2015,0
sur,2020,0
sur,2025,0
sur,2030,0
sur,2035,0
svk,1950,0
svk,1955,0
svk,1960,0
svk,1965,0
svk,1970,0
svk,1975,0
svk,1980,0
svk,1985,0
svk,1990,0
svk,1995,0
svk,2000,0
svk,2005,0
svk,2010,0
svk,2015,0
svk,2020,0
svk,2025,0
svk,2030,0
svk,2035,0
svn,1950,0
svn,1955,0
svn,1960,0
svn,1965,0
svn,1970,0
svn,1975,0
svn,1980,0
svn,1985,0
svn,1990,0
svn,1995,0
svn,2000,0
svn,2005,0
svn,2010,0
svn,2015,0
svn,2020,0
svn,2025,0
svn,2030,0
svn,2035,0
swe,1950,0
swe,1955,0
swe,1960,0
swe,1965,1
swe,1970,1
swe,1975,1
swe,1980,0
swe,1985,1
swe,1990,1
swe,1995,1
swe,2000,1
swe,2005,1
swe,2010,1
swe,2015,1
swe,2020,1
swe,2025,1
swe,2030,1
swe,2035,1
swz,1950,0
swz,1955,0
swz,1960,0
swz,1965,0
swz,1970,0
swz,1975,0
swz,1980,0
swz,1985,0
swz,1990,0
swz,1995,0
swz,2000,0
swz,2005,0
swz,2010,0
swz,2015,0
swz,2020,0
swz,2025,0
swz,2030,0
swz,2035,0
syc,1950,0
syc,1955,0
syc,1960,0
syc,1965,0
syc,1970,0
syc,1975,0
syc,1980,0
syc,1985,0
syc,1990,0
syc,1995,0
syc,2000,0
syc,2005,0
syc,2010,0
syc,2015,0
syc,2020,0
syc,2025,0
syc,2030,0
syc,2035,0
syr,1950,0
syr,1955,0
syr,1960,0
syr,1965,0
syr,1970,0
syr,1975,1
syr,1980,2
syr,1985,2
syr,1990,2
syr,1995,2
syr,2000,2
syr,2005,3
syr,2010,3
syr,2015,2
syr,2020,3
syr,2025,4
syr,2030,4
syr,2035,5
tcd,1950,0
tcd,1955,0
tcd,1960,0
tcd,1965,0
tcd,1970,0
tcd,1975,0
tcd,1980,0
tcd,1985,0
tcd,1990,0
tcd,1995,0
tcd,2000,0
tcd,2005,0
tcd,2010,0
tcd,2015,1
tcd,2020,1
tcd,2025,1
tcd,2030,1
tcd,2035,1
tgo,1950,0
tgo,1955,0
tgo,1960,0
tgo,1965,0
tgo,1970,0
tgo,1975,0
tgo,1980,0
tgo,1985,0
tgo,1990,0
tgo,1995,0
tgo,2000,1
tgo,2005,1
tgo,2010,1
tgo,2015,1
tgo,2020,1
tgo,2025,1
tgo,2030,1
tgo,2035,1
tha,1950,1
tha,1955,1
tha,1960,1
tha,1965,1
tha,1970,1
tha,1975,1
tha,1980,1
tha,1985,1
tha,1990,1
tha,1995,1
tha,2000,1
tha,2005,1
tha,2010,3
tha,2015,4
tha,2020,4
tha,2025,6
tha,2030,7
tha,2035,7
tjk,1950,0
tjk,1955,0
tjk,1960,0
tjk,1965,0
tjk,1970,0
tjk,1975,0
tjk,1980,0
tjk,1985,0
tjk,1990,0
tjk,1995,0
tjk,2000,0
tjk,2005,0
tjk,2010,0
tjk,2015,0
tjk,2020,0
tjk,2025,1
tjk,2030,1
tjk,2035,1
tkm,1950,0
tkm,1955,0
tkm,1960,0
tkm,1965,0
tkm,1970,0
tkm,1975,0
tkm,1980,0
tkm,1985,0
tkm,1990,0
tkm,1995,0
tkm,2000,0
tkm,2005,0
tkm,2010,0
tkm,2015,0
tkm,2020,0
tkm,2025,0
tkm,2030,1
tkm,2035,1
tls,1950,0
tls,1955,0
tls,1960,0
tls,1965,0
tls,1970,0
tls,1975,0
tls,1980,0
tls,1985,0
tls,1990,0
tls,1995,0
tls,2000,0
tls,2005,0
tls,2010,0
tls,2015,0
tls,2020,0
tls,2025,0
tls,2030,0
tls,2035,0
ton,1950,0
ton,1955,0
ton,1960,0
ton,1965,0
ton,1970,0
ton,1975,0
ton,1980,0
ton,1985,0
ton,1990,0
ton,1995,0
ton,2000,0
ton,2005,0
ton,2010,0
ton,2015,0
ton,2020,0
ton,2025,0
ton,2030,0
ton,2035,0
tto,1950,0
tto,1955,0
tto,1960,0
tto,1965,0
tto,1970,0
tto,1975,0
tto,1980,0
tto,1985,0
tto,1990,0
tto,1995,0
tto,2000,0
tto,2005,0
tto,2010,0
tto,2015,0
tto,2020,0
tto,2025,0
tto,2030,0
tto,2035,0
tun,1950,0
tun,1955,0
tun,1960,0
tun,1965,0
tun,1970,0
tun,1975,0
tun,1980,1
tun,1985,1
tun,1990,1
tun,1995,1
tun,2000,1
tun,2005,1
tun,2010,1
tun,2015,1
tun,2020,1
tun,2025,1
tun,2030,1
tun,2035,1
tur,1950,0
tur,1955,1
tur,1960,1
tur,1965,1
tur,1970,2
tur,1975,3
tur,1980,3
tur,1985,3
tur,1990,3
tur,1995,4
tur,2000,5
tur,2005,6
tur,2010,7
tur,2015,8
tur,2020,10
tur,2025,11
tur,2030,11
tur,2035,11
twn,1950,0
twn,1955,0
twn,1960,0
twn,1965,2
twn,1970,2
twn,1975,2
twn,1980,2
twn,1985,3
twn,1990,4
twn,1995,4
twn,2000,4
twn,2005,5
twn,2010,5
twn,2015,5
twn,2020,5
twn,2025,5
twn,2030,5
twn,2035,5
tza,1950,0
tza,1955,0
tza,1960,0
tza,1965,0
tza,1970,0
tza,1975,0
tza,1980,0
tza,1985,1
tza,1990,1
tza,1995,1
tza,2000,1
tza,2005,1
tza,2010,1
tza,2015,1
tza,2020,2
tza,2025,2
tza,2030,3
tza,2035,4
uga,1950,0
uga,1955,0
uga,1960,0
uga,1965,0
uga,1970,0
uga,1975,0
uga,1980,0
uga,1985,0
uga,1990,0
uga,1995,0
uga,2000,1
uga,2005,1
uga,2010,1
uga,2015,1
uga,2020,1
uga,2025,1
uga,2030,1
uga,2035,1
ukr,1950,0
ukr,1955,0
ukr,1960,1
ukr,1965,2
ukr,1970,2
ukr,1975,2
ukr,1980,5
ukr,1985,5
ukr,1990,5
ukr,1995,5
ukr,2000,5
ukr,2005,4
ukr,2010,4
ukr,2015,3
ukr,2020,3
ukr,2025,3
ukr,2030,3
ukr,2035,3
ury,1950,1
ury,1955,1
ury,1960,1
ury,1965,1
ury,1970,1
ury,1975,1
ury,1980,1
ury,1985,1
ury,1990,1
ury,1995,1
ury,2000,1
ury,2005,1
ury,2010,1
ury,2015,1
ury,2020,1
ury,2025,1
ury,2030,1
ury,2035,1
usa,1950,12
usa,1955,14
usa,1960,20
usa,1965,22
usa,1970,25
usa,1975,28
usa,1980,30
usa,1985,31
usa,1990,33
usa,1995,36
usa,2000,37
usa,2005,38
usa,2010,41
usa,2015,45
usa,2020,46
usa,2025,52
usa,2030,55
usa,2035,56
uzb,1950,0
uzb,1955,0
uzb,1960,0
uzb,1965,1
uzb,1970,1
uzb,1975,1
uzb,1980,1
uzb,1985,1
uzb,1990,1
uzb,1995,1
uzb,2000,1
uzb,2005,1
uzb,2010,1
uzb,2015,1
uzb,2020,1
uzb,2025,1
uzb,2030,1
uzb,2035,1
vct,1950,0
vct,1955,0
vct,1960,0
vct,1965,0
vct,1970,0
vct,1975,0
vct,1980,0
vct,1985,0
vct,1990,0
vct,1995,0
vct,2000,0
vct,2005,0
vct,2010,0
vct,2015,0
vct,2020,0
vct,2025,0
vct,2030,0
vct,2035,0
ven,1950,0
ven,1955,0
ven,1960,1
ven,1965,1
ven,1970,1
ven,1975,1
ven,1980,1
ven,1985,2
ven,1990,3
ven,1995,3
ven,2000,3
ven,2005,5
ven,2010,5
ven,2015,5
ven,2020,5
ven,2025,5
ven,2030,6
ven,2035,6
vnm,1950,1
vnm,1955,1
vnm,1960,1
vnm,1965,1
vnm,1970,1
vnm,1975,1
vnm,1980,1
vnm,1985,2
vnm,1990,2
vnm,1995,2
vnm,2000,2
vnm,2005,2
vnm,2010,2
vnm,2015,4
vnm,2020,6
vnm,2025,6
vnm,2030,6
vnm,2035,6
vut,1950,0
vut,1955,0
vut,1960,0
vut,1965,0
vut,1970,0
vut,1975,0
vut,1980,0
vut,1985,0
vut,1990,0
vut,1995,0
vut,2000,0
vut,2005,0
vut,2010,0
vut,2015,0
vut,2020,0
vut,2025,0
vut,2030,0
vut,2035,0
wsm,1950,0
wsm,1955,0
wsm,1960,0
wsm,1965,0
wsm,1970,0
wsm,1975,0
wsm,1980,0
wsm,1985,0
wsm,1990,0
wsm,1995,0
wsm,2000,0
wsm,2005,0
wsm,2010,0
wsm,2015,0
wsm,2020,0
wsm,2025,0
wsm,2030,0
wsm,2035,0
yem,1950,0
yem,1955,0
yem,1960,0
yem,1965,0
yem,1970,0
yem,1975,0
yem,1980,0
yem,1985,0
yem,1990,0
yem,1995,1
yem,2000,1
yem,2005,1
yem,2010,1
yem,2015,1
yem,2020,1
yem,2025,3
yem,2030,4
yem,2035,5
zaf,1950,0
zaf,1955,1
zaf,1960,1
zaf,1965,1
zaf,1970,2
zaf,1975,3
zaf,1980,4
zaf,1985,4
zaf,1990,4
zaf,1995,4
zaf,2000,5
zaf,2005,6
zaf,2010,6
zaf,2015,6
zaf,2020,6
zaf,2025,6
zaf,2030,7
zaf,2035,8
zmb,1950,0
zmb,1955,0
zmb,1960,0
zmb,1965,0
zmb,1970,0
zmb,1975,0
zmb,1980,0
zmb,1985,0
zmb,1990,0
zmb,1995,0
zmb,2000,1
zmb,2005,1
zmb,2010,1
zmb,2015,1
zmb,2020,1
zmb,2025,1
zmb,2030,2
zmb,2035,2
zwe,1950,0
zwe,1955,0
zwe,1960,0
zwe,1965,0
zwe,1970,0
zwe,1975,0
zwe,1980,0
zwe,1985,0
zwe,1990,1
zwe,1995,1
zwe,2000,1
zwe,2005,1
zwe,2010,1
zwe,2015,1
zwe,2020,1
zwe,2025,1
zwe,2030,1
zwe,2035,1
