country,time,abscorrup_idea
arg,2016,50.79794
arg,2017,50.79794
arg,2018,51.02955
arg,2019,51.66548
arm,1991,51.75111
arm,1992,51.24964
arm,1993,51.24964
arm,1994,51.24964
arm,1995,49.1028
arm,1996,42.20581
arm,1997,41.92612
arm,1998,39.62421
arm,1999,39.48714
arm,2000,36.66482
arm,2001,26.2299
arm,2002,26.2299
arm,2003,26.2299
arm,2004,26.2299
arm,2005,26.2299
arm,2006,26.2299
arm,2007,26.2299
arm,2008,28.62486
arm,2009,28.62486
arm,2010,28.62486
arm,2011,28.62486
arm,2012,29.33262
arm,2013,30.41711
arm,2014,30.41711
arm,2015,31.12393
arm,2016,30.5754
arm,2017,32.37528
arm,2018,47.85124
arm,2019,58.90023
aus,1975,85.059
aus,1976,85.059
aus,1977,85.059
aus,1978,85.059
aus,1979,85.059
aus,1980,87.99285
aus,1981,87.99285
aus,1982,87.99285
aus,1983,87.99285
aus,1984,88.21868
aus,1985,88.21868
aus,1986,88.21868
aus,1987,88.21868
aus,1988,88.21868
aus,1989,88.21868
aus,1990,88.21868
aus,1991,88.21868
aus,1992,88.21868
aus,1993,88.21868
aus,1994,88.21868
aus,1995,88.21868
aus,1996,88.21868
aus,1997,88.21868
aus,1998,88.21868
aus,1999,88.21868
aus,2000,88.21868
aus,2001,87.4071
aus,2002,87.4071
aus,2003,87.4071
aus,2004,87.4071
aus,2005,88.21868
aus,2006,87.4071
aus,2007,87.4071
aus,2008,87.4071
aus,2009,87.4071
aus,2010,87.4071
aus,2011,88.21868
aus,2012,87.4071
aus,2013,77.79018
aus,2014,78.82456
aus,2015,81.53263
aus,2016,81.53263
aus,2017,81.53263
aus,2018,74.77919
aus,2019,76.48392
aut,1975,71.71516
aut,1976,71.71516
aut,1977,71.71516
aut,1978,71.71516
aut,1979,71.71516
aut,1980,67.82551
aut,1981,67.82551
aut,1982,67.82551
aut,1983,67.82551
aut,1984,68.50602
aut,1985,68.50602
aut,1986,68.50602
aut,1987,70.35149
aut,1988,70.35149
aut,1989,70.35149
aut,1990,70.35149
aut,1991,70.35149
aut,1992,70.35149
aut,1993,70.35149
aut,1994,70.35149
aut,1995,70.35149
aut,1996,70.35149
aut,1997,69.90904
aut,1998,69.90904
aut,1999,69.90904
aut,2000,67.79992
aut,2001,66.34272
aut,2002,66.74376
aut,2003,68.97981
aut,2004,65.95945
aut,2005,65.95945
aut,2006,67.38544
aut,2007,71.34676
aut,2008,71.34676
aut,2009,71.34676
aut,2010,71.34676
aut,2011,69.63415
aut,2012,70.87027
aut,2013,77.47887
aut,2014,77.47887
aut,2015,77.47887
aut,2016,77.47887
aut,2017,77.47887
aut,2018,76.41344
aut,2019,76.25709
aze,1991,39.81339
aze,1992,41.00315
aze,1993,23.87351
aze,1994,11.08513
aze,1995,11.08513
aze,1996,11.08513
aze,1997,11.08513
aze,1998,11.08513
aze,1999,12.0475
aze,2000,12.0475
aze,2001,12.0475
aze,2002,12.0475
aze,2003,12.0475
aze,2004,12.0475
aze,2005,10.76192
aze,2006,10.76192
aze,2007,10.76192
aze,2008,10.76192
aze,2009,10.76192
aze,2010,14.47458
aze,2011,14.47458
aze,2012,14.47458
aze,2013,14.47458
aze,2014,14.47458
aze,2015,14.47458
aze,2016,9.71318
aze,2017,12.14947
aze,2018,13.14483
aze,2019,17.89354
bdi,1975,52.51072
bdi,1976,58.93523
bdi,1977,62.39405
bdi,1978,62.39405
bdi,1979,62.39405
bdi,1980,62.39405
bdi,1981,62.39405
bdi,1982,62.39405
bdi,1983,62.39405
bdi,1984,62.39405
bdi,1985,62.39405
bdi,1986,62.39405
bdi,1987,62.39405
bdi,1988,58.87705
bdi,1989,58.87705
bdi,1990,58.87705
bdi,1991,58.87705
bdi,1992,54.69683
bdi,1993,51.06923
bdi,1994,49.68983
bdi,1995,49.68983
bdi,1996,49.68983
bdi,1997,49.68983
bdi,1998,49.68983
bdi,1999,49.68983
bdi,2000,49.68983
bdi,2001,49.68983
bdi,2002,49.68983
bdi,2003,49.68983
bdi,2004,48.62521
bdi,2005,30.54491
bdi,2006,29.26291
bdi,2007,29.26291
bdi,2008,28.47707
bdi,2009,28.47707
bdi,2010,25.50669
bdi,2011,25.50669
bdi,2012,24.69195
bdi,2013,19.20166
bdi,2014,17.25995
bdi,2015,17.25995
bdi,2016,13.45788
bdi,2017,13.45788
bdi,2018,13.45788
bdi,2019,13.98629
bel,1975,81.52451
bel,1976,81.52451
bel,1977,81.52451
bel,1978,81.52451
bel,1979,81.52451
bel,1980,81.52451
bel,1981,81.52451
bel,1982,81.52451
bel,1983,81.52451
bel,1984,82.3566
bel,1985,82.3566
bel,1986,81.89086
bel,1987,81.89086
bel,1988,81.89086
bel,1989,81.89086
bel,1990,79.59736
bel,1991,79.59736
bel,1992,79.59736
bel,1993,79.59736
bel,1994,79.59736
bel,1995,78.93996
bel,1996,78.93996
bel,1997,82.078
bel,1998,82.078
bel,1999,82.078
bel,2000,82.078
bel,2001,82.53992
bel,2002,82.53992
bel,2003,82.53992
bel,2004,82.53992
bel,2005,82.53992
bel,2006,82.078
bel,2007,82.078
bel,2008,82.078
bel,2009,83.23209
bel,2010,83.23209
bel,2011,83.23209
bel,2012,83.23209
bel,2013,80.26031
bel,2014,79.56174
bel,2015,79.56174
bel,2016,79.56174
bel,2017,79.56174
bel,2018,79.56174
bel,2019,79.56174
ben,1975,40.82159
ben,1976,40.82159
ben,1977,40.82159
ben,1978,40.82159
ben,1979,40.82159
ben,1980,48.86142
ben,1981,48.86142
ben,1982,48.86142
ben,1983,48.86142
ben,1984,48.86142
ben,1985,48.86142
ben,1986,48.86142
ben,1987,45.99422
ben,1988,45.99422
ben,1989,45.99422
ben,1990,37.48669
ben,1991,39.72605
ben,1992,39.72605
ben,1993,39.72605
ben,1994,39.72605
ben,1995,39.72605
ben,1996,37.61477
ben,1997,36.15347
ben,1998,36.15347
ben,1999,36.15347
ben,2000,36.15347
ben,2001,36.15347
ben,2002,36.15347
ben,2003,36.15347
ben,2004,36.15347
ben,2005,37.18767
ben,2006,37.18767
ben,2007,37.18767
ben,2008,37.18767
ben,2009,37.18767
ben,2010,37.18767
ben,2011,37.18767
ben,2012,37.18767
ben,2013,42.37525
ben,2014,42.37525
ben,2015,38.13363
ben,2016,53.43874
ben,2017,51.63443
ben,2018,54.48266
ben,2019,55.13092
bfa,1975,48.28117
bfa,1976,48.28117
bfa,1977,48.28117
bfa,1978,48.98613
bfa,1979,48.98613
bfa,1980,49.14175
bfa,1981,49.14175
bfa,1982,49.14175
bfa,1983,59.27496
bfa,1984,59.27496
bfa,1985,59.79441
bfa,1986,59.79441
bfa,1987,59.79441
bfa,1988,40.40244
bfa,1989,40.40244
bfa,1990,39.1479
bfa,1991,39.1479
bfa,1992,38.68162
bfa,1993,38.68162
bfa,1994,38.68162
bfa,1995,38.68162
bfa,1996,38.68162
bfa,1997,37.79309
bfa,1998,37.79309
bfa,1999,37.79309
bfa,2000,38.37018
bfa,2001,38.37018
bfa,2002,38.37018
bfa,2003,35.56388
bfa,2004,35.56388
bfa,2005,35.56388
bfa,2006,35.56388
bfa,2007,35.56388
bfa,2008,35.56388
bfa,2009,35.56388
bfa,2010,36.58156
bfa,2011,35.20287
bfa,2012,35.20287
bfa,2013,34.21784
bfa,2014,36.37418
bfa,2015,45.70575
bfa,2016,52.26673
bfa,2017,49.71675
bfa,2018,51.8506
bfa,2019,50.27702
bgd,1975,26.54013
bgd,1976,29.37865
bgd,1977,29.37865
bgd,1978,29.37865
bgd,1979,29.37865
bgd,1980,29.37865
bgd,1981,29.37865
bgd,1982,17.87949
bgd,1983,17.87949
bgd,1984,16.14072
bgd,1985,16.14072
bgd,1986,16.14072
bgd,1987,16.14072
bgd,1988,16.14072
bgd,1989,16.14072
bgd,1990,16.14072
bgd,1991,25.22153
bgd,1992,25.22153
bgd,1993,26.29852
bgd,1994,26.29852
bgd,1995,26.29852
bgd,1996,23.30321
bgd,1997,23.30321
bgd,1998,23.30321
bgd,1999,23.30321
bgd,2000,20.05125
bgd,2001,17.90978
bgd,2002,19.9415
bgd,2003,19.9415
bgd,2004,19.9415
bgd,2005,19.9415
bgd,2006,19.9415
bgd,2007,26.20505
bgd,2008,26.20505
bgd,2009,21.54215
bgd,2010,22.286
bgd,2011,22.286
bgd,2012,22.286
bgd,2013,24.06579
bgd,2014,24.06579
bgd,2015,27.88927
bgd,2016,25.82943
bgd,2017,25.05992
bgd,2018,26.71263
bgd,2019,26.46729
bgr,1975,23.23353
bgr,1976,23.23353
bgr,1977,23.23353
bgr,1978,23.23353
bgr,1979,23.23353
bgr,1980,23.23353
bgr,1981,23.23353
bgr,1982,23.23353
bgr,1983,23.23353
bgr,1984,26.43626
bgr,1985,26.43626
bgr,1986,26.43626
bgr,1987,26.43626
bgr,1988,25.89826
bgr,1989,25.89826
bgr,1990,47.62651
bgr,1991,48.24056
bgr,1992,48.90193
bgr,1993,49.17348
bgr,1994,48.90193
bgr,1995,48.90193
bgr,1996,48.90193
bgr,1997,50.54423
bgr,1998,52.8199
bgr,1999,52.8199
bgr,2000,52.25106
bgr,2001,50.84754
bgr,2002,50.84754
bgr,2003,50.84754
bgr,2004,50.84754
bgr,2005,50.84754
bgr,2006,51.89865
bgr,2007,51.89865
bgr,2008,50.84754
bgr,2009,44.99966
bgr,2010,46.38767
bgr,2011,46.38767
bgr,2012,46.38767
bgr,2013,49.96935
bgr,2014,50.57573
bgr,2015,44.98587
bgr,2016,44.98587
bgr,2017,44.14094
bgr,2018,43.45816
bgr,2019,41.48364
bhr,1975,45.36305
bhr,1976,45.36305
bhr,1977,45.36305
bhr,1978,45.36305
bhr,1979,45.36305
bhr,1980,45.36305
bhr,1981,45.36305
bhr,1982,45.36305
bhr,1983,45.36305
bhr,1984,45.97127
bhr,1985,45.97127
bhr,1986,45.97127
bhr,1987,45.97127
bhr,1988,45.97127
bhr,1989,45.97127
bhr,1990,45.97127
bhr,1991,45.97127
bhr,1992,46.57784
bhr,1993,46.57784
bhr,1994,46.57784
bhr,1995,46.57784
bhr,1996,45.97127
bhr,1997,45.97127
bhr,1998,45.97127
bhr,1999,44.53751
bhr,2000,40.60564
bhr,2001,39.59995
bhr,2002,40.54141
bhr,2003,40.54141
bhr,2004,40.54141
bhr,2005,43.02197
bhr,2006,43.02197
bhr,2007,43.02197
bhr,2008,43.02197
bhr,2009,43.02197
bhr,2010,43.02197
bhr,2011,43.02197
bhr,2012,42.50336
bhr,2013,43.18395
bhr,2014,43.18395
bhr,2015,42.50336
bhr,2016,42.50336
bhr,2017,42.50336
bhr,2018,43.02197
bhr,2019,43.02197
bih,1992,40.71374
bih,1993,40.71374
bih,1994,40.71374
bih,1995,40.71374
bih,1996,32.585
bih,1997,32.585
bih,1998,32.585
bih,1999,32.585
bih,2000,32.585
bih,2001,32.585
bih,2002,32.585
bih,2003,32.585
bih,2004,32.585
bih,2005,32.585
bih,2006,32.585
bih,2007,32.585
bih,2008,32.585
bih,2009,32.585
bih,2010,32.585
bih,2011,32.585
bih,2012,32.585
bih,2013,32.76128
bih,2014,32.76128
bih,2015,32.76128
bih,2016,32.76128
bih,2017,32.76128
bih,2018,32.14499
bih,2019,31.03149
blr,1991,46.41835
blr,1992,46.41835
blr,1993,46.41835
blr,1994,43.42656
blr,1995,44.63771
blr,1996,44.63771
blr,1997,45.17197
blr,1998,46.09244
blr,1999,48.62241
blr,2000,48.05927
blr,2001,48.57335
blr,2002,48.57335
blr,2003,48.57335
blr,2004,48.57335
blr,2005,48.57335
blr,2006,48.57335
blr,2007,48.57335
blr,2008,48.57335
blr,2009,48.57335
blr,2010,48.57335
blr,2011,48.57335
blr,2012,47.81403
blr,2013,47.54363
blr,2014,47.54363
blr,2015,48.10299
blr,2016,48.42358
blr,2017,48.23082
blr,2018,48.23082
blr,2019,48.62953
bol,1975,19.69734
bol,1976,19.69734
bol,1977,19.69734
bol,1978,19.69734
bol,1979,22.34347
bol,1980,22.34347
bol,1981,18.30258
bol,1982,35.74955
bol,1983,40.66124
bol,1984,40.7189
bol,1985,40.7189
bol,1986,41.90278
bol,1987,42.93184
bol,1988,43.39496
bol,1989,43.39496
bol,1990,43.39496
bol,1991,43.39496
bol,1992,43.39496
bol,1993,43.39496
bol,1994,43.39496
bol,1995,43.98147
bol,1996,43.98147
bol,1997,43.98147
bol,1998,43.98147
bol,1999,43.98147
bol,2000,43.98147
bol,2001,43.39496
bol,2002,42.67884
bol,2003,43.39496
bol,2004,45.3019
bol,2005,45.65606
bol,2006,42.21631
bol,2007,42.21631
bol,2008,42.21631
bol,2009,42.21631
bol,2010,41.83199
bol,2011,41.83199
bol,2012,41.3994
bol,2013,46.68631
bol,2014,47.05467
bol,2015,47.00002
bol,2016,47.41312
bol,2017,47.41312
bol,2018,47.41312
bol,2019,47.41312
bra,1975,42.38725
bra,1976,42.38725
bra,1977,42.38725
bra,1978,42.89679
bra,1979,42.89679
bra,1980,42.89679
bra,1981,42.89679
bra,1982,42.89679
bra,1983,42.89679
bra,1984,43.29469
bra,1985,43.08335
bra,1986,44.19204
bra,1987,44.19204
bra,1988,43.19839
bra,1989,42.01119
bra,1990,43.65411
bra,1991,43.65411
bra,1992,43.32261
bra,1993,47.53855
bra,1994,49.11251
bra,1995,49.11251
bra,1996,49.11251
bra,1997,49.11251
bra,1998,49.11251
bra,1999,49.11251
bra,2000,49.11251
bra,2001,48.46338
bra,2002,49.81812
bra,2003,48.0096
bra,2004,46.83843
bra,2005,44.70154
bra,2006,44.70154
bra,2007,45.19476
bra,2008,45.19476
bra,2009,45.85457
bra,2010,45.85457
bra,2011,46.26479
bra,2012,45.62714
bra,2013,45.37282
bra,2014,45.37282
bra,2015,45.37282
bra,2016,43.98748
bra,2017,44.4552
bra,2018,44.4552
bra,2019,50.77491
brb,1975,64.33299
brb,1976,64.33299
brb,1977,64.33299
brb,1978,64.33299
brb,1979,64.33299
brb,1980,64.33299
brb,1981,64.33299
brb,1982,64.33299
brb,1983,64.33299
brb,1984,64.33299
brb,1985,64.33299
brb,1986,64.33299
brb,1987,64.33299
brb,1988,64.33299
brb,1989,64.33299
brb,1990,64.33299
brb,1991,64.33299
brb,1992,65.88771
brb,1993,65.88771
brb,1994,65.88771
brb,1995,65.88771
brb,1996,65.88771
brb,1997,65.88771
brb,1998,65.88771
brb,1999,65.88771
brb,2000,65.88771
brb,2001,65.88771
brb,2002,65.88771
brb,2003,65.88771
brb,2004,65.88771
brb,2005,65.88771
brb,2006,65.88771
brb,2007,65.88771
brb,2008,65.88771
brb,2009,65.88771
brb,2010,64.77526
brb,2011,64.77526
brb,2012,64.77526
brb,2013,64.77526
brb,2014,64.77526
brb,2015,64.0764
brb,2016,64.0764
brb,2017,64.0764
brb,2018,69.30365
brb,2019,73.41132
bwa,1975,67.1924
bwa,1976,67.1924
bwa,1977,67.1924
bwa,1978,67.1924
bwa,1979,67.1924
bwa,1980,66.09387
bwa,1981,66.09387
bwa,1982,66.09387
bwa,1983,66.09387
bwa,1984,66.09387
bwa,1985,65.81196
bwa,1986,66.34272
bwa,1987,66.34272
bwa,1988,66.34272
bwa,1989,66.34272
bwa,1990,64.7391
bwa,1991,64.7391
bwa,1992,63.8591
bwa,1993,63.8591
bwa,1994,63.8591
bwa,1995,63.8591
bwa,1996,63.8591
bwa,1997,63.8591
bwa,1998,63.8591
bwa,1999,63.8591
bwa,2000,63.8591
bwa,2001,63.8591
bwa,2002,63.8591
bwa,2003,63.8591
bwa,2004,63.8591
bwa,2005,63.8591
bwa,2006,63.8591
bwa,2007,63.8591
bwa,2008,62.292
bwa,2009,62.292
bwa,2010,62.292
bwa,2011,62.292
bwa,2012,60.72821
bwa,2013,59.44843
bwa,2014,59.44843
bwa,2015,59.22731
bwa,2016,59.22731
bwa,2017,61.47773
bwa,2018,59.23084
bwa,2019,59.23084
caf,1975,22.69335
caf,1976,22.69335
caf,1977,22.69335
caf,1978,22.69335
caf,1979,22.69335
caf,1980,22.69335
caf,1981,22.69335
caf,1982,22.69335
caf,1983,22.69335
caf,1984,22.69335
caf,1985,22.69335
caf,1986,22.69335
caf,1987,22.69335
caf,1988,22.69335
caf,1989,22.69335
caf,1990,22.69335
caf,1991,22.69335
caf,1992,22.69335
caf,1993,30.25758
caf,1994,30.25758
caf,1995,30.25758
caf,1996,30.25758
caf,1997,30.25758
caf,1998,30.25758
caf,1999,30.25758
caf,2000,30.25758
caf,2001,30.25758
caf,2002,30.25758
caf,2003,30.25758
caf,2004,22.87924
caf,2005,22.87924
caf,2006,22.87924
caf,2007,22.87924
caf,2008,22.87924
caf,2009,22.87924
caf,2010,22.87924
caf,2011,22.87924
caf,2012,22.87924
caf,2013,23.01327
caf,2014,31.44391
caf,2015,32.22397
caf,2016,34.17397
caf,2017,31.11229
caf,2018,34.44965
caf,2019,34.44965
can,1975,71.29647
can,1976,71.29647
can,1977,71.29647
can,1978,71.29647
can,1979,71.29647
can,1980,73.46103
can,1981,73.46103
can,1982,73.46103
can,1983,73.46103
can,1984,74.32485
can,1985,76.59014
can,1986,76.59014
can,1987,78.20769
can,1988,78.20769
can,1989,78.20769
can,1990,78.20769
can,1991,78.20769
can,1992,78.20769
can,1993,78.20769
can,1994,78.20769
can,1995,78.20769
can,1996,78.20769
can,1997,78.20769
can,1998,78.20769
can,1999,78.20769
can,2000,78.20769
can,2001,77.82934
can,2002,77.24469
can,2003,77.24469
can,2004,78.82456
can,2005,79.44574
can,2006,79.44574
can,2007,84.82304
can,2008,84.82304
can,2009,84.82304
can,2010,86.27136
can,2011,86.27136
can,2012,86.27136
can,2013,87.9879
can,2014,87.9879
can,2015,87.9879
can,2016,87.9879
can,2017,79.17594
can,2018,79.17594
can,2019,77.82934
che,1975,81.78766
che,1976,81.78766
che,1977,81.78766
che,1978,81.78766
che,1979,81.78766
che,1980,81.78766
che,1981,81.78766
che,1982,81.78766
che,1983,81.78766
che,1984,82.79293
che,1985,82.79293
che,1986,82.79293
che,1987,82.79293
che,1988,82.79293
che,1989,82.79293
che,1990,82.79293
che,1991,82.79293
che,1992,82.79293
che,1993,82.79293
che,1994,82.79293
che,1995,82.79293
che,1996,82.21771
che,1997,82.21771
che,1998,82.21771
che,1999,82.21771
che,2000,82.21771
che,2001,81.47435
che,2002,81.47435
che,2003,81.47435
che,2004,81.47435
che,2005,81.47435
che,2006,81.47435
che,2007,81.47435
che,2008,81.47435
che,2009,81.47435
che,2010,81.47435
che,2011,81.47435
che,2012,81.47435
che,2013,85.62949
che,2014,85.62949
che,2015,87.9879
che,2016,87.9879
che,2017,92.12746
che,2018,87.9879
che,2019,87.9879
chl,1975,53.4429
chl,1976,53.4429
chl,1977,53.4429
chl,1978,53.4429
chl,1979,53.4429
chl,1980,53.4429
chl,1981,53.4429
chl,1982,53.4429
chl,1983,53.4429
chl,1984,53.55161
chl,1985,53.55161
chl,1986,53.55161
chl,1987,53.55161
chl,1988,53.55161
chl,1989,53.55161
chl,1990,76.83387
chl,1991,76.83387
chl,1992,76.83387
chl,1993,76.83387
chl,1994,76.83387
chl,1995,76.83387
chl,1996,76.83387
chl,1997,77.72814
chl,1998,77.72814
chl,1999,77.72814
chl,2000,77.72814
chl,2001,77.72814
chl,2002,77.72814
chl,2003,76.33763
chl,2004,76.33763
chl,2005,77.72814
chl,2006,77.72814
chl,2007,77.72814
chl,2008,77.72814
chl,2009,77.72814
chl,2010,72.20423
chl,2011,72.20423
chl,2012,72.20423
chl,2013,70.64947
chl,2014,71.90334
chl,2015,69.17343
chl,2016,69.17343
chl,2017,69.17343
chl,2018,74.52622
chl,2019,75.16329
chn,1975,49.43474
chn,1976,49.43474
chn,1977,47.92999
chn,1978,47.92999
chn,1979,46.47741
chn,1980,40.07546
chn,1981,39.7364
chn,1982,39.7364
chn,1983,39.7364
chn,1984,40.69618
chn,1985,40.69618
chn,1986,39.04182
chn,1987,39.04182
chn,1988,39.33778
chn,1989,39.33778
chn,1990,39.33778
chn,1991,39.33778
chn,1992,39.33778
chn,1993,39.33778
chn,1994,39.65992
chn,1995,39.65992
chn,1996,38.68504
chn,1997,38.68504
chn,1998,38.68504
chn,1999,38.68504
chn,2000,37.6888
chn,2001,37.6888
chn,2002,37.6888
chn,2003,37.6888
chn,2004,38.33651
chn,2005,40.30168
chn,2006,39.66385
chn,2007,40.30168
chn,2008,40.30168
chn,2009,40.30168
chn,2010,40.30168
chn,2011,40.30168
chn,2012,41.75566
chn,2013,42.59158
chn,2014,42.59158
chn,2015,43.85912
chn,2016,43.01196
chn,2017,44.99216
chn,2018,46.10607
chn,2019,46.10607
civ,1975,27.54284
civ,1976,27.54284
civ,1977,27.54284
civ,1978,27.54284
civ,1979,27.54284
civ,1980,27.54284
civ,1981,27.54284
civ,1982,27.54284
civ,1983,27.54284
civ,1984,27.72522
civ,1985,28.29399
civ,1986,28.29399
civ,1987,28.29399
civ,1988,28.29399
civ,1989,28.29399
civ,1990,40.87287
civ,1991,40.87287
civ,1992,41.33354
civ,1993,40.31305
civ,1994,30.54926
civ,1995,30.54926
civ,1996,30.28252
civ,1997,29.31179
civ,1998,29.31179
civ,1999,28.68231
civ,2000,31.94134
civ,2001,32.5203
civ,2002,30.15317
civ,2003,30.46521
civ,2004,29.96481
civ,2005,29.3529
civ,2006,29.3529
civ,2007,29.3529
civ,2008,29.96481
civ,2009,30.36659
civ,2010,31.42076
civ,2011,42.5385
civ,2012,45.52377
civ,2013,43.9583
civ,2014,43.9583
civ,2015,43.98494
civ,2016,43.98494
civ,2017,45.66518
civ,2018,53.83597
civ,2019,49.26238
cmr,1975,45.22121
cmr,1976,45.22121
cmr,1977,45.22121
cmr,1978,45.22121
cmr,1979,45.22121
cmr,1980,40.04276
cmr,1981,39.57928
cmr,1982,37.02488
cmr,1983,38.52668
cmr,1984,38.40634
cmr,1985,35.26969
cmr,1986,33.67234
cmr,1987,33.21867
cmr,1988,33.21867
cmr,1989,33.21867
cmr,1990,29.86012
cmr,1991,27.55347
cmr,1992,27.55347
cmr,1993,19.39615
cmr,1994,19.39615
cmr,1995,19.39615
cmr,1996,19.39615
cmr,1997,18.8128
cmr,1998,18.8128
cmr,1999,18.8128
cmr,2000,18.8128
cmr,2001,18.8128
cmr,2002,18.8128
cmr,2003,18.8128
cmr,2004,18.8128
cmr,2005,18.8128
cmr,2006,18.8128
cmr,2007,19.39615
cmr,2008,19.39615
cmr,2009,19.39615
cmr,2010,18.8128
cmr,2011,19.15946
cmr,2012,18.8128
cmr,2013,15.99963
cmr,2014,15.99963
cmr,2015,15.99963
cmr,2016,15.12179
cmr,2017,15.28552
cmr,2018,15.18847
cmr,2019,17.61541
cod,1975,19.06542
cod,1976,19.06542
cod,1977,19.06542
cod,1978,19.06542
cod,1979,19.06542
cod,1980,13.504
cod,1981,13.504
cod,1982,13.504
cod,1983,13.504
cod,1984,12.50706
cod,1985,12.50706
cod,1986,12.50706
cod,1987,12.50706
cod,1988,12.50706
cod,1989,12.50706
cod,1990,15.37589
cod,1991,15.37589
