country,time,sgeq_idea
bdi,1996,36.43384
bdi,1997,36.43384
bdi,1998,36.43384
bdi,1999,36.43384
bdi,2000,37.32458
bdi,2001,37.32458
bdi,2002,37.32458
bdi,2003,37.32458
bdi,2004,37.53289
bdi,2005,34.69143
bdi,2006,35.41874
bdi,2007,35.63119
bdi,2008,37.86729
bdi,2009,37.86729
bdi,2010,36.71588
bdi,2011,36.71691
bdi,2012,36.71691
bdi,2013,34.84291
bdi,2014,34.84291
bdi,2015,33.79629
bdi,2016,33.178
bdi,2017,33.44485
bdi,2018,32.53139
bdi,2019,34.5429
bel,1975,72.60696
bel,1976,72.40508
bel,1977,72.40508
bel,1978,72.40508
bel,1979,72.40508
bel,1980,73.77915
bel,1981,73.77915
bel,1982,73.77915
bel,1983,73.77915
bel,1984,73.49021
bel,1985,73.49021
bel,1986,73.49021
bel,1987,73.49021
bel,1988,74.76509
bel,1989,74.84028
bel,1990,81.42885
bel,1991,81.2873
bel,1992,81.2873
bel,1993,81.42885
bel,1994,81.42885
bel,1995,81.73417
bel,1996,81.73417
bel,1997,81.42885
bel,1998,81.2873
bel,1999,81.22904
bel,2000,81.22904
bel,2001,81.2873
bel,2002,81.2873
bel,2003,81.2873
bel,2004,81.2873
bel,2005,81.2873
bel,2006,81.2873
bel,2007,81.2873
bel,2008,81.2873
bel,2009,81.2873
bel,2010,81.2873
bel,2011,81.2873
bel,2012,81.2873
bel,2013,78.30757
bel,2014,78.30757
bel,2015,79.65864
bel,2016,79.65864
bel,2017,80.3199
bel,2018,78.54573
bel,2019,77.55355
ben,1975,42.42543
ben,1976,42.42543
ben,1977,42.42543
ben,1978,42.42543
ben,1979,42.42543
ben,1980,42.42543
ben,1981,42.42543
ben,1982,42.42543
ben,1983,42.42543
ben,1984,42.42543
ben,1985,42.42543
ben,1986,42.42543
ben,1987,42.42543
ben,1988,42.42543
ben,1989,42.42543
ben,1990,53.32465
ben,1991,53.58434
ben,1992,53.58434
ben,1993,53.58434
ben,1994,53.58434
ben,1995,53.58434
ben,1996,53.58434
ben,1997,51.76281
ben,1998,51.76281
ben,1999,51.76281
ben,2000,53.58434
ben,2001,53.58434
ben,2002,53.58434
ben,2003,53.58434
ben,2004,53.58434
ben,2005,53.49182
ben,2006,53.32571
ben,2007,53.76997
ben,2008,53.49182
ben,2009,53.49182
ben,2010,53.49182
ben,2011,53.49182
ben,2012,53.49182
ben,2013,52.49899
ben,2014,52.49899
ben,2015,53.24826
ben,2016,56.31401
ben,2017,55.04413
ben,2018,54.51635
ben,2019,52.75442
bfa,1975,45.90998
bfa,1976,45.90998
bfa,1977,46.40634
bfa,1978,46.41117
bfa,1979,46.41117
bfa,1980,49.28153
bfa,1981,50.3073
bfa,1982,50.3073
bfa,1983,50.41279
bfa,1984,50.98142
bfa,1985,51.05191
bfa,1986,51.05191
bfa,1987,51.05191
bfa,1988,49.83307
bfa,1989,49.83307
bfa,1990,54.96454
bfa,1991,54.51862
bfa,1992,54.17817
bfa,1993,54.1249
bfa,1994,54.1249
bfa,1995,54.1249
bfa,1996,54.1249
bfa,1997,54.1249
bfa,1998,54.1249
bfa,1999,54.1249
bfa,2000,56.93464
bfa,2001,56.93464
bfa,2002,56.93464
bfa,2003,56.93464
bfa,2004,56.93464
bfa,2005,56.93464
bfa,2006,56.93464
bfa,2007,56.93464
bfa,2008,56.93464
bfa,2009,57.66194
bfa,2010,59.4498
bfa,2011,57.05202
bfa,2012,57.05202
bfa,2013,56.21502
bfa,2014,57.34453
bfa,2015,57.43509
bfa,2016,54.77998
bfa,2017,54.77998
bfa,2018,55.90972
bfa,2019,54.45324
bgd,1975,23.64675
bgd,1976,23.51002
bgd,1977,24.25326
bgd,1978,24.25326
bgd,1979,22.96043
bgd,1980,22.96043
bgd,1981,22.96043
bgd,1982,23.51002
bgd,1983,23.51002
bgd,1984,23.67643
bgd,1985,23.67643
bgd,1986,23.89909
bgd,1987,23.58543
bgd,1988,23.31315
bgd,1989,23.31315
bgd,1990,23.31315
bgd,1991,27.27671
bgd,1992,27.27671
bgd,1993,27.74718
bgd,1994,27.74718
bgd,1995,27.74718
bgd,1996,27.74718
bgd,1997,27.15002
bgd,1998,27.15002
bgd,1999,27.15002
bgd,2000,27.41145
bgd,2001,27.15002
bgd,2002,28.2389
bgd,2003,28.2389
bgd,2004,28.2389
bgd,2005,28.2389
bgd,2006,27.95106
bgd,2007,27.34584
bgd,2008,27.68496
bgd,2009,27.77951
bgd,2010,27.77951
bgd,2011,27.77951
bgd,2012,27.3383
bgd,2013,26.01037
bgd,2014,25.29384
bgd,2015,24.40906
bgd,2016,25.16182
bgd,2017,24.46593
bgd,2018,21.12732
bgd,2019,22.33178
bgr,1975,49.91911
bgr,1976,49.91911
bgr,1977,49.91911
bgr,1978,49.91911
bgr,1979,49.91911
bgr,1980,49.91911
bgr,1981,49.91911
bgr,1982,49.91911
bgr,1983,49.91911
bgr,1984,50.14698
bgr,1985,48.60429
bgr,1986,48.60429
bgr,1987,48.60429
bgr,1988,49.01873
bgr,1989,49.04534
bgr,1990,68.43983
bgr,1991,68.19862
bgr,1992,68.27138
bgr,1993,68.27138
bgr,1994,68.27138
bgr,1995,68.27138
bgr,1996,68.27138
bgr,1997,68.27138
bgr,1998,68.27138
bgr,1999,68.27138
bgr,2000,66.24662
bgr,2001,65.52433
bgr,2002,65.52433
bgr,2003,65.52433
bgr,2004,65.52433
bgr,2005,65.52433
bgr,2006,67.51013
bgr,2007,65.52433
bgr,2008,67.41972
bgr,2009,65.34407
bgr,2010,64.59579
bgr,2011,64.59579
bgr,2012,64.26217
bgr,2013,64.65124
bgr,2014,64.72315
bgr,2015,64.83062
bgr,2016,64.83062
bgr,2017,64.79922
bgr,2018,64.30212
bgr,2019,63.84024
bhr,1975,27.96917
bhr,1976,26.61782
bhr,1977,26.61782
bhr,1978,26.61782
bhr,1979,26.61782
bhr,1980,26.61782
bhr,1981,26.61782
bhr,1982,26.61782
bhr,1983,26.61782
bhr,1984,26.39215
bhr,1985,26.39215
bhr,1986,26.39215
bhr,1987,26.39215
bhr,1988,26.39215
bhr,1989,26.39215
bhr,1990,26.39215
bhr,1991,26.39215
bhr,1992,26.55812
bhr,1993,26.55812
bhr,1994,26.55812
bhr,1995,26.55812
bhr,1996,26.28696
bhr,1997,26.28696
bhr,1998,26.28696
bhr,1999,26.28696
bhr,2000,32.22264
bhr,2001,32.22264
bhr,2002,33.30606
bhr,2003,33.30606
bhr,2004,33.30606
bhr,2005,33.30606
bhr,2006,33.68992
bhr,2007,33.41025
bhr,2008,33.41025
bhr,2009,33.41025
bhr,2010,29.73725
bhr,2011,21.41553
bhr,2012,21.04217
bhr,2013,21.04217
bhr,2014,21.04217
bhr,2015,21.04217
bhr,2016,21.04217
bhr,2017,21.04217
bhr,2018,21.04217
bhr,2019,20.91485
bih,1992,32.84079
bih,1993,33.14703
bih,1994,33.30783
bih,1995,33.68107
bih,1996,38.8571
bih,1997,39.12058
bih,1998,39.90944
bih,1999,39.90944
bih,2000,41.38556
bih,2001,43.18416
bih,2002,42.98152
bih,2003,43.99468
bih,2004,43.90425
bih,2005,43.90425
bih,2006,44.1017
bih,2007,44.08273
bih,2008,44.89717
bih,2009,44.89717
bih,2010,44.39241
bih,2011,44.44679
bih,2012,44.44679
bih,2013,44.82781
bih,2014,44.82781
bih,2015,43.92995
bih,2016,43.98228
bih,2017,44.0399
bih,2018,43.83226
bih,2019,42.06704
blr,1991,73.38485
blr,1992,72.8967
blr,1993,72.8967
blr,1994,73.78313
blr,1995,72.83733
blr,1996,72.03905
blr,1997,67.7441
blr,1998,67.98742
blr,1999,67.98742
blr,2000,68.60023
blr,2001,68.60023
blr,2002,71.03278
blr,2003,71.03278
blr,2004,71.03278
blr,2005,71.03278
blr,2006,71.46722
blr,2007,71.46722
blr,2008,71.46722
blr,2009,71.46722
blr,2010,71.03278
blr,2011,71.41059
blr,2012,71.41059
blr,2013,71.79403
blr,2014,71.79403
blr,2015,69.08408
blr,2016,69.27598
blr,2017,72.84903
blr,2018,69.25408
blr,2019,68.48747
bol,1975,19.05392
bol,1976,19.05392
bol,1977,19.05392
bol,1978,19.05392
bol,1979,22.84266
bol,1980,23.24828
bol,1981,23.36335
bol,1982,27.34731
bol,1983,34.51146
bol,1984,34.29431
bol,1985,35.55926
bol,1986,36.1228
bol,1987,36.1228
bol,1988,36.68879
bol,1989,36.68879
bol,1990,36.1228
bol,1991,36.49716
bol,1992,36.49716
bol,1993,36.49716
bol,1994,38.77383
bol,1995,38.33652
bol,1996,38.33652
bol,1997,38.1444
bol,1998,38.48907
bol,1999,38.48907
bol,2000,39.47186
bol,2001,40.44271
bol,2002,41.69856
bol,2003,41.69856
bol,2004,41.44248
bol,2005,41.17096
bol,2006,49.3411
bol,2007,48.33104
bol,2008,48.33104
bol,2009,49.3411
bol,2010,48.49428
bol,2011,49.52134
bol,2012,48.33979
bol,2013,48.88491
bol,2014,48.26384
bol,2015,48.48652
bol,2016,49.569
bol,2017,49.53787
bol,2018,50.48267
bol,2019,46.92675
bra,1975,35.72802
bra,1976,35.94941
bra,1977,35.72802
bra,1978,36.75778
bra,1979,36.01865
bra,1980,36.27716
bra,1981,36.27716
bra,1982,34.26446
bra,1983,36.64011
bra,1984,37.10058
bra,1985,40.67352
bra,1986,45.55312
bra,1987,45.19682
bra,1988,46.72912
bra,1989,52.31362
bra,1990,52.31362
bra,1991,52.31362
bra,1992,52.31362
bra,1993,52.31362
bra,1994,52.31362
bra,1995,53.07295
bra,1996,53.09811
bra,1997,53.09811
bra,1998,52.85475
bra,1999,53.00785
bra,2000,52.77145
bra,2001,52.72073
bra,2002,56.12293
bra,2003,57.13313
bra,2004,57.37128
bra,2005,57.29038
bra,2006,57.29038
bra,2007,58.96499
bra,2008,59.1753
bra,2009,59.1753
bra,2010,57.50332
bra,2011,57.50332
bra,2012,57.50332
bra,2013,59.35311
bra,2014,58.4277
bra,2015,58.85468
bra,2016,53.53903
bra,2017,51.59596
bra,2018,51.70531
bra,2019,51.20442
brb,1975,65.76477
brb,1976,65.76477
brb,1977,65.76477
brb,1978,65.76477
brb,1979,65.76477
brb,1980,65.07557
brb,1981,65.07557
brb,1982,65.07557
brb,1983,65.07557
brb,1984,65.07557
brb,1985,65.07557
brb,1986,65.07557
brb,1987,65.07557
brb,1988,65.07557
brb,1989,65.07557
brb,1990,65.07557
brb,1991,65.07557
brb,1992,65.07557
brb,1993,65.07557
brb,1994,65.319
brb,1995,65.319
brb,1996,65.319
brb,1997,65.319
brb,1998,65.319
brb,1999,65.319
brb,2000,65.319
brb,2001,65.319
brb,2002,65.319
brb,2003,65.319
brb,2004,65.319
brb,2005,65.319
brb,2006,65.319
brb,2007,65.319
brb,2008,65.319
brb,2009,65.319
brb,2010,65.319
brb,2011,65.319
brb,2012,65.319
brb,2013,65.319
brb,2014,65.319
brb,2015,64.01689
brb,2016,64.01689
brb,2017,63.79586
brb,2018,64.07915
brb,2019,64.42394
bwa,1975,49.37851
bwa,1976,49.37851
bwa,1977,49.37851
bwa,1978,49.37851
bwa,1979,49.37851
bwa,1980,49.37851
bwa,1981,48.12709
bwa,1982,48.12709
bwa,1983,49.37851
bwa,1984,49.37851
bwa,1985,49.27002
bwa,1986,49.44067
bwa,1987,49.44067
bwa,1988,49.44067
bwa,1989,49.44067
bwa,1990,49.44067
bwa,1991,49.62286
bwa,1992,49.62286
bwa,1993,49.62286
bwa,1994,49.62286
bwa,1995,51.11546
bwa,1996,51.11546
bwa,1997,51.11546
bwa,1998,51.11546
bwa,1999,53.61181
bwa,2000,53.61181
bwa,2001,53.42537
bwa,2002,53.42537
bwa,2003,53.42537
bwa,2004,53.42537
bwa,2005,53.42537
bwa,2006,53.42537
bwa,2007,53.42537
bwa,2008,53.42537
bwa,2009,53.42537
bwa,2010,54.70774
bwa,2011,54.70774
bwa,2012,54.73204
bwa,2013,52.44127
bwa,2014,52.44127
bwa,2015,52.61186
bwa,2016,52.61186
bwa,2017,54.18282
bwa,2018,52.76603
bwa,2019,58.58868
caf,1975,23.88468
caf,1976,23.88468
caf,1977,23.88468
caf,1978,23.88468
caf,1979,23.88468
caf,1980,26.54158
caf,1981,26.28679
caf,1982,24.5223
caf,1983,24.5223
caf,1984,24.5223
caf,1985,24.5223
caf,1986,24.5223
caf,1987,24.41167
caf,1988,24.48289
caf,1989,24.48289
caf,1990,27.3066
caf,1991,27.20839
caf,1992,27.20839
caf,1993,25.90741
caf,1994,28.77391
caf,1995,28.77391
caf,1996,28.77391
caf,1997,28.77391
caf,1998,28.77391
caf,1999,28.77391
caf,2000,28.08659
caf,2001,28.08659
caf,2002,28.08659
caf,2003,28.81325
caf,2004,28.90166
caf,2005,29.07912
caf,2006,24.9634
caf,2007,24.9634
caf,2008,24.7073
caf,2009,24.9634
caf,2010,23.04782
caf,2011,23.04782
caf,2012,23.04782
caf,2013,23.63085
caf,2014,24.98949
caf,2015,26.55318
caf,2016,26.28489
caf,2017,26.3872
caf,2018,26.54405
caf,2019,22.9073
can,1975,60.20295
can,1976,58.93666
can,1977,60.20295
can,1978,60.20295
can,1979,60.20295
can,1980,61.35706
can,1981,61.75413
can,1982,65.19934
can,1983,65.78567
can,1984,64.5573
can,1985,64.07897
can,1986,65.94069
can,1987,65.94069
can,1988,65.94069
can,1989,65.94069
can,1990,67.29549
can,1991,67.29549
can,1992,67.12609
can,1993,66.87586
can,1994,68.89976
can,1995,68.89976
can,1996,68.89976
can,1997,68.81496
can,1998,68.81496
can,1999,68.81496
can,2000,70.72385
can,2001,70.72385
can,2002,70.72385
can,2003,70.72385
can,2004,70.72385
can,2005,70.99348
can,2006,70.99348
can,2007,70.72385
can,2008,70.72385
can,2009,70.72385
can,2010,68.95937
can,2011,68.95937
can,2012,68.95937
can,2013,70.20203
can,2014,70.20203
can,2015,68.7489
can,2016,69.6889
can,2017,70.96302
can,2018,71.73456
can,2019,74.5647
che,1975,71.70166
che,1976,71.70166
che,1977,71.70166
che,1978,71.70166
che,1979,74.95352
che,1980,74.20581
che,1981,72.9111
che,1982,72.9111
che,1983,72.9111
che,1984,73.23812
che,1985,73.23812
che,1986,73.23812
che,1987,73.23812
che,1988,73.23812
che,1989,74.0804
che,1990,75.21962
che,1991,75.21962
che,1992,75.21962
che,1993,74.99883
che,1994,74.99883
che,1995,74.99883
che,1996,74.99883
che,1997,74.99883
che,1998,74.99883
che,1999,74.99883
che,2000,78.91333
che,2001,78.91333
che,2002,78.91333
che,2003,78.61805
che,2004,78.61805
che,2005,78.61805
che,2006,78.61805
che,2007,78.61805
che,2008,78.61805
che,2009,78.61805
che,2010,78.61805
che,2011,78.61805
che,2012,78.61805
che,2013,79.30569
che,2014,79.30569
che,2015,79.37675
che,2016,79.37675
che,2017,79.37675
che,2018,79.37675
che,2019,78.24395
chl,1975,23.81685
chl,1976,23.81685
chl,1977,23.81685
chl,1978,23.81685
chl,1979,23.81685
chl,1980,24.87553
chl,1981,24.87553
chl,1982,24.87553
chl,1983,24.87553
chl,1984,25.17947
chl,1985,25.17947
chl,1986,25.17947
chl,1987,25.17947
chl,1988,26.28989
chl,1989,29.51458
chl,1990,50.50105
chl,1991,51.5794
chl,1992,50.37005
chl,1993,50.37005
chl,1994,51.75722
chl,1995,51.84879
chl,1996,51.84879
chl,1997,51.84879
chl,1998,51.84879
chl,1999,51.75722
chl,2000,54.51984
chl,2001,54.51984
chl,2002,54.75539
chl,2003,54.75539
chl,2004,54.75539
chl,2005,54.75539
chl,2006,54.90863
chl,2007,54.90863
chl,2008,54.90863
chl,2009,54.90863
chl,2010,55.77401
chl,2011,55.54806
chl,2012,55.54806
chl,2013,56.92923
chl,2014,56.92923
chl,2015,58.45955
chl,2016,58.21813
chl,2017,56.62055
chl,2018,55.889
chl,2019,52.22971
chn,1975,29.4191
chn,1976,29.4191
chn,1977,31.82964
chn,1978,35.3971
chn,1979,32.90837
chn,1980,42.64594
chn,1981,44.00501
chn,1982,45.17308
chn,1983,44.90792
chn,1984,45.59011
chn,1985,45.59011
chn,1986,44.95744
chn,1987,44.95744
chn,1988,44.76653
chn,1989,44.27643
chn,1990,45.00952
chn,1991,44.72374
chn,1992,44.80864
chn,1993,44.31795
chn,1994,44.31795
chn,1995,44.02274
chn,1996,44.02274
chn,1997,42.68359
chn,1998,41.86077
chn,1999,43.0065
chn,2000,41.75043
chn,2001,41.73095
chn,2002,41.51864
chn,2003,41.51864
chn,2004,41.95817
chn,2005,41.88005
chn,2006,41.88005
chn,2007,41.88005
chn,2008,41.88005
chn,2009,41.88005
chn,2010,41.57285
chn,2011,41.27079
chn,2012,41.27079
chn,2013,40.40519
chn,2014,40.94057
chn,2015,40.44203
chn,2016,39.34126
chn,2017,41.01554
chn,2018,41.57743
chn,2019,40.11917
civ,1975,36.32403
civ,1976,36.32403
civ,1977,36.32403
civ,1978,36.32403
civ,1979,36.32403
civ,1980,36.78566
civ,1981,36.78566
civ,1982,36.78566
civ,1983,36.78566
civ,1984,36.77759
civ,1985,36.77759
civ,1986,36.18402
civ,1987,36.18402
civ,1988,36.18402
civ,1989,36.18402
civ,1990,40.79231
civ,1991,40.79231
civ,1992,41.06603
civ,1993,40.61401
civ,1994,39.7332
civ,1995,40.6494
civ,1996,40.38097
civ,1997,40.38097
civ,1998,40.38097
civ,1999,40.9052
civ,2000,43.83798
civ,2001,44.58702
civ,2002,45.28327
civ,2003,45.50016
civ,2004,45.50016
civ,2005,45.50016
civ,2006,44.34785
civ,2007,46.60948
civ,2008,46.60948
civ,2009,46.60948
civ,2010,46.60948
civ,2011,44.9589
civ,2012,44.65101
civ,2013,44.04793
civ,2014,45.46159
civ,2015,45.46159
civ,2016,45.46159
civ,2017,46.32365
civ,2018,45.17187
civ,2019,42.2829
cmr,1975,32.23567
cmr,1976,32.23567
cmr,1977,30.89586
cmr,1978,32.23567
cmr,1979,31.5725
cmr,1980,34.71802
cmr,1981,33.27945
cmr,1982,35.02721
cmr,1983,32.08515
cmr,1984,31.75801
cmr,1985,31.75801
cmr,1986,32.32112
cmr,1987,31.75801
cmr,1988,31.75801
cmr,1989,31.75801
cmr,1990,32.31935
cmr,1991,32.28125
cmr,1992,33.87948
cmr,1993,31.84845
cmr,1994,30.79644
cmr,1995,33.19305
cmr,1996,32.1675
cmr,1997,32.66752
cmr,1998,31.17224
cmr,1999,31.17224
cmr,2000,33.09846
cmr,2001,32.91641
cmr,2002,33.91368
cmr,2003,33.91368
cmr,2004,32.91641
cmr,2005,33.09041
cmr,2006,33.76518
cmr,2007,34.03849
cmr,2008,33.76518
cmr,2009,33.76518
cmr,2010,34.09306
cmr,2011,35.23382
cmr,2012,34.33513
cmr,2013,34.20529
cmr,2014,34.20529
cmr,2015,34.20529
cmr,2016,35.2226
cmr,2017,35.16172
cmr,2018,32.72459
cmr,2019,38.25916
cod,1975,23.03057
cod,1976,23.03057
cod,1977,23.03057
cod,1978,23.88771
cod,1979,23.88771
cod,1980,22.63814
cod,1981,22.63814
cod,1982,22.63814
cod,1983,22.63814
cod,1984,22.3162
cod,1985,22.3162
cod,1986,22.3162
cod,1987,22.3162
cod,1988,23.54401
cod,1989,23.54401
cod,1990,24.59991
cod,1991,24.5119
