country,time,c_impadmin_idea
cmr,2011,0.54295
cmr,2012,-0.42926
cmr,2013,-2.40288
cmr,2014,-0.04563
cmr,2015,0.01556
cmr,2016,-1.52544
cmr,2017,-0.09106
cmr,2018,0.17199
cmr,2019,3.47932
cod,1976,0.01925
cod,1977,-1.94936
cod,1978,-2.30824
cod,1979,0.07257
cod,1980,-3.23051
cod,1981,0.02691
cod,1982,0.08656
cod,1983,0.00991
cod,1984,-1.18326
cod,1985,-0.0571
cod,1986,1.45306
cod,1987,0.16656
cod,1988,-2.57978
cod,1989,0.13605
cod,1990,3.26165
cod,1991,-0.11951
cod,1992,-0.00703
cod,1993,0.181
cod,1994,0.0753
cod,1995,0.12768
cod,1996,-0.16424
cod,1997,-2.78146
cod,1998,2.66685
cod,1999,2.40211
cod,2000,3.47699
cod,2001,0.02311
cod,2002,0.28042
cod,2003,-0.08475
cod,2004,-1.14311
cod,2005,-0.21998
cod,2006,1.14816
cod,2007,0.43376
cod,2008,-0.06049
cod,2009,0.12195
cod,2010,0.31895
cod,2011,-0.11831
cod,2012,0.06208
cod,2013,-2.58375
cod,2014,-0.1632
cod,2015,-1.39535
cod,2016,0.35768
cod,2017,-2.22182
cod,2018,1.82208
cod,2019,12.84516
cog,1976,0.13072
cog,1977,-0.63542
cog,1978,0.50462
cog,1979,-2.05383
cog,1980,-1.0475
cog,1981,0.38077
cog,1982,0.75639
cog,1983,0.07535
cog,1984,0.23134
cog,1985,0.64903
cog,1986,0.16928
cog,1987,-0.51045
cog,1988,0.2148
cog,1989,0.10622
cog,1990,1.13141
cog,1991,16.26276
cog,1992,1.31663
cog,1993,0.77844
cog,1994,0.03787
cog,1995,-0.07912
cog,1996,-0.08987
cog,1997,-15.59695
cog,1998,1.41268
cog,1999,-0.00301
cog,2000,-0.19539
cog,2001,0.44347
cog,2002,-0.28499
cog,2003,-0.5108
cog,2004,-0.16412
cog,2005,0.24041
cog,2006,-0.10947
cog,2007,0.10827
cog,2008,-0.06746
cog,2009,0.04059
cog,2010,-0.3463
cog,2011,-0.2513
cog,2012,-0.10411
cog,2013,1.16861
cog,2014,0.17089
cog,2015,-0.22817
cog,2016,0.23159
cog,2017,0.38451
cog,2018,1.45553
cog,2019,-0.31952
col,1976,0.12615
col,1977,-0.34973
col,1978,-0.4977
col,1979,-0.1344
col,1980,-0.03619
col,1981,0.0602
col,1982,1.00737
col,1983,0.35722
col,1984,0.69866
col,1985,-0.20532
col,1986,-0.19932
col,1987,-0.16506
col,1988,-0.87139
col,1989,0.07154
col,1990,-0.43004
col,1991,2.08187
col,1992,1.84078
col,1993,0.10969
col,1994,-0.3122
col,1995,0.26724
col,1996,-0.52494
col,1997,-0.76416
col,1998,-0.13065
col,1999,0.37407
col,2000,0.32917
col,2001,0.01017
col,2002,0.41272
col,2003,0.34628
col,2004,-0.32673
col,2005,0.25597
col,2006,-0.40221
col,2007,-0.00174
col,2008,-0.18385
col,2009,0.36935
col,2010,1.51526
col,2011,0.6106
col,2012,-0.33602
col,2013,-0.32823
col,2014,0.0797
col,2015,-0.05886
col,2016,0.60019
col,2017,-0.59021
col,2018,-0.47025
col,2019,-0.75112
cpv,1976,7.65673
cpv,1977,0.03934
cpv,1978,-0.04549
cpv,1979,0.01946
cpv,1980,0.02789
cpv,1981,-0.16917
cpv,1982,0.17285
cpv,1983,0.06179
cpv,1984,-0.04517
cpv,1985,0.12411
cpv,1986,-0.03042
cpv,1987,-0.05514
cpv,1988,-0.14398
cpv,1989,0.33676
cpv,1990,0.37108
cpv,1991,2.64576
cpv,1992,0.23962
cpv,1993,1.9998
cpv,1994,0.1052
cpv,1995,-0.25407
cpv,1996,0.26786
cpv,1997,0.17037
cpv,1998,-0.20938
cpv,1999,0.21144
cpv,2000,-0.31621
cpv,2001,0.17286
cpv,2002,-0.14559
cpv,2003,0.18692
cpv,2004,-0.15268
cpv,2005,0.15073
cpv,2006,-0.0594
cpv,2007,-0.10863
cpv,2008,0.0277
cpv,2009,0.58792
cpv,2010,-0.47065
cpv,2011,0.18724
cpv,2012,0.20678
cpv,2013,-0.27771
cpv,2014,-0.06235
cpv,2015,-1.23517
cpv,2016,0.15338
cpv,2017,-0.01117
cpv,2018,-2.51611
cpv,2019,0.65457
cri,1976,-0.0724
cri,1977,0.32805
cri,1978,-0.07875
cri,1979,0.13776
cri,1980,2.92019
cri,1981,-0.25049
cri,1982,-0.17565
cri,1983,0.22888
cri,1984,-0.45578
cri,1985,-0.07842
cri,1986,0.22615
cri,1987,-0.13099
cri,1988,-0.20004
cri,1989,0.5522
cri,1990,0.84343
cri,1991,4.3993
cri,1992,-0.26499
cri,1993,0.28187
cri,1994,-0.22337
cri,1995,0.40559
cri,1996,-0.12529
cri,1997,0.12259
cri,1998,-0.44919
cri,1999,-0.80463
cri,2000,0.09509
cri,2001,-0.39352
cri,2002,-0.39394
cri,2003,0.13939
cri,2004,0.02408
cri,2005,-4.43404
cri,2006,-1.44932
cri,2007,0.08017
cri,2008,-0.00193
cri,2009,0.19613
cri,2010,-0.30963
cri,2011,0.05941
cri,2012,0.95924
cri,2013,-1.94147
cri,2014,2.63327
cri,2015,0.18446
cri,2016,-2.35427
cri,2017,-0.7073
cri,2018,0.14428
cri,2019,-1.19035
cub,1976,0.99515
cub,1977,0.02852
cub,1978,-0.06149
cub,1979,1.28699
cub,1980,0.04135
cub,1981,-0.24369
cub,1982,0.2627
cub,1983,-0.00327
cub,1984,0.2063
cub,1985,0.51225
cub,1986,0.00915
cub,1987,0.23763
cub,1988,-0.24642
cub,1989,0.43871
cub,1990,-0.54902
cub,1991,0.31497
cub,1992,-6.01826
cub,1993,-0.31665
cub,1994,-0.08752
cub,1995,0.30364
cub,1996,-1.02095
cub,1997,-0.21735
cub,1998,0.43028
cub,1999,-0.02842
cub,2000,-0.0025
cub,2001,-0.0689
cub,2002,0.42909
cub,2003,-0.18992
cub,2004,-0.35056
cub,2005,0.26152
cub,2006,0.10469
cub,2007,-0.00234
cub,2008,0.0743
cub,2009,-0.20565
cub,2010,0.20457
cub,2011,0.24766
cub,2012,-0.52438
cub,2013,-0.81409
cub,2014,-0.26365
cub,2015,-0.50284
cub,2016,4.14122
cub,2017,-2.91499
cub,2018,1.62136
cub,2019,4.83996
cyp,1976,1.52363
cyp,1977,-0.10562
cyp,1978,0.37817
cyp,1979,-0.06953
cyp,1980,-0.08422
cyp,1981,0.37993
cyp,1982,-0.13494
cyp,1983,-0.14378
cyp,1984,0.20178
cyp,1985,0.21573
cyp,1986,0.93311
cyp,1987,0.09405
cyp,1988,-0.15378
cyp,1989,-0.02878
cyp,1990,0.362
cyp,1991,-0.56391
cyp,1992,0.6452
cyp,1993,0.36956
cyp,1994,-0.1905
cyp,1995,0.14688
cyp,1996,0.1051
cyp,1997,-0.07974
cyp,1998,0.10208
cyp,1999,0.00476
cyp,2000,2.98389
cyp,2001,0.33172
cyp,2002,0.03769
cyp,2003,0.14249
cyp,2004,2.62348
cyp,2005,-0.10706
cyp,2006,0.15723
cyp,2007,0.07536
cyp,2008,0.24444
cyp,2009,0.57938
cyp,2010,0.31773
cyp,2011,-0.18653
cyp,2012,-0.00343
cyp,2013,-2.98818
cyp,2014,0.04189
cyp,2015,-0.40521
cyp,2016,0.12933
cyp,2017,1.38822
cyp,2018,-0.72599
cyp,2019,-1.93043
cze,1976,0.20055
cze,1977,-0.21537
cze,1978,0.2009
cze,1979,-0.26853
cze,1980,2.17025
cze,1981,-0.23436
cze,1982,0.05297
cze,1983,0.0551
cze,1984,0.78635
cze,1985,0.25356
cze,1986,-0.19553
cze,1987,0.00738
cze,1988,0.22323
cze,1989,0.73262
cze,1990,19.08235
cze,1991,0.54357
cze,1992,0.12339
cze,1993,-0.15998
cze,1994,-0.00961
cze,1995,0.00982
cze,1996,0.01384
cze,1997,0.09731
cze,1998,-0.18381
cze,1999,0.15338
cze,2000,0.26259
cze,2001,-0.01523
cze,2002,-0.4373
cze,2003,0.20958
cze,2004,0.04688
cze,2005,1.12685
cze,2006,-0.11871
cze,2007,-0.116
cze,2008,0.10774
cze,2009,0.19909
cze,2010,0.54124
cze,2011,-0.17485
cze,2012,0.64377
cze,2013,0.88129
cze,2014,0.62222
cze,2015,0.55122
cze,2016,-0.55541
cze,2017,-2.39949
cze,2018,0.14761
cze,2019,-3.01997
deu,1976,-0.34184
deu,1977,0.23866
deu,1978,-0.21228
deu,1979,0.14354
deu,1980,-0.02183
deu,1981,-0.12752
deu,1982,-0.01098
deu,1983,0.21565
deu,1984,0.20662
deu,1985,-1.2701
deu,1986,0.91936
deu,1987,0.61363
deu,1988,-1.19484
deu,1989,1.01308
deu,1990,4.2948
deu,1991,-0.24166
deu,1992,0.05861
deu,1993,0.96339
deu,1994,-0.39748
deu,1995,0.35712
deu,1996,-0.95191
deu,1997,0.10818
deu,1998,-0.14856
deu,1999,-0.14582
deu,2000,-0.28516
deu,2001,-0.16174
deu,2002,0.06482
deu,2003,0.05217
deu,2004,0.1713
deu,2005,0.0205
deu,2006,0.6317
deu,2007,-0.29038
deu,2008,0.10594
deu,2009,-0.86978
deu,2010,0.29049
deu,2011,-0.28755
deu,2012,-0.13672
deu,2013,-3.41515
deu,2014,0.18816
deu,2015,-0.92992
deu,2016,1.98362
deu,2017,-3.19261
deu,2018,-4.42586
deu,2019,-0.73722
dnk,1976,-0.12903
dnk,1977,0.10185
dnk,1978,-0.13003
dnk,1979,0.09816
dnk,1980,0.08003
dnk,1981,-0.02551
dnk,1982,0.13491
dnk,1983,-0.39317
dnk,1984,2.10537
dnk,1985,-0.23016
dnk,1986,-0.17602
dnk,1987,0.33495
dnk,1988,0.20787
dnk,1989,-0.27098
dnk,1990,0.07384
dnk,1991,-0.14812
dnk,1992,0.11907
dnk,1993,-0.03761
dnk,1994,0.15882
dnk,1995,0.05482
dnk,1996,-0.0999
dnk,1997,-0.21881
dnk,1998,0.18334
dnk,1999,0.01306
dnk,2000,0.04781
dnk,2001,-2.02185
dnk,2002,0.15381
dnk,2003,0.19877
dnk,2004,-0.01603
dnk,2005,-0.12748
dnk,2006,0.02256
dnk,2007,0.13402
dnk,2008,-0.34168
dnk,2009,0.01303
dnk,2010,0.0094
dnk,2011,-0.04536
dnk,2012,0.04322
dnk,2013,0.37532
dnk,2014,-0.37887
dnk,2015,-7.91351
dnk,2016,0.01328
dnk,2017,0.10241
dnk,2018,-0.31703
dnk,2019,0.064
dom,1976,-0.03589
dom,1977,0.53469
dom,1978,0.56324
dom,1979,10.58024
dom,1980,-0.11338
dom,1981,-0.06775
dom,1982,0.07823
dom,1983,-0.20942
dom,1984,0.84651
dom,1985,-0.01859
dom,1986,-0.31147
dom,1987,-1.41744
dom,1988,-0.79447
dom,1989,-0.02188
dom,1990,-0.33932
dom,1991,-0.04498
dom,1992,0.20754
dom,1993,-1.51843
dom,1994,0.15243
dom,1995,0.06092
dom,1996,2.86484
dom,1997,0.17308
dom,1998,0.01954
dom,1999,0.1596
dom,2000,0.60352
dom,2001,-0.22255
dom,2002,-0.3803
dom,2003,-0.91128
dom,2004,0.08232
dom,2005,-0.03553
dom,2006,-0.05632
dom,2007,0.07762
dom,2008,-0.03771
dom,2009,0.01201
dom,2010,0.68128
dom,2011,-0.28158
dom,2012,-0.37024
dom,2013,-0.50129
dom,2014,-0.16742
dom,2015,3.5648
dom,2016,0.03477
dom,2017,-3.30434
dom,2018,-6.73383
dom,2019,-0.98586
dza,1976,-0.23868
dza,1977,0.13484
dza,1978,-2.29875
dza,1979,-0.65744
dza,1980,-1.02367
dza,1981,-0.15335
dza,1982,0.00634
dza,1983,0.15487
dza,1984,-0.03812
dza,1985,0.07257
dza,1986,0.15679
dza,1987,0.1549
dza,1988,1.24249
dza,1989,3.58297
dza,1990,-0.85224
dza,1991,-2.45923
dza,1992,-1.86114
dza,1993,-0.25724
dza,1994,-0.1177
dza,1995,0.12812
dza,1996,-0.09179
dza,1997,-0.64279
dza,1998,0.87668
dza,1999,1.84367
dza,2000,-5.09862
dza,2001,-0.4301
dza,2002,0.02975
dza,2003,-0.0894
dza,2004,0.10346
dza,2005,-0.09969
dza,2006,0.08139
dza,2007,-0.04016
dza,2008,-0.12807
dza,2009,0.20265
dza,2010,0.06607
dza,2011,0.08378
dza,2012,0.55526
dza,2013,1.33243
dza,2014,-0.01694
dza,2015,-0.05416
dza,2016,1.84273
dza,2017,-3.05635
dza,2018,-0.96012
dza,2019,2.43485
ecu,1976,0.50344
ecu,1977,1.88764
ecu,1978,1.34204
ecu,1979,10.31986
ecu,1980,1.87705
ecu,1981,0.312
ecu,1982,0.48877
ecu,1983,-0.12079
ecu,1984,-0.85429
ecu,1985,-2.85023
ecu,1986,0.05418
ecu,1987,0.17838
ecu,1988,0.01367
ecu,1989,2.76862
ecu,1990,-0.32957
ecu,1991,0.14817
ecu,1992,-0.07553
ecu,1993,0.15226
ecu,1994,0.25852
ecu,1995,-1.34466
ecu,1996,-0.94826
ecu,1997,-1.54686
ecu,1998,1.89306
ecu,1999,-0.78183
ecu,2000,0.36141
ecu,2001,-0.04752
ecu,2002,-0.51829
ecu,2003,0.08605
ecu,2004,-0.30214
ecu,2005,-0.80211
ecu,2006,0.27687
ecu,2007,3.54916
ecu,2008,0.53856
ecu,2009,-0.078
ecu,2010,-1.21001
ecu,2011,0.26117
ecu,2012,-0.64534
ecu,2013,-0.14132
ecu,2014,-0.01185
ecu,2015,0.12986
ecu,2016,0.16147
ecu,2017,4.05914
ecu,2018,-1.70619
ecu,2019,0.98165
egy,1976,-0.01836
egy,1977,-0.34079
egy,1978,-0.40184
egy,1979,0.0731
egy,1980,-3.33763
egy,1981,-0.356
egy,1982,-0.4166
egy,1983,0.25418
egy,1984,-0.65475
egy,1985,1.00127
egy,1986,3.00591
egy,1987,-2.53445
egy,1988,0.16283
egy,1989,-0.29429
egy,1990,-4.82016
egy,1991,0.06028
egy,1992,0.76435
egy,1993,-0.30459
egy,1994,-2.31715
egy,1995,-2.4953
egy,1996,-0.22317
egy,1997,-0.2192
egy,1998,0.06559
egy,1999,0.11241
egy,2000,-0.36966
egy,2001,-0.83109
egy,2002,0.24361
egy,2003,-0.19828
egy,2004,-0.01478
egy,2005,-0.06701
egy,2006,0.00071
egy,2007,0.83953
egy,2008,0.02464
egy,2009,-0.24122
egy,2010,-0.00496
egy,2011,2.34487
egy,2012,-0.61095
egy,2013,6.93274
egy,2014,0.56487
egy,2015,-2.55001
egy,2016,-0.39814
egy,2017,-4.56962
egy,2018,0.81899
egy,2019,-0.15083
eri,1994,-0.14127
eri,1995,-0.16899
eri,1996,0.19841
eri,1997,0.05196
eri,1998,-1.37893
eri,1999,0.24621
eri,2000,-3.12697
eri,2001,-9.54524
eri,2002,-3.61444
eri,2003,-0.00598
eri,2004,-0.02107
eri,2005,-0.08013
eri,2006,0.16439
eri,2007,0.06039
eri,2008,-0.02671
eri,2009,-0.23155
eri,2010,0.14808
eri,2011,0.11291
eri,2012,0.09841
eri,2013,-1.17361
eri,2014,0.1483
eri,2015,-0.34782
eri,2016,-0.9868
eri,2017,0.82505
eri,2018,4.47087
eri,2019,2.01345
esp,1976,1.30382
esp,1977,12.38386
esp,1978,6.81288
esp,1979,8.60517
esp,1980,1.89719
esp,1981,-0.49876
esp,1982,0.22593
esp,1983,-0.04366
esp,1984,-0.40222
esp,1985,-0.23872
esp,1986,0.17371
esp,1987,0.20284
esp,1988,-0.49501
esp,1989,0.14328
esp,1990,-0.01814
esp,1991,0.10805
esp,1992,0.40199
esp,1993,0.11357
esp,1994,-0.63826
esp,1995,-0.19639
esp,1996,0.29736
esp,1997,0.64066
esp,1998,0.02644
esp,1999,-0.72257
esp,2000,-0.02067
esp,2001,0.7676
esp,2002,-0.0821
esp,2003,-0.04655
esp,2004,-0.91595
esp,2005,0.52235
esp,2006,0.01286
esp,2007,-0.17785
esp,2008,0.16159
esp,2009,-0.14197
esp,2010,0.03899
esp,2011,-0.97795
esp,2012,-1.54258
esp,2013,-1.64047
esp,2014,-0.27917
esp,2015,1.29394
esp,2016,0.12331
esp,2017,-0.17415
esp,2018,4.4566
esp,2019,0.08098
est,1992,0.73212
est,1993,0.09889
est,1994,1.77131
est,1995,0.6614
est,1996,0.59351
est,1997,0.91454
est,1998,-1.55335
est,1999,4.74173
est,2000,2.62313
est,2001,-0.22952
est,2002,0.54782
est,2003,0.05526
est,2004,1.73936
est,2005,1.73867
est,2006,0.49551
est,2007,1.05673
est,2008,2.19938
est,2009,1.06229
est,2010,2.09487
est,2011,0.04797
est,2012,0.23056
est,2013,1.29798
est,2014,0.02061
est,2015,0.25037
est,2016,1.69123
est,2017,-0.06416
est,2018,-0.8579
est,2019,-3.36391
eth,1976,-0.05186
eth,1977,0.03496
eth,1978,0.1479
eth,1979,-0.13416
eth,1980,1.74654
eth,1981,0.70516
eth,1982,-0.07539
eth,1983,-0.1548
eth,1984,0.25956
eth,1985,-0.90371
eth,1986,0.04933
eth,1987,0.98439
eth,1988,-0.19131
eth,1989,-0.06584
eth,1990,3.39953
eth,1991,4.9964
eth,1992,-0.74246
eth,1993,0.32516
eth,1994,-0.05168
eth,1995,-1.38305
eth,1996,0.34888
eth,1997,-0.05824
eth,1998,0.05446
eth,1999,-0.171
eth,2000,-0.19746
eth,2001,0.19877
eth,2002,-0.09341
eth,2003,0.08916
eth,2004,0.23776
eth,2005,0.08841
eth,2006,-0.08902
eth,2007,1.14261
eth,2008,-0.00873
eth,2009,-0.27918
eth,2010,0.57548
eth,2011,-0.24982
eth,2012,-0.0791
eth,2013,-1.08897
eth,2014,0.25402
eth,2015,-0.72777
eth,2016,0.91752
eth,2017,1.6713
eth,2018,4.18528
eth,2019,3.62719
fin,1976,0.00965
fin,1977,-0.15645
fin,1978,0.37778
fin,1979,-0.10663
fin,1980,-0.12294
fin,1981,-0.02025
fin,1982,0.1433
fin,1983,1.38563
fin,1984,1.09188
fin,1985,-0.17765
fin,1986,-0.07288
fin,1987,0.12857
fin,1988,0.05807
fin,1989,-0.33138
fin,1990,0.298
fin,1991,-0.08662
fin,1992,0.03962
fin,1993,0.2555
fin,1994,-0.34766
fin,1995,0.28039
fin,1996,-1.2947
fin,1997,0.04605
fin,1998,0.7302
fin,1999,0.31256
fin,2000,-0.08176
fin,2001,0.1357
fin,2002,-0.09806
fin,2003,0.17263
fin,2004,0.03161
fin,2005,-0.29941
fin,2006,0.06259
fin,2007,0.29928
fin,2008,-0.3968
fin,2009,0.27976
fin,2010,0.66769
fin,2011,0.20268
fin,2012,-0.27764
fin,2013,-2.95886
fin,2014,0.89494
fin,2015,-1.04535
fin,2016,-0.00557
fin,2017,-1.39224
fin,2018,2.57634
fin,2019,-3.8085
fra,1976,0.36349
fra,1977,0.02858
fra,1978,0.189
fra,1979,-0.01818
fra,1980,-0.12004
fra,1981,0.04
fra,1982,-0.13504
fra,1983,-0.03772
fra,1984,1.01872
fra,1985,-0.066
fra,1986,0.10323
fra,1987,0.1861
fra,1988,-0.24346
fra,1989,0.0628
fra,1990,-0.03169
fra,1991,0.069
fra,1992,-0.01413
fra,1993,0.15386
fra,1994,-0.04827
fra,1995,-0.39821
fra,1996,-1.06446
fra,1997,0.0238
fra,1998,1.06094
fra,1999,-0.3206
fra,2000,1.13172
fra,2001,-1.06262
fra,2002,-0.0456
fra,2003,-0.09167
fra,2004,-0.08981
fra,2005,0.02235
fra,2006,-0.03596
fra,2007,0.53779
fra,2008,0.47013
fra,2009,-0.23632
fra,2010,-0.25002
fra,2011,-0.10555
fra,2012,0.27144
fra,2013,-2.38128
fra,2014,-0.1953
fra,2015,0.24893
fra,2016,0.13813
fra,2017,-1.65467
fra,2018,-0.4493
fra,2019,-0.31512
gab,1976,-0.10756
gab,1977,-0.00048
gab,1978,0.00581
gab,1979,0.26997
gab,1980,-0.11422
gab,1981,0.1781
gab,1982,-0.25792
gab,1983,-0.05505
gab,1984,-0.15774
gab,1985,1.02722
gab,1986,-0.05797
gab,1987,0.23685
gab,1988,-0.29644
gab,1989,0.12334
gab,1990,3.06283
gab,1991,-0.0589
gab,1992,0.16698
gab,1993,-0.19515
gab,1994,0.10255
gab,1995,-0.16834
gab,1996,0.33906
gab,1997,-1.12064
gab,1998,0.03245
gab,1999,0.11287
gab,2000,-0.16843
gab,2001,-0.01249
gab,2002,0.06062
gab,2003,-0.03174
gab,2004,-0.80423
gab,2005,-0.01637
gab,2006,0.05119
gab,2007,-0.01347
gab,2008,0.04539
gab,2009,0.4254
gab,2010,3.21651
gab,2011,-0.04877
gab,2012,-2.06346
gab,2013,9.78087
gab,2014,0.11206
gab,2015,-0.12716
gab,2016,0.05327
gab,2017,-2.40015
gab,2018,0.83494
gab,2019,-6.49538
gbr,1976,0.16081
gbr,1977,-0.08359
gbr,1978,0.11894
gbr,1979,-0.09092
gbr,1980,-1.03847
gbr,1981,0.02459
gbr,1982,-0.14231
gbr,1983,0.13857
gbr,1984,0.88156
gbr,1985,0.02476
gbr,1986,0.02738
gbr,1987,-0.08943
gbr,1988,-0.33852
gbr,1989,0.01751
gbr,1990,0.11403
gbr,1991,-0.13376
gbr,1992,0.19556
gbr,1993,-0.10982
gbr,1994,3.23792
gbr,1995,-0.31676
gbr,1996,-0.12928
gbr,1997,-0.02744
gbr,1998,-1.41882
gbr,1999,-0.154
gbr,2000,0.00162
gbr,2001,-0.34129
gbr,2002,0.11452
gbr,2003,0.04586
gbr,2004,0.0336
gbr,2005,-0.30582
gbr,2006,0.10941
gbr,2007,-0.01501
gbr,2008,0.19294
gbr,2009,-0.22316
gbr,2010,-0.00409
gbr,2011,0.27381
gbr,2012,-0.33343
gbr,2013,-5.11556
gbr,2014,-0.18733
gbr,2015,0.2933
gbr,2016,-0.10257
gbr,2017,7.39543
gbr,2018,1.07665
gbr,2019,-8.47889
geo,1992,-3.54612
geo,1993,-2.32482
geo,1994,0.17407
geo,1995,0.28725
geo,1996,-0.07886
geo,1997,0.30697
geo,1998,0.13715
geo,1999,1.77095
geo,2000,1.39997
geo,2001,-0.02178
geo,2002,-0.11295
geo,2003,0.09529
geo,2004,29.81172
geo,2005,2.59918
geo,2006,0.73887
geo,2007,0.72887
geo,2008,1.97484
geo,2009,0.51818
geo,2010,0.14892
geo,2011,-0.0041
geo,2012,0.7495
geo,2013,-3.12557
geo,2014,0.2268
geo,2015,-1.88713
geo,2016,2.01994
geo,2017,-0.1048
geo,2018,-1.13786
geo,2019,0.25812
gha,1976,-0.33101
gha,1977,-0.05857
gha,1978,0.10494
gha,1979,5.57383
gha,1980,2.18752
gha,1981,-0.05684
gha,1982,-3.59687
gha,1983,-0.00384
gha,1984,-1.29524
gha,1985,0.65085
gha,1986,0.3362
gha,1987,-0.42677
gha,1988,0.26887
gha,1989,1.03379
gha,1990,-1.09273
gha,1991,0.52881
gha,1992,-0.8368
gha,1993,4.37385
gha,1994,-0.08533
gha,1995,0.21374
gha,1996,-0.16926
gha,1997,-2.67007
gha,1998,-0.51588
gha,1999,0.28692
gha,2000,5.04782
gha,2001,-0.11581
gha,2002,0.05052
gha,2003,-0.07252
gha,2004,0.25422
gha,2005,-0.33683
gha,2006,0.0504
gha,2007,0.08955
gha,2008,-0.19507
gha,2009,-0.00888
gha,2010,0.62311
gha,2011,-0.1625
gha,2012,0.03617
gha,2013,-0.27472
gha,2014,-0.09821
gha,2015,-0.67029
gha,2016,0.12641
gha,2017,-0.5838
gha,2018,0.62537
gha,2019,2.94362
gin,1976,-0.01266
gin,1977,-0.0026
gin,1978,-0.09928
gin,1979,0.10291
gin,1980,0.07222
gin,1981,-0.18778
gin,1982,0.35944
gin,1983,-0.30937
gin,1984,-0.52873
gin,1985,-9.1678
gin,1986,-2.65756
gin,1987,-0.79839
gin,1988,0.6139
gin,1989,0.11944
gin,1990,1.31257
gin,1991,2.89666
gin,1992,0.32809
gin,1993,0.04455
gin,1994,-6.78541
gin,1995,-2.82284
gin,1996,-0.66816
gin,1997,-0.0112
gin,1998,0.6559
gin,1999,0.14722
gin,2000,0.07367
gin,2001,0.3063
gin,2002,-0.11522
gin,2003,-0.00946
gin,2004,-0.25591
gin,2005,0.048
gin,2006,-0.163
gin,2007,0.07652
gin,2008,-2.72708
gin,2009,5.98994
gin,2010,5.20522
gin,2011,6.41661
gin,2012,0.2807
gin,2013,1.35302
gin,2014,-0.21542
gin,2015,0.34137
gin,2016,-0.11826
gin,2017,-1.10543
gin,2018,-1.80725
gin,2019,-5.54287
gmb,1976,-1.68915
gmb,1977,-0.72691
gmb,1978,0.19626
gmb,1979,-0.15537
gmb,1980,-0.50929
gmb,1981,-1.77789
gmb,1982,-0.17671
gmb,1983,-0.2947
gmb,1984,-0.03947
gmb,1985,1.25216
gmb,1986,-0.82565
gmb,1987,0.01239
gmb,1988,0.16782
gmb,1989,-0.21889
gmb,1990,0.14847
gmb,1991,-0.41849
gmb,1992,0.90496
gmb,1993,-0.05914
gmb,1994,-5.7427
gmb,1995,-7.62119
gmb,1996,0.55289
gmb,1997,0.50131
gmb,1998,0.01574
gmb,1999,0.07556
gmb,2000,-0.94816
gmb,2001,-0.0831
gmb,2002,0.24295
gmb,2003,-0.04521
gmb,2004,-0.37308
gmb,2005,-0.00726
gmb,2006,-0.02494
gmb,2007,-0.14801
gmb,2008,0.08008
gmb,2009,-0.08252
gmb,2010,-0.00886
gmb,2011,0.15399
gmb,2012,-0.00036
gmb,2013,-3.31732
gmb,2014,-0.72153
gmb,2015,0.16049
gmb,2016,1.49181
gmb,2017,20.80934
gmb,2018,0.41255
gmb,2019,-3.31665
gnb,1976,0.01483
gnb,1977,0.03144
gnb,1978,-0.07736
gnb,1979,0.06353
gnb,1980,-5.0469
gnb,1981,-1.58028
gnb,1982,-0.23811
gnb,1983,0.2538
gnb,1984,-0.18461
gnb,1985,0.08702
gnb,1986,-0.06169
gnb,1987,0.06942
gnb,1988,-0.00205
gnb,1989,-0.07433
gnb,1990,-0.29838
gnb,1991,0.19874
gnb,1992,0.17756
gnb,1993,1.23494
gnb,1994,-6.84748
gnb,1995,1.28438
gnb,1996,0.13368
gnb,1997,-1.61539
gnb,1998,0.80993
gnb,1999,-0.06184
gnb,2000,-1.82239
gnb,2001,0.43401
gnb,2002,-2.01163
gnb,2003,0.12701
gnb,2004,3.81636
gnb,2005,-0.31737
gnb,2006,-0.5173
gnb,2007,-0.10997
gnb,2008,0.58653
gnb,2009,0.22872
gnb,2010,0.48331
gnb,2011,-0.02771
gnb,2012,-3.73901
gnb,2013,4.54581
gnb,2014,1.38844
gnb,2015,0.13663
gnb,2016,-1.40596
gnb,2017,-3.59382
gnb,2018,0.86731
gnb,2019,-0.74024
gnq,1976,0.24806
gnq,1977,-0.0217
gnq,1978,0.11767
gnq,1979,-0.21073
gnq,1980,17.38032
gnq,1981,-0.2508
gnq,1982,-0.09988
gnq,1983,0.13012
gnq,1984,-0.28955
gnq,1985,0.44843
gnq,1986,-0.27122
gnq,1987,0.34853
gnq,1988,-0.4282
gnq,1989,0.20213
gnq,1990,-0.30594
gnq,1991,-0.14178
gnq,1992,-0.03881
gnq,1993,0.3297
gnq,1994,-0.28097
gnq,1995,-0.28786
gnq,1996,0.21343
gnq,1997,0.27538
gnq,1998,-0.02207
gnq,1999,-0.26969
gnq,2000,-1.12664
gnq,2001,-0.09541
gnq,2002,-0.11898
gnq,2003,0.25892
gnq,2004,0.04073
gnq,2005,-0.29866
gnq,2006,0.23746
gnq,2007,-0.10052
gnq,2008,-0.08154
gnq,2009,0.16059
gnq,2010,-0.58246
gnq,2011,-2.5404
gnq,2012,0.20758
gnq,2013,0.06563
gnq,2014,-0.0506
gnq,2015,0.06137
gnq,2016,3.1545
gnq,2017,0.66948
gnq,2018,1.68295
gnq,2019,0.08915
grc,1976,2.60811
grc,1977,0.06033
grc,1978,0.05056
