country,time,net_users_num
ecu,2006,1012275
ecu,2007,1544028
ecu,2008,2732719
ecu,2009,3634505
ecu,2010,4357726
ecu,2011,4781519
ecu,2012,5436840
ecu,2013,6326829
ecu,2014,7272504
ecu,2015,7934228
ecu,2016,8915576
ecu,2017,9613343
ecu,2018,9784588
ecu,2019,9950276
egy,1990,0
egy,1991,0
egy,1992,0
egy,1993,584
egy,1994,3900
egy,1995,19523
egy,1996,39094
egy,1997,58715
egy,1998,97968
egy,1999,196096
egy,2000,441393
egy,2001,588543
egy,2002,1944393
egy,2003,2940638
egy,2004,8841311
egy,2005,9629256
egy,2006,10500943
egy,2007,12540609
egy,2008,14342458
egy,2009,16226958
egy,2010,17876429
egy,2011,21639488
egy,2012,22815471
egy,2013,25990968
egy,2014,30649080
egy,2015,34961217
egy,2016,38957622
egy,2017,43351137
egy,2018,46184586
egy,2019,57505201
eri,1990,0
eri,1991,0
eri,1992,0
eri,1993,0
eri,1994,0
eri,1995,0
eri,1996,0
eri,1997,198
eri,1998,194
eri,1999,570
eri,2000,3134
eri,2001,3748
eri,2002,5634
eri,2003,5907
eri,2004,6176
eri,2005,6419
eri,2006,6627
eri,2007,12286
eri,2008,14395
eri,2009,16848
eri,2010,19340
eri,2011,22498
eri,2012,26001
eri,2013,29533
eri,2014,32783
eri,2015,36227
eri,2016,39746
eri,2017,44672
eri,2018,45194
eri,2019,45774
esp,1990,5047
esp,1991,10094
esp,1992,30285
esp,1993,50481
esp,1994,111076
esp,1995,151511
esp,1996,531528
esp,1997,1122317
esp,1998,1753548
esp,1999,2866216
esp,2000,5562372
esp,2001,7498940
esp,2002,8547405
esp,2003,17008764
esp,2004,19060003
esp,2005,21076354
esp,2006,22529776
esp,2007,25035961
esp,2008,27457011
esp,2009,29068145
esp,2010,30880605
esp,2011,31588818
esp,2012,32854721
esp,2013,33618702
esp,2014,35640103
esp,2015,36725946
esp,2016,37569062
esp,2017,39464748
esp,2018,40205917
esp,2019,42399001
est,1990,0
est,1991,0
est,1992,996
est,1993,4475
est,1994,16899
est,1995,39823
est,1996,49977
est,1997,80440
est,1998,151830
est,1999,203561
est,2000,399824
est,2001,438781
est,2002,574112
est,2003,622200
est,2004,725419
est,2005,833047
est,2006,856987
est,2007,889789
est,2008,945819
est,2009,968702
est,2010,987088
est,2011,1015691
est,2012,1037226
est,2013,1055311
est,2014,1108848
est,2015,1162879
est,2016,1148523
est,2017,1162415
est,2018,1182115
est,2019,1186884
eth,1990,0
eth,1991,0
eth,1992,0
eth,1993,0
eth,1994,0
eth,1995,10
eth,1996,1003
eth,1997,3015
eth,1998,6040
eth,1999,8070
eth,2000,10108
eth,2001,25330
eth,2002,50784
eth,2003,76365
eth,2004,115320
eth,2005,167702
eth,2006,243782
eth,2007,298495
eth,2008,373123
eth,2009,460263
eth,2010,657300
eth,2011,991539
eth,2012,2689082
eth,2013,4387746
eth,2014,7553258
eth,2015,13970954
eth,2016,15920640
eth,2017,19809645
eth,2018,20335510
eth,2019,20866929
fin,1990,20039
fin,1991,70139
fin,1992,95192
fin,1993,130267
fin,1994,250527
fin,1995,711558
fin,1996,861991
fin,1997,1002462
fin,1998,1314427
fin,1999,1671569
fin,2000,1932435
fin,2001,2241686
fin,2002,3254706
fin,2003,3618203
fin,2004,3794810
fin,2005,3916853
fin,2006,4204049
fin,2007,4279515
fin,2008,4450785
fin,2009,4406835
fin,2010,4662330
fin,2011,4781501
fin,2012,4866794
fin,2013,4977454
fin,2014,4725780
fin,2015,4736906
fin,2016,4821693
fin,2017,4820736
fin,2018,4909026
fin,2019,4957224
fji,1990,0
fji,1991,0
fji,1992,0
fji,1993,50
fji,1994,61
fji,1995,71
fji,1996,505
fji,1997,1771
fji,1998,5066
fji,1999,7599
fji,2000,12140
fji,2001,15123
fji,2002,50160
fji,2003,54885
fji,2004,60628
fji,2005,69456
fji,2006,79476
fji,2007,91126
fji,2008,109896
fji,2009,145118
fji,2010,171963
fji,2011,241766
fji,2012,291894
fji,2013,304692
fji,2014,324051
fji,2015,369169
fji,2016,405730
fji,2017,438435
fji,2018,441448
fji,2019,444678
fra,1990,29908
fra,1991,79744
fra,1992,159469
fra,1993,338840
fra,1994,518208
fra,1995,946766
fra,1996,1499049
fra,1997,2477289
fra,1998,3693548
fra,1999,5356963
fra,2000,8443820
fra,2001,15633406
fra,2002,18048676
fra,2003,21774925
fra,2004,23763258
fra,2005,26202199
fra,2006,28829233
fra,2007,40889373
fra,2008,43969468
fra,2009,44768196
fra,2010,48593305
fra,2011,49199539
fra,2012,51766704
fra,2013,52341445
fra,2014,53762098
fra,2015,50279937
fra,2016,51261869
fra,2017,52199844
fra,2018,53320491
fra,2019,54278922
fsm,1990,0
fsm,1991,0
fsm,1992,0
fsm,1993,0
fsm,1994,0
fsm,1995,0
fsm,1996,301
fsm,1997,619
fsm,1998,2011
fsm,1999,3015
fsm,2000,4011
fsm,2001,4995
fsm,2002,5962
fsm,2003,9870
fsm,2004,11748
fsm,2005,12610
fsm,2006,13436
fsm,2007,14226
fsm,2008,15004
fsm,2009,15806
fsm,2010,20583
fsm,2011,23586
fsm,2012,27145
fsm,2013,29446
fsm,2014,31857
fsm,2015,34300
fsm,2016,36759
fsm,2017,39350
fsm,2018,39767
fsm,2019,40180
gab,1990,0
gab,1991,0
gab,1992,0
gab,1993,0
gab,1994,0
gab,1995,0
gab,1996,0
gab,1997,548
gab,1998,1991
gab,1999,2986
gab,2000,14939
gab,2001,16953
gab,2002,24987
gab,2003,35105
gab,2004,40330
gab,2005,68043
gab,2006,78503
gab,2007,84923
gab,2008,113890
gab,2009,149048
gab,2010,211139
gab,2011,303233
gab,2012,419922
gab,2013,554897
gab,2014,717186
gab,2015,891740
gab,2016,964833
gab,2017,1280183
gab,2018,1313951
gab,2019,1346998
gbr,1990,49910
gbr,1991,99818
gbr,1992,149713
gbr,1993,299395
gbr,1994,598781
gbr,1995,1097918
gbr,1996,2396400
gbr,1997,4306229
gbr,1998,7998313
gbr,1999,12502720
gbr,2000,15804291
gbr,2001,19795458
gbr,2002,33507491
gbr,2003,38607718
gbr,2004,39282518
gbr,2005,42201567
gbr,2006,41857252
gbr,2007,46146675
gbr,2008,48715542
gbr,2009,52499595
gbr,2010,53940831
gbr,2011,54661917
gbr,2012,56446732
gbr,2013,58384303
gbr,2014,59934054
gbr,2015,60591535
gbr,2016,62834407
gbr,2017,63137525
gbr,2018,63715237
gbr,2019,62476609
geo,1990,0
geo,1991,0
geo,1992,0
geo,1993,0
geo,1994,0
geo,1995,589
geo,1996,1942
geo,1997,2870
geo,1998,4705
geo,1999,18555
geo,2000,21146
geo,2001,42641
geo,2002,67621
geo,2003,108467
geo,2004,164224
geo,2005,255955
geo,2006,315355
geo,2007,344183
geo,2008,414679
geo,2009,826782
geo,2010,1102657
geo,2011,1286335
geo,2012,1501277
geo,2013,1753088
geo,2014,1775536
geo,2015,1914294
geo,2016,2347408
geo,2017,2393428
geo,2018,2560629
geo,2019,2751639
gha,1990,0
gha,1991,0
gha,1992,0
gha,1993,0
gha,1994,0
gha,1995,59
gha,1996,986
gha,1997,4932
gha,1998,5918
gha,1999,19733
gha,2000,29615
gha,2001,39515
gha,2002,168102
gha,2003,247564
gha,2004,365203
gha,2005,399470
gha,2006,609422
gha,2007,884112
gha,2008,1006176
gha,2009,1314899
gha,2010,1932810
gha,2011,2284894
gha,2012,2755624
gha,2013,3991146
gha,2014,6947061
gha,2015,6962301
gha,2016,9873552
gha,2017,11357371
gha,2018,11609172
gha,2019,11862965
gin,1990,0
gin,1991,0
gin,1992,0
gin,1993,0
gin,1994,10
gin,1995,49
gin,1996,145
gin,1997,291
gin,1998,488
gin,1999,4898
gin,2000,7864
gin,2001,14776
gin,2002,34518
gin,2003,39473
gin,2004,45416
gin,2005,49397
gin,2006,59334
gin,2007,74244
gin,2008,89597
gin,2009,93666
gin,2010,101922
gin,2011,208409
gin,2012,330213
gin,2013,490177
gin,2014,713662
gin,2015,937432
gin,2016,1150367
gin,2017,2172153
gin,2018,2234573
gin,2019,2298824
gmb,1990,0
gmb,1991,0
gmb,1992,0
gmb,1993,0
gmb,1994,0
gmb,1995,104
gmb,1996,413
gmb,1997,616
gmb,1998,2552
gmb,1999,9142
gmb,2000,12147
gmb,2001,18181
gmb,2002,25232
gmb,2003,35331
gmb,2004,49505
gmb,2005,58647
gmb,2006,83355
gmb,2007,101753
gmb,2008,116223
gmb,2009,132783
gmb,2010,164974
gmb,2011,200899
gmb,2012,237160
gmb,2013,274919
gmb,2014,314940
gmb,2015,344167
gmb,2016,397590
gmb,2017,439160
gmb,2018,452290
gmb,2019,465701
gnb,1990,0
gnb,1991,0
gnb,1992,0
gnb,1993,0
gnb,1994,0
gnb,1995,0
gnb,1997,186
gnb,1998,278
gnb,1999,1386
gnb,2000,2764
gnb,2001,3676
gnb,2002,12833
gnb,2003,17378
gnb,2004,23750
gnb,2005,25572
gnb,2006,28340
gnb,2007,31143
gnb,2008,34074
gnb,2009,34179
gnb,2010,37304
gnb,2011,41763
gnb,2012,46448
gnb,2013,51096
gnb,2014,56189
gnb,2015,61509
gnb,2016,67045
gnb,2017,71855
gnb,2018,73670
gnb,2019,75502
gnq,1990,0
gnq,1991,0
gnq,1992,0
gnq,1993,0
gnq,1994,0
gnq,1995,0
gnq,1997,222
gnq,1998,527
gnq,1999,567
gnq,2000,802
gnq,2001,1044
gnq,2002,2115
gnq,2003,3574
gnq,2004,6051
gnq,2005,8618
gnq,2006,10035
gnq,2007,12795
gnq,2008,15667
gnq,2009,19204
gnq,2010,56618
gnq,2011,113489
gnq,2012,143781
gnq,2013,176532
gnq,2014,211661
gnq,2015,249140
gnq,2016,288970
gnq,2017,331151
gnq,2018,343473
gnq,2019,355810
grc,1990,0
grc,1991,5033
grc,1992,5032
grc,1993,20126
grc,1994,40256
grc,1995,80550
grc,1996,151147
grc,1997,201725
grc,1998,353438
grc,1999,758421
grc,2000,1012776
grc,2001,1217552
grc,2002,1640445
grc,2003,1996960
grc,2004,2406536
grc,2005,2693952
grc,2006,3607237
grc,2007,3989989
grc,2008,4217399
grc,2009,4646730
grc,2010,4834112
grc,2011,5593217
grc,2012,5937162
grc,2013,6429941
grc,2014,6764393
grc,2015,7124435
grc,2016,7333807
grc,2017,7456683
grc,2018,7676198
grc,2019,7925387
grd,1990,0
grd,1991,0
grd,1992,0
grd,1993,0
grd,1994,0
grd,1995,0
grd,1996,301
grd,1997,1006
grd,1998,1515
grd,1999,2533
grd,2000,4179
grd,2001,5294
grd,2002,15295
grd,2003,19392
grd,2004,20421
grd,2005,21442
grd,2006,22453
grd,2007,23445
grd,2008,24445
grd,2009,25442
grd,2010,28681
grd,2011,32036
grd,2012,34385
grd,2013,37860
grd,2014,56192
grd,2015,58977
grd,2016,61589
grd,2017,65495
grd,2018,65835
grd,2019,66161
gtm,1990,0
gtm,1991,0
gtm,1992,0
gtm,1993,0
gtm,1994,0
gtm,1995,312
gtm,1996,2080
gtm,1997,10395
gtm,1998,51948
gtm,1999,67487
gtm,2000,82992
gtm,2001,207279
gtm,2002,414094
gtm,2003,568628
gtm,2004,652643
gtm,2005,746474
gtm,2006,870806
gtm,2007,1000124
gtm,2008,1162533
gtm,2009,1331411
gtm,2010,1536194
gtm,2011,1838701
gtm,2012,2443324
gtm,2013,3072377
gtm,2014,3726038
gtm,2015,4681657
gtm,2016,5722704
gtm,2017,10994736
gtm,2018,11211106
gtm,2019,11427959
guy,1990,0
guy,1991,0
guy,1992,0
guy,1993,0
guy,1994,0
guy,1995,0
guy,1996,501
guy,1997,999
guy,1998,1991
guy,1999,29735
guy,2000,49369
guy,2001,98419
guy,2002,98364
guy,2003,98411
guy,2004,98489
guy,2005,98545
guy,2006,98568
guy,2007,103014
guy,2008,135920
guy,2009,178705
guy,2010,224080
guy,2011,225609
guy,2012,230393
guy,2013,235377
guy,2014,244279
guy,2015,260927
guy,2016,275068
guy,2017,289356
guy,2018,290771
guy,2019,292177
hkg,1990,0
hkg,1991,7015
hkg,1992,49823
hkg,1993,79118
hkg,1994,167041
hkg,1995,195830
hkg,1996,293743
hkg,1997,662675
hkg,1998,933416
hkg,1999,1384764
hkg,2000,1838396
hkg,2001,2577362
hkg,2002,2887284
hkg,2003,3510287
hkg,2004,3803927
hkg,2005,3851890
hkg,2006,4135666
hkg,2007,4432331
hkg,2008,4590201
hkg,2009,4805702
hkg,2010,5015753
hkg,2011,5058764
hkg,2012,5137151
hkg,2013,5259875
hkg,2014,5698195
hkg,2015,6104385
hkg,2016,6336606
hkg,2017,6533007
hkg,2018,6591497
hkg,2019,6822183
hnd,1990,0
hnd,1991,0
hnd,1992,0
hnd,1993,0
hnd,1994,0
hnd,1995,2100
hnd,1996,2568
hnd,1997,10338
hnd,1998,18739
hnd,1999,36692
hnd,2000,79148
hnd,2001,95558
hnd,2002,179981
hnd,2003,341104
hnd,2004,407845
hnd,2005,484834
hnd,2006,595475
hnd,2007,734001
hnd,2008,766172
hnd,2009,798776
hnd,2010,922407
hnd,2011,1348427
hnd,2012,1565693
hnd,2013,1566137
hnd,2014,1708724
hnd,2015,2469597
hnd,2016,2734884
hnd,2017,2988998
hnd,2018,3039245
hnd,2019,3089518
hrv,1990,0
hrv,1991,0
hrv,1992,0
hrv,1993,4567
hrv,1994,12498
hrv,1995,23732
hrv,1996,39297
hrv,1997,78393
hrv,1998,147030
hrv,1999,196322
hrv,2000,294240
hrv,2001,509512
hrv,2002,780694
hrv,2003,998477
hrv,2004,1355056
hrv,2005,1450891
hrv,2006,1660023
hrv,2007,1807790
hrv,2008,1925607
hrv,2009,2195810
hrv,2010,2447576
hrv,2011,2492539
hrv,2012,2660861
hrv,2013,2854523
hrv,2014,2918009
hrv,2015,2954677
hrv,2016,3059547
hrv,2017,2806531
hrv,2018,3021242
hrv,2019,3266232
hti,1990,0
hti,1991,0
hti,1992,0
hti,1993,0
hti,1994,0
hti,1995,0
hti,1996,590
hti,1997,601
hti,1998,1962
hti,1999,5878
hti,2000,19574
hti,2001,29342
hti,2002,78212
hti,2003,146617
hti,2004,488656
hti,2005,586310
hti,2006,635072
hti,2007,683664
hti,2008,733139
hti,2009,793642
hti,2010,832758
hti,2011,909029
hti,2012,1004590
hti,2013,1102471
hti,2014,1202587
hti,2015,1304610
hti,2016,1326011
hti,2017,1353698
hti,2018,3612098
hti,2019,3657527
hun,1990,0
hun,1991,351
hun,1992,5009
hun,1993,20036
hun,1994,50087
hun,1995,70115
hun,1996,100146
hun,1997,200237
hun,1998,400354
hun,1999,600394
hun,2000,715403
hun,2001,1480966
hun,2002,1694887
hun,2003,2193572
hun,2004,2805757
hun,2005,3930492
hun,2006,4732192
hun,2007,5342876
hun,2008,6095039
hun,2009,6174852
hun,2010,6452797
hun,2011,6731048
hun,2012,6962267
hun,2013,7143745
hun,2014,7417789
hun,2015,7121722
hun,2016,7730146
hun,2017,7467687
hun,2018,7384924
hun,2019,7783742
idn,1990,0
idn,1991,0
idn,1992,0
idn,1993,0
idn,1994,2055
idn,1995,51419
idn,1996,113192
idn,1997,395329
idn,1998,525229
idn,1999,927119
idn,2000,1957696
idn,2001,4328453
idn,2002,4638720
idn,2003,5258831
idn,2004,5806075
idn,2005,8150992
idn,2006,10926579
idn,2007,13445801
idn,2008,18643271
idn,2009,16512542
idn,2010,26408297
idn,2011,30100243
idn,2012,36075189
idn,2013,37619714
idn,2014,43728952
idn,2015,56782563
idn,2016,66559300
idn,2017,85462150
idn,2018,106499420
idn,2019,129062957
ind,1990,0
ind,1991,0
ind,1992,1012
ind,1993,2023
ind,1994,10114
ind,1995,252826
ind,1996,455169
ind,1997,708315
ind,1998,1417357
ind,1999,2836224
ind,2000,5573774
ind,2001,7096570
ind,2002,16813906
ind,2003,18745727
ind,2004,22322941
ind,2005,27405728
ind,2006,32697718
ind,2007,46736774
ind,2008,52589336
ind,2009,62347582
ind,2010,92571087
ind,2011,125903995
ind,2012,159236420
ind,2013,193407160
ind,2014,272076161
ind,2015,222725907
ind,2016,291393795
ind,2017,461174150
ind,2018,465985266
ind,2019,470730917
irl,1990,0
irl,1991,1998
irl,1992,5990
irl,1993,9972
irl,1994,19922
irl,1995,39815
irl,1996,79607
irl,1997,149266
irl,1998,298566
irl,1999,407992
irl,2000,675301
irl,2001,889051
irl,2002,1010217
irl,2003,1365564
irl,2004,1501103
irl,2005,1723161
irl,2006,2319225
irl,2007,2644882
irl,2008,2885330
irl,2009,3028443
irl,2010,3181200
irl,2011,3438286
irl,2012,3544627
irl,2013,3611465
irl,2014,3863037
irl,2015,3884529
irl,2016,3991943
irl,2017,3998175
irl,2018,4072871
irl,2019,4126800
irn,1990,0
irn,1991,0
irn,1992,0
irn,1993,0
irn,1994,247
irn,1995,2568
irn,1996,9859
irn,1997,29520
irn,1998,63854
irn,1999,245316
irn,2000,613047
irn,2001,986251
irn,2002,3112716
irn,2003,4723454
irn,2004,5164451
irn,2005,5650750
irn,2006,6180597
irn,2007,6755564
irn,2008,8668897
irn,2009,10063627
irn,2010,11728241
irn,2011,14180642
irn,2012,17170215
irn,2013,22906348
irn,2014,30482780
irn,2015,35584442
irn,2016,42349366
irn,2017,51666785
irn,2018,57263906
irn,2019,58043539
irq,1990,0
irq,1991,0
irq,1992,0
irq,1993,0
irq,1994,0
irq,1995,0
irq,2001,24208
irq,2002,124660
irq,2003,153867
irq,2004,236825
irq,2005,242301
irq,2006,261401
irq,2007,259575
irq,2008,283857
irq,2009,307115
irq,2010,743549
irq,2011,1536265
irq,2012,2264191
irq,2013,3050450
irq,2014,4545818
irq,2015,20631916
irq,2016,7772437
irq,2017,18536057
irq,2018,18970827
irq,2019,19403312
isl,1990,0
isl,1991,1301
isl,1992,4004
isl,1993,7007
isl,1994,18016
isl,1995,30017
isl,1996,39999
isl,1997,74937
isl,1998,99833
isl,1999,114744
isl,2000,124713
isl,2001,139738
isl,2002,225752
isl,2003,239406
isl,2004,244176
isl,2005,256629
isl,2006,268286
isl,2007,276494
isl,2008,282878
isl,2009,293933
isl,2010,299167
isl,2011,306714
isl,2012,313300
isl,2013,315895
isl,2014,322546
isl,2015,324293
isl,2016,326362
isl,2017,328577
isl,2018,333382
isl,2019,335684
isr,1990,4928
isr,1991,9850
isr,1992,14761
isr,1993,19660
isr,1994,29457
isr,1995,49046
isr,1996,117618
isr,1997,244895
isr,1998,587430
isr,1999,782645
isr,2000,1241146
isr,2001,1053261
isr,2002,1095953
isr,2003,1230147
isr,2004,1456518
isr,2005,1645035
isr,2006,1862636
isr,2007,3295402
isr,2008,4169672
isr,2009,4538351
isr,2010,4958851
isr,2011,5156654
isr,2012,5391382
isr,2013,5433744
isr,2014,5892060
isr,2015,6171534
isr,2016,6459057
isr,2017,6725431
isr,2018,6837734
isr,2019,7393785
ita,1990,10009
ita,1991,20017
ita,1992,40032
ita,1993,70045
ita,1994,110024
ita,1995,299830
ita,1996,583943
ita,1997,1295548
ita,1998,2586630
ita,1999,8146173
ita,2000,13102073
ita,2001,15482610
ita,2002,16033979
ita,2003,16716757
ita,2004,19262055
ita,2005,20398423
ita,2006,22240341
ita,2007,23963253
ita,2008,26238018
ita,2009,28861275
ita,2010,31845785
ita,2011,32410495
ita,2012,33430708
ita,2013,35173106
ita,2014,33611008
ita,2015,35221363
ita,2016,37201202
ita,2017,38271328
ita,2018,45098944
ita,2019,45041518
jam,1990,0
jam,1991,0
jam,1992,0
jam,1993,0
jam,1994,924
jam,1995,2774
jam,1996,15125
jam,1997,20614
jam,1998,51623
jam,1999,62018
jam,2000,82715
jam,2001,103324
jam,2002,164263
jam,2003,211336
jam,2004,272502
jam,2005,350720
jam,2006,451724
jam,2007,584096
jam,2008,656521
jam,2009,679389
jam,2010,777655
jam,2011,1057989
jam,2012,960355
jam,2013,1060581
jam,2014,1161633
jam,2015,1220625
jam,2016,1289409
jam,2017,1608572
jam,2018,1616285
jam,2019,1623678
jor,1990,0
jor,1991,0
jor,1992,0
jor,1993,0
jor,1994,0
jor,1995,1066
jor,1996,2127
jor,1997,29059
jor,1998,64563
jor,1999,127151
jor,2000,134377
jor,2001,245513
jor,2002,320408
jor,2003,460046
jor,2004,650584
jor,2005,745664
jor,2006,830854
jor,2007,1251058
jor,2008,1507989
jor,2009,1792247
jor,2010,1975139
jor,2011,2674337
jor,2012,2993286
jor,2013,3526863
jor,2014,4120496
jor,2015,5570545
jor,2016,5952530
jor,2017,6535992
jor,2018,6655868
jor,2019,6746954
jpn,1990,25267
jpn,1991,50519
jpn,1992,121168
jpn,1993,504436
jpn,1994,1008027
jpn,1995,2014721
jpn,1996,5538121
jpn,1997,11627284
jpn,1998,17051533
jpn,1999,27236700
jpn,2000,38245391
jpn,2001,49210818
jpn,2002,59590755
jpn,2003,62025455
jpn,2004,79991590
jpn,2005,85877248
jpn,2006,88207544
jpn,2007,95471079
jpn,2008,96918138
jpn,2009,100273053
jpn,2010,100532971
jpn,2011,101583701
jpn,2012,102092116
jpn,2013,113198008
jpn,2014,114206965
jpn,2015,116540708
jpn,2016,119053262
jpn,2017,107852135
jpn,2018,107597916
jpn,2019,107308717
kaz,1990,0
kaz,1991,0
kaz,1992,0
kaz,1993,0
kaz,1994,83
kaz,1995,1790
kaz,1996,4975
kaz,1997,9952
kaz,1998,19910
kaz,1999,69737
kaz,2000,99772
kaz,2001,150015
kaz,2002,250817
kaz,2003,302063
kaz,2004,404185
kaz,2005,456186
kaz,2006,508273
kaz,2007,631225
kaz,2008,1744834
kaz,2009,2919829
kaz,2010,5135718
kaz,2011,8344279
kaz,2012,10370298
kaz,2013,10778248
kaz,2014,11419729
kaz,2015,12446237
kaz,2016,13299660
kaz,2017,13817965
kaz,2018,14454891
kaz,2019,15189464
ken,1990,0
ken,1991,0
ken,1992,0
ken,1993,0
ken,1994,0
ken,1995,202
ken,1996,2527
ken,1997,10121
ken,1998,15204
ken,1999,35532
ken,2000,101666
ken,2001,203590
ken,2002,407643
ken,2003,1020215
ken,2004,1077443
ken,2005,1136068
ken,2006,1355365
ken,2007,1703061
ken,2008,2069183
ken,2009,2495010
ken,2010,3026209
ken,2011,3799688
ken,2012,4656064
ken,2013,5917598
ken,2014,7705510
ken,2015,7942011
ken,2016,8142554
ken,2017,8952974
ken,2018,9161805
ken,2019,11863368
kgz,1990,0
kgz,1991,0
kgz,1992,0
kgz,1993,0
kgz,1994,0
kgz,1995,0
kgz,1998,3485
kgz,1999,9951
kgz,2000,51244
kgz,2001,149031
kgz,2002,149708
kgz,2003,195968
kgz,2004,256504
kgz,2005,534626
kgz,2006,630652
kgz,2007,727369
kgz,2008,825030
kgz,2009,853553
kgz,2010,883835
kgz,2011,965637
kgz,2012,1113073
kgz,2013,1318202
kgz,2014,1653999
kgz,2015,1802457
kgz,2016,2247501
kgz,2017,2352096
kgz,2018,2395530
kgz,2019,2438023
khm,1990,0
khm,1991,0
khm,1992,0
khm,1993,0
khm,1994,0
khm,1995,0
khm,1997,660
khm,1998,1894
khm,1999,3800
khm,2000,5716
khm,2001,9547
khm,2002,28685
khm,2003,33499
khm,2004,39257
khm,2005,42119
khm,2006,63124
khm,2007,67032
khm,2008,70808
khm,2009,74696
khm,2010,180334
khm,2011,450784
khm,2012,730154
khm,2013,1021790
khm,2014,2138431
khm,2015,998523
khm,2016,5108041
khm,2017,5194558
khm,2018,6499918
khm,2019,6594617
kir,1990,0
kir,1991,0
kir,1992,0
kir,1993,0
kir,1994,0
kir,1995,0
kir,1998,503
kir,1999,1005
kir,2000,1507
kir,2001,2007
kir,2002,2183
kir,2003,2665
kir,2004,3167
kir,2005,3693
kir,2006,4245
kir,2007,5792
kir,2008,6913
kir,2009,9053
kir,2010,9336
kir,2011,10474
kir,2012,11430
kir,2013,12407
kir,2014,13400
kir,2015,14418
kir,2016,15416
kir,2017,16646
kir,2018,16892
kir,2019,17149
kna,1990,0
kna,1991,0
kna,1992,0
kna,1993,0
kna,1994,0
kna,1995,0
kna,1996,826
kna,1997,968
kna,1998,1445
kna,1999,1920
kna,2000,2585
kna,2001,3441
kna,2002,9554
kna,2003,10508
kna,2004,11459
kna,2005,15930
kna,2006,18223
kna,2007,20780
kna,2008,23704
kna,2009,27070
kna,2010,30877
kna,2011,31247
kna,2012,31924
kna,2013,32512
kna,2014,34528
kna,2015,38761
kna,2016,39660
kna,2017,41998
kna,2018,42323
kna,2019,42642
kor,1990,9985
kor,1991,20006
kor,1992,43149
kor,1993,110814
kor,1994,139551
kor,1995,371257
kor,1996,743106
kor,1997,1663428
kor,1998,3161732
kor,1999,11073527
kor,2000,21178519
kor,2001,27001724
kor,2002,28511733
kor,2003,31610890
kor,2004,35254727
kor,2005,35795286
kor,2006,38175631
kor,2007,38639433
kor,2008,39837791
kor,2009,40267519
kor,2010,41469699
kor,2011,41700434
kor,2012,42085979
kor,2013,42678067
kor,2014,44310661
kor,2015,45689955
kor,2016,47334561
kor,2017,48577049
kor,2018,49072790
kor,2019,49257039
kwt,1990,0
kwt,1991,0
kwt,1992,0
kwt,1993,1615
kwt,1994,2442
kwt,1995,3258
kwt,1996,13920
kwt,1997,37190
kwt,1998,55893
kwt,1999,92824
kwt,2000,137665
kwt,2001,179867
kwt,2002,219020
kwt,2003,484267
kwt,2004,504510
kwt,2005,588573
kwt,2006,683405
kwt,2007,871401
kwt,2008,1115524
kwt,2009,1433089
kwt,2010,1837017
kwt,2011,2083601
kwt,2012,2359266
kwt,2013,2661008
kwt,2014,2904769
kwt,2015,2761623
kwt,2016,3100890
kwt,2017,4056102
kwt,2018,4120765
kwt,2019,4187838
lao,1990,0
lao,1991,0
lao,1992,0
lao,1993,0
lao,1994,0
lao,1995,0
lao,1998,497
lao,1999,1978
lao,2000,5912
lao,2001,9827
lao,2002,14716
lao,2003,18621
lao,2004,20465
lao,2005,48910
lao,2006,68393
lao,2007,97497
lao,2008,214655
lao,2009,368917
lao,2010,437442
lao,2011,571281
lao,2012,692638
lao,2013,817663
lao,2014,946830
lao,2015,1226891
lao,2016,1497187
lao,2017,1773746
lao,2018,1801416
lao,2019,1828957
lbn,1990,0
lbn,1991,0
lbn,1992,0
lbn,1993,0
lbn,1994,0
lbn,1995,2527
lbn,1996,5061
lbn,1997,45404
lbn,1998,100550
lbn,1999,201510
lbn,2000,305606
lbn,2001,270718
lbn,2002,292754
lbn,2003,351070
lbn,2004,411244
lbn,2005,476454
lbn,2006,713964
lbn,2007,893401
lbn,2008,1073497
lbn,2009,1450646
lbn,2010,2163498
lbn,2011,2705051
lbn,2012,3391781
lbn,2013,4168676
lbn,2014,4570564
lbn,2015,4834184
lbn,2016,5110239
lbn,2017,5331440
lbn,2018,5362740
lbn,2019,5359848
lbr,1990,0
lbr,1991,0
lbr,1992,0
lbr,1993,0
lbr,1994,0
lbr,1995,0
lbr,1997,104
lbr,1998,103
lbr,1999,306
lbr,2000,504
lbr,2001,999
lbr,2002,989
lbr,2003,981
lbr,2004,972
lbr,2005,998
lbr,2006,1032
lbr,2007,19088
lbr,2008,19122
lbr,2009,75083
lbr,2010,89501
lbr,2011,100436
lbr,2012,107527
lbr,2013,135947
lbr,2014,235849
lbr,2015,1475836
lbr,2016,335712
lbr,2017,375448
lbr,2018,384770
lbr,2019,394224
lby,1990,0
lby,1991,0
lby,1992,0
lby,1993,0
lby,1994,0
lby,1995,0
lby,1999,7050
lby,2000,10022
lby,2001,19951
lby,2002,124141
lby,2003,158191
lby,2004,201731
lby,2005,227178
lby,2006,253197
lby,2007,282129
lby,2008,545287
lby,2009,662471
lby,2010,867673
lby,2011,874641
lby,2012,880005
lby,2013,1042858
lby,2014,1129898
lby,2015,1220513
lby,2016,1316104
lby,2017,1431893
lby,2018,1453182
lby,2019,1474699
lca,1990,0
lca,1991,0
lca,1992,0
lca,1993,0
lca,1994,0
