country,time,impadmin_idea
alb,1988,47.62003
alb,1989,47.83302
alb,1990,45.89718
alb,1991,45.73868
alb,1992,44.38028
alb,1993,44.44013
alb,1994,44.64265
alb,1995,44.35112
alb,1996,43.93351
alb,1997,42.45979
alb,1998,41.47165
alb,1999,41.06872
alb,2000,40.99221
alb,2001,44.55904
alb,2002,43.12357
alb,2003,44.01308
alb,2004,43.96345
alb,2005,47.3477
alb,2006,47.55068
alb,2007,47.46159
alb,2008,41.67582
alb,2009,41.6821
alb,2010,42.12416
alb,2011,42.8891
alb,2012,43.28782
alb,2013,46.52531
alb,2014,45.60728
alb,2015,45.56691
alb,2016,45.54604
alb,2017,43.00258
alb,2018,40.01469
alb,2019,44.16633
are,1975,50.3096
are,1976,50.89027
are,1977,50.7192
are,1978,49.71057
are,1979,51.69819
are,1980,52.31751
are,1981,52.30234
are,1982,52.29384
are,1983,52.27448
are,1984,52.43486
are,1985,53.50417
are,1986,54.36721
are,1987,54.45733
are,1988,54.62649
are,1989,54.34594
are,1990,53.86834
are,1991,53.91
are,1992,54.88175
are,1993,55.92999
are,1994,58.47065
are,1995,58.47979
are,1996,59.08536
are,1997,59.37045
are,1998,60.24196
are,1999,60.35678
are,2000,61.85586
are,2001,62.17688
are,2002,62.50451
are,2003,60.93163
are,2004,61.45034
are,2005,62.87956
are,2006,64.90662
are,2007,68.18226
are,2008,68.17103
are,2009,68.40523
are,2010,68.45347
are,2011,68.03432
are,2012,68.27895
are,2013,67.80455
are,2014,68.65773
are,2015,68.9788
are,2016,68.12787
are,2017,68.21498
are,2018,68.3878
are,2019,66.78379
arg,1975,46.07845
arg,1976,35.55338
arg,1977,34.67422
arg,1978,34.53591
arg,1979,34.55161
arg,1980,34.52226
arg,1981,34.53817
arg,1982,34.47393
arg,1983,45.88114
arg,1984,59.07685
arg,1985,59.4601
arg,1986,59.35688
arg,1987,59.21802
arg,1988,59.27518
arg,1989,58.1729
arg,1990,50.97338
arg,1991,50.91363
arg,1992,51.0556
arg,1993,50.70506
arg,1994,50.80903
arg,1995,50.75541
arg,1996,50.72197
arg,1997,50.22103
arg,1998,51.40845
arg,1999,51.47827
arg,2000,55.77115
arg,2001,55.37394
arg,2002,53.95758
arg,2003,52.33086
arg,2004,52.91157
arg,2005,52.52273
arg,2006,52.70781
arg,2007,52.24673
arg,2008,51.68875
arg,2009,51.69668
arg,2010,51.97342
arg,2011,52.08049
arg,2012,52.12964
arg,2013,49.93041
arg,2014,49.75645
arg,2015,51.73009
arg,2016,54.50423
arg,2017,54.1974
arg,2018,54.01895
arg,2019,55.45565
arm,1991,50.855
arm,1992,50.2012
arm,1993,49.90978
arm,1994,49.61356
arm,1995,48.96356
arm,1996,43.54187
arm,1997,43.36653
arm,1998,40.67457
arm,1999,40.15274
arm,2000,37.67853
arm,2001,32.66752
arm,2002,33.1634
arm,2003,33.33001
arm,2004,33.24085
arm,2005,33.82218
arm,2006,33.38444
arm,2007,33.34651
arm,2008,34.49734
arm,2009,34.83609
arm,2010,36.16589
arm,2011,36.29446
arm,2012,36.60391
arm,2013,36.53812
arm,2014,37.1207
arm,2015,36.61259
arm,2016,36.27397
arm,2017,37.55238
arm,2018,49.89392
arm,2019,58.96924
aus,1975,90.52374
aus,1976,90.56161
aus,1977,90.32836
aus,1978,90.42959
aus,1979,90.31582
aus,1980,91.93448
aus,1981,92.05221
aus,1982,92.02869
aus,1983,92.01281
aus,1984,92.3092
aus,1985,92.38962
aus,1986,92.06611
aus,1987,92.31105
aus,1988,92.42015
aus,1989,92.52256
aus,1990,92.10745
aus,1991,92.33864
aus,1992,92.14273
aus,1993,92.46661
aus,1994,92.26729
aus,1995,92.27659
aus,1996,92.45562
aus,1997,92.25524
aus,1998,92.50722
aus,1999,92.52106
aus,2000,92.55716
aus,2001,91.91286
aus,2002,91.76883
aus,2003,91.87353
aus,2004,91.727
aus,2005,92.21921
aus,2006,91.80131
aus,2007,91.91426
aus,2008,91.71442
aus,2009,91.64256
aus,2010,91.68429
aus,2011,92.25423
aus,2012,91.71473
aus,2013,83.58756
aus,2014,84.07296
aus,2015,84.10213
aus,2016,84.1959
aus,2017,84.30938
aus,2018,79.86498
aus,2019,82.21338
aut,1975,71.96263
aut,1976,71.90892
aut,1977,71.94983
aut,1978,71.93085
aut,1979,72.09946
aut,1980,69.75877
aut,1981,69.58017
aut,1982,69.66651
aut,1983,69.65465
aut,1984,70.27842
aut,1985,69.98091
aut,1986,69.9656
aut,1987,71.07324
aut,1988,71.0045
aut,1989,71.91352
aut,1990,72.36281
aut,1991,72.12388
aut,1992,72.4235
aut,1993,72.38191
aut,1994,72.28752
aut,1995,72.14516
aut,1996,72.2801
aut,1997,71.27008
aut,1998,72.17414
aut,1999,72.12359
aut,2000,70.5681
aut,2001,70.01778
aut,2002,70.25142
aut,2003,71.61037
aut,2004,69.7401
aut,2005,69.77954
aut,2006,70.57829
aut,2007,73.96829
aut,2008,73.99095
aut,2009,73.97994
aut,2010,74.11793
aut,2011,73.14422
aut,2012,73.84767
aut,2013,77.6479
aut,2014,77.66734
aut,2015,77.4863
aut,2016,77.68686
aut,2017,76.46164
aut,2018,72.46693
aut,2019,73.76431
aze,1991,38.11106
aze,1992,42.87522
aze,1993,31.30556
aze,1994,17.42168
aze,1995,16.64831
aze,1996,16.88413
aze,1997,16.79505
aze,1998,16.7348
aze,1999,17.3715
aze,2000,17.42985
aze,2001,17.41732
aze,2002,18.03479
aze,2003,17.7897
aze,2004,17.67233
aze,2005,17.1908
aze,2006,17.32522
aze,2007,17.10938
aze,2008,17.4966
aze,2009,17.34461
aze,2010,17.94295
aze,2011,18.23871
aze,2012,18.03311
aze,2013,18.80225
aze,2014,19.22232
aze,2015,19.15105
aze,2016,15.22888
aze,2017,18.50969
aze,2018,18.98397
aze,2019,21.9978
bdi,1975,39.93712
bdi,1976,48.98262
bdi,1977,50.56044
bdi,1978,50.39356
bdi,1979,50.29744
bdi,1980,50.16503
bdi,1981,50.26998
bdi,1982,50.38046
bdi,1983,50.62288
bdi,1984,50.36891
bdi,1985,50.14677
bdi,1986,50.30746
bdi,1987,53.38161
bdi,1988,52.00564
bdi,1989,52.01143
bdi,1990,51.92047
bdi,1991,51.87826
bdi,1992,50.03943
bdi,1993,47.52574
bdi,1994,46.06817
bdi,1995,46.08372
bdi,1996,46.38188
bdi,1997,46.01167
bdi,1998,46.22862
bdi,1999,46.15086
bdi,2000,46.25497
bdi,2001,46.14267
bdi,2002,46.32335
bdi,2003,46.28344
bdi,2004,45.54763
bdi,2005,33.14208
bdi,2006,30.64157
bdi,2007,30.30285
bdi,2008,29.54066
bdi,2009,29.62843
bdi,2010,26.30502
bdi,2011,26.39234
bdi,2012,26.17943
bdi,2013,23.04327
bdi,2014,21.839
bdi,2015,21.2261
bdi,2016,14.21619
bdi,2017,14.85507
bdi,2018,13.22953
bdi,2019,13.51044
bel,1975,82.65796
bel,1976,82.90889
bel,1977,82.9606
bel,1978,82.74371
bel,1979,82.59417
bel,1980,82.92207
bel,1981,82.90388
bel,1982,82.73672
bel,1983,82.75147
bel,1984,83.90125
bel,1985,83.68896
bel,1986,83.45267
bel,1987,83.66616
bel,1988,83.40578
bel,1989,82.22506
bel,1990,82.02499
bel,1991,81.92682
bel,1992,82.83525
bel,1993,82.85148
bel,1994,83.14224
bel,1995,82.63922
bel,1996,82.82421
bel,1997,84.59693
bel,1998,84.43271
bel,1999,84.39293
bel,2000,84.74644
bel,2001,84.90298
bel,2002,85.05392
bel,2003,85.04199
bel,2004,84.91547
bel,2005,84.86883
bel,2006,84.59153
bel,2007,84.63405
bel,2008,84.85214
bel,2009,85.56469
bel,2010,85.53238
bel,2011,85.40819
bel,2012,85.12304
bel,2013,81.26359
bel,2014,80.92633
bel,2015,81.04714
bel,2016,80.98837
bel,2017,81.07462
bel,2018,82.00373
bel,2019,81.22551
ben,1975,39.00173
ben,1976,39.01073
ben,1977,39.1259
ben,1978,39.00573
ben,1979,39.0437
ben,1980,43.58442
ben,1981,43.50621
ben,1982,43.52063
ben,1983,43.66813
ben,1984,43.63182
ben,1985,43.69584
ben,1986,43.37519
ben,1987,41.88758
ben,1988,41.79435
ben,1989,41.95401
ben,1990,44.15695
ben,1991,45.41947
ben,1992,45.14153
ben,1993,45.21382
ben,1994,45.15274
ben,1995,45.20159
ben,1996,44.04897
ben,1997,43.28974
ben,1998,43.44616
ben,1999,43.21714
ben,2000,42.94884
ben,2001,43.3
ben,2002,43.42835
ben,2003,43.28672
ben,2004,43.46519
ben,2005,44.24527
ben,2006,44.61983
ben,2007,44.64319
ben,2008,44.20576
ben,2009,43.9886
ben,2010,44.02316
ben,2011,44.0314
ben,2012,44.04116
ben,2013,47.87862
ben,2014,48.02635
ben,2015,44.43211
ben,2016,55.00728
ben,2017,54.0534
ben,2018,58.00155
ben,2019,55.70006
bfa,1975,44.41354
bfa,1976,44.4251
bfa,1977,44.66389
bfa,1978,45.6708
bfa,1979,45.15788
bfa,1980,45.07771
bfa,1981,42.66807
bfa,1982,42.59293
bfa,1983,50.13019
bfa,1984,52.32002
bfa,1985,52.90051
bfa,1986,52.94773
bfa,1987,53.34455
bfa,1988,40.66231
bfa,1989,40.50619
bfa,1990,43.68992
bfa,1991,42.47158
bfa,1992,42.96375
bfa,1993,44.31928
bfa,1994,44.35816
bfa,1995,44.48277
bfa,1996,44.37713
bfa,1997,43.90465
bfa,1998,43.99983
bfa,1999,47.5671
bfa,2000,47.76745
bfa,2001,47.55611
bfa,2002,47.76163
bfa,2003,45.97464
bfa,2004,45.89058
bfa,2005,46.11335
bfa,2006,46.11233
bfa,2007,46.26665
bfa,2008,45.99177
bfa,2009,46.06215
bfa,2010,46.4801
bfa,2011,45.24519
bfa,2012,45.92187
bfa,2013,45.65049
bfa,2014,47.98173
bfa,2015,52.3054
bfa,2016,56.26315
bfa,2017,52.49444
bfa,2018,54.39142
bfa,2019,53.18636
bgd,1975,34.21439
bgd,1976,33.74911
bgd,1977,33.6565
bgd,1978,36.07326
bgd,1979,35.91089
bgd,1980,35.53852
bgd,1981,35.44559
bgd,1982,29.12439
bgd,1983,29.02842
bgd,1984,27.23146
bgd,1985,26.91962
bgd,1986,26.98605
bgd,1987,26.96909
bgd,1988,26.81981
bgd,1989,27.18738
bgd,1990,27.14152
bgd,1991,34.23908
bgd,1992,33.98526
bgd,1993,35.01398
bgd,1994,34.89889
bgd,1995,35.26989
bgd,1996,33.80159
bgd,1997,33.11119
bgd,1998,34.28096
bgd,1999,34.22388
bgd,2000,32.07073
bgd,2001,30.26749
bgd,2002,30.86752
bgd,2003,31.06388
bgd,2004,30.87645
bgd,2005,30.68065
bgd,2006,31.04312
bgd,2007,33.23203
bgd,2008,33.50467
bgd,2009,31.71551
bgd,2010,32.39727
bgd,2011,31.83726
bgd,2012,31.66183
bgd,2013,31.04184
bgd,2014,30.58823
bgd,2015,33.74702
bgd,2016,33.05418
bgd,2017,31.34112
bgd,2018,32.01216
bgd,2019,30.10749
bgr,1975,27.84477
bgr,1976,27.8991
bgr,1977,28.03963
bgr,1978,27.70232
bgr,1979,27.81911
bgr,1980,27.79708
bgr,1981,27.79972
bgr,1982,27.80815
bgr,1983,27.94442
bgr,1984,30.73173
bgr,1985,30.50724
bgr,1986,30.54686
bgr,1987,30.40573
bgr,1988,30.15244
bgr,1989,29.94136
bgr,1990,51.15975
bgr,1991,51.91329
bgr,1992,52.21636
bgr,1993,52.26908
bgr,1994,52.01104
bgr,1995,52.25139
bgr,1996,52.22959
bgr,1997,53.0824
bgr,1998,56.25738
bgr,1999,56.23909
bgr,2000,56.03493
bgr,2001,55.6296
bgr,2002,55.43473
bgr,2003,55.57181
bgr,2004,55.56809
bgr,2005,55.39493
bgr,2006,56.16846
bgr,2007,55.41671
bgr,2008,54.6008
bgr,2009,50.5206
bgr,2010,50.01709
bgr,2011,50.2151
bgr,2012,50.86427
bgr,2013,52.71901
bgr,2014,52.75586
bgr,2015,48.74412
bgr,2016,49.25517
bgr,2017,48.96358
bgr,2018,47.02493
bgr,2019,44.93161
bhr,1975,33.88876
bhr,1976,40.61724
bhr,1977,40.42267
bhr,1978,40.18911
bhr,1979,40.57153
bhr,1980,40.24451
bhr,1981,40.4426
bhr,1982,40.49028
bhr,1983,40.64566
bhr,1984,41.91377
bhr,1985,42.04756
bhr,1986,41.72861
bhr,1987,42.20756
bhr,1988,42.20034
bhr,1989,42.16546
bhr,1990,42.0063
bhr,1991,41.86429
bhr,1992,42.35902
bhr,1993,42.45864
bhr,1994,42.50924
bhr,1995,41.83625
bhr,1996,41.57997
bhr,1997,41.52574
bhr,1998,41.70805
bhr,1999,41.00679
bhr,2000,39.63029
bhr,2001,39.10257
bhr,2002,40.64488
bhr,2003,40.25958
bhr,2004,40.40224
bhr,2005,41.86072
bhr,2006,41.85529
bhr,2007,41.88675
bhr,2008,41.85701
bhr,2009,41.61686
bhr,2010,42.23861
bhr,2011,35.14904
bhr,2012,34.74342
bhr,2013,35.79667
bhr,2014,36.51933
bhr,2015,36.21117
bhr,2016,36.26279
bhr,2017,36.25263
bhr,2018,36.44176
bhr,2019,36.95521
bih,1992,41.1821
bih,1993,41.34859
bih,1994,41.41485
bih,1995,41.6216
bih,1996,41.02298
bih,1997,40.9755
bih,1998,40.94531
bih,1999,41.10276
bih,2000,41.13025
bih,2001,42.13307
bih,2002,42.60885
bih,2003,43.24525
bih,2004,41.51044
bih,2005,41.64438
bih,2006,41.43723
bih,2007,41.03901
bih,2008,41.44489
bih,2009,41.45889
bih,2010,40.57413
bih,2011,40.49961
bih,2012,40.89578
bih,2013,41.09654
bih,2014,41.04654
bih,2015,41.45697
bih,2016,41.27731
bih,2017,41.18012
bih,2018,39.47977
bih,2019,39.17568
blr,1991,45.79465
blr,1992,47.13157
blr,1993,47.12884
blr,1994,42.69581
blr,1995,42.01527
blr,1996,37.7686
blr,1997,39.70871
blr,1998,39.85359
blr,1999,41.29074
blr,2000,40.26459
blr,2001,40.65974
blr,2002,40.7576
blr,2003,40.93985
blr,2004,39.9096
blr,2005,40.12997
blr,2006,39.74274
blr,2007,40.59429
blr,2008,40.38641
blr,2009,40.31892
blr,2010,40.50721
blr,2011,40.43952
blr,2012,40.00119
blr,2013,39.40008
blr,2014,39.19579
blr,2015,39.80747
blr,2016,39.9993
blr,2017,39.92886
blr,2018,39.56123
blr,2019,40.78521
bol,1975,15.34356
bol,1976,15.14221
bol,1977,15.16982
bol,1978,15.29805
bol,1979,20.39211
bol,1980,16.83085
bol,1981,14.86623
bol,1982,34.60768
bol,1983,40.91427
bol,1984,39.95117
bol,1985,43.08135
bol,1986,43.5034
bol,1987,44.21995
bol,1988,44.15098
bol,1989,44.26312
bol,1990,44.92292
bol,1991,44.95986
bol,1992,45.13949
bol,1993,45.02456
bol,1994,45.38126
bol,1995,45.42119
bol,1996,45.58619
bol,1997,45.77316
bol,1998,46.21487
bol,1999,46.11254
bol,2000,45.79911
bol,2001,46.12394
bol,2002,45.59529
bol,2003,46.22998
bol,2004,47.06364
bol,2005,47.4066
bol,2006,45.02083
bol,2007,45.12656
bol,2008,45.32483
bol,2009,45.33617
bol,2010,44.98226
bol,2011,45.17795
bol,2012,44.18449
bol,2013,47.97062
bol,2014,47.94074
bol,2015,48.29062
bol,2016,48.92104
bol,2017,48.49226
bol,2018,48.47427
bol,2019,48.53806
bra,1975,35.4525
bra,1976,35.49681
bra,1977,35.49849
bra,1978,35.9475
bra,1979,35.7552
bra,1980,36.96185
bra,1981,37.0773
bra,1982,37.18395
bra,1983,37.01906
bra,1984,38.47186
bra,1985,42.12162
bra,1986,46.52183
bra,1987,46.66732
bra,1988,48.49219
bra,1989,48.65546
bra,1990,49.40256
bra,1991,49.02995
bra,1992,49.39037
bra,1993,51.54869
bra,1994,52.84266
bra,1995,53.21642
bra,1996,53.20492
bra,1997,52.36991
bra,1998,52.69869
bra,1999,52.77359
bra,2000,52.62251
bra,2001,52.06884
bra,2002,53.02456
bra,2003,52.04498
bra,2004,51.52546
bra,2005,50.302
bra,2006,50.10335
bra,2007,50.66726
bra,2008,50.50948
bra,2009,50.90224
bra,2010,50.90287
bra,2011,51.16917
bra,2012,50.60056
bra,2013,51.06854
bra,2014,51.29158
bra,2015,51.18503
bra,2016,47.63716
bra,2017,47.45688
bra,2018,45.44059
bra,2019,48.83915
brb,1975,65.10282
brb,1976,65.2124
brb,1977,65.13198
brb,1978,65.17569
brb,1979,65.30377
brb,1980,65.06908
brb,1981,65.23968
brb,1982,65.30597
brb,1983,65.28895
brb,1984,65.25813
brb,1985,65.28
brb,1986,65.19069
brb,1987,65.23529
brb,1988,65.15157
brb,1989,65.20049
brb,1990,65.4055
brb,1991,65.1816
brb,1992,66.31568
brb,1993,66.17406
brb,1994,66.15344
brb,1995,65.99477
brb,1996,66.3376
brb,1997,66.0139
brb,1998,66.1959
brb,1999,66.22954
brb,2000,66.40387
brb,2001,66.02842
brb,2002,66.13749
brb,2003,66.16862
brb,2004,66.0177
brb,2005,66.20481
brb,2006,66.20587
brb,2007,66.12627
brb,2008,66.00038
brb,2009,66.02107
brb,2010,65.95838
brb,2011,65.95679
brb,2012,65.96244
brb,2013,65.96524
brb,2014,65.72577
brb,2015,64.844
brb,2016,65.15178
brb,2017,64.89702
brb,2018,68.52986
brb,2019,71.24789
bwa,1975,67.94057
bwa,1976,67.72991
bwa,1977,67.93833
bwa,1978,68.14802
bwa,1979,68.15287
bwa,1980,67.45687
bwa,1981,67.43423
bwa,1982,67.18762
bwa,1983,67.35543
bwa,1984,66.62137
bwa,1985,66.77363
bwa,1986,66.86763
bwa,1987,67.05121
bwa,1988,66.83495
bwa,1989,66.86596
bwa,1990,66.03946
bwa,1991,65.88195
bwa,1992,64.82502
bwa,1993,64.82473
bwa,1994,64.69919
bwa,1995,64.66104
bwa,1996,64.83861
bwa,1997,64.66447
bwa,1998,64.824
bwa,1999,66.55564
bwa,2000,66.64252
bwa,2001,66.39658
bwa,2002,66.26781
bwa,2003,66.53217
bwa,2004,66.56931
bwa,2005,66.71174
bwa,2006,66.70806
bwa,2007,66.59096
bwa,2008,65.70989
bwa,2009,65.66778
bwa,2010,66.63281
bwa,2011,66.66101
bwa,2012,65.267
bwa,2013,63.85843
bwa,2014,63.78491
bwa,2015,62.97948
bwa,2016,62.90015
bwa,2017,62.71088
bwa,2018,63.07585
bwa,2019,64.39667
caf,1975,23.80276
caf,1976,23.72535
caf,1977,24.00846
caf,1978,23.71704
caf,1979,25.19207
caf,1980,28.87724
caf,1981,29.38052
caf,1982,28.5504
caf,1983,28.91272
caf,1984,29.11866
caf,1985,28.95526
caf,1986,28.86357
caf,1987,28.79804
caf,1988,28.62878
caf,1989,28.66939
caf,1990,29.06322
caf,1991,28.77557
caf,1992,28.77399
caf,1993,32.41585
caf,1994,33.59784
caf,1995,33.51965
caf,1996,33.49209
caf,1997,33.71644
caf,1998,33.69223
caf,1999,33.47024
caf,2000,33.95918
caf,2001,33.97102
caf,2002,33.73326
caf,2003,33.1774
caf,2004,27.34823
caf,2005,27.76217
caf,2006,27.33165
caf,2007,27.57034
caf,2008,27.56641
caf,2009,27.5417
caf,2010,27.23655
caf,2011,26.85964
caf,2012,26.2886
caf,2013,24.1722
caf,2014,32.28641
caf,2015,32.92477
caf,2016,33.72451
caf,2017,33.44336
caf,2018,35.32925
caf,2019,35.09389
can,1975,72.59788
can,1976,72.59178
can,1977,74.09427
can,1978,74.09302
can,1979,74.09096
can,1980,75.0456
can,1981,75.31607
can,1982,75.20552
can,1983,76.9945
can,1984,77.7642
can,1985,79.16564
can,1986,79.01044
can,1987,79.9774
can,1988,79.94337
can,1989,80.23455
can,1990,80.01389
can,1991,80.05176
can,1992,80.10498
can,1993,79.91466
can,1994,79.99
can,1995,80.20689
can,1996,80.09742
can,1997,80.00776
can,1998,80.02149
can,1999,80.01633
can,2000,79.96499
can,2001,79.88262
can,2002,79.70693
can,2003,79.32655
can,2004,80.38149
can,2005,80.72598
can,2006,80.84868
can,2007,83.83195
can,2008,83.49602
can,2009,83.79957
can,2010,84.78981
can,2011,84.31696
can,2012,84.6961
can,2013,87.26423
can,2014,87.84183
can,2015,88.03448
can,2016,88.05528
can,2017,81.64188
can,2018,80.28856
can,2019,76.31208
che,1975,82.14745
che,1976,82.12019
che,1977,82.00762
che,1978,82.00632
che,1979,82.00842
che,1980,82.24089
che,1981,82.19754
che,1982,82.2372
che,1983,82.42493
che,1984,83.32437
che,1985,83.29012
che,1986,83.18527
che,1987,83.32279
che,1988,83.10948
che,1989,83.07263
che,1990,84.54241
che,1991,84.41406
che,1992,84.34238
che,1993,84.72818
che,1994,84.48648
che,1995,84.41302
che,1996,84.10516
che,1997,84.07111
che,1998,83.73542
che,1999,83.83264
che,2000,84.11491
che,2001,83.74249
che,2002,83.75957
che,2003,83.70375
che,2004,83.58806
che,2005,83.57634
che,2006,83.5948
che,2007,83.60332
che,2008,83.8258
che,2009,83.68136
che,2010,83.73702
che,2011,83.56587
che,2012,83.73801
che,2013,85.47563
che,2014,85.32915
che,2015,86.63101
che,2016,86.47778
che,2017,89.21752
che,2018,87.94633
che,2019,86.51958
chl,1975,42.82114
chl,1976,42.80299
chl,1977,42.70839
chl,1978,42.81514
chl,1979,42.72603
chl,1980,45.56248
chl,1981,45.48984
chl,1982,46.01761
chl,1983,46.18385
chl,1984,46.36288
chl,1985,46.68726
chl,1986,46.29648
chl,1987,46.57195
chl,1988,46.54904
chl,1989,50.25656
chl,1990,71.1091
chl,1991,72.79456
chl,1992,72.8553
chl,1993,72.91368
chl,1994,72.66509
chl,1995,73.03291
chl,1996,73.07767
chl,1997,74.50593
chl,1998,74.11568
chl,1999,74.24506
chl,2000,74.30549
chl,2001,74.39915
chl,2002,74.17323
chl,2003,73.59989
chl,2004,73.50149
chl,2005,74.3495
chl,2006,74.28794
chl,2007,74.20393
chl,2008,75.2979
chl,2009,74.99193
chl,2010,73.80335
chl,2011,73.76053
chl,2012,73.745
chl,2013,71.88284
chl,2014,73.33152
chl,2015,70.91948
chl,2016,70.99052
chl,2017,71.46086
chl,2018,74.05987
chl,2019,72.99936
chn,1975,36.87003
chn,1976,36.79587
chn,1977,39.01199
chn,1978,38.85304
chn,1979,42.02001
chn,1980,40.40928
chn,1981,40.18215
chn,1982,40.11139
chn,1983,40.02428
chn,1984,40.35327
chn,1985,41.10202
chn,1986,40.12
chn,1987,40.10126
chn,1988,40.30741
chn,1989,40.40182
chn,1990,40.3875
chn,1991,40.41451
chn,1992,40.11925
chn,1993,40.31512
chn,1994,40.51561
chn,1995,40.44747
chn,1996,39.78948
chn,1997,39.61579
chn,1998,39.9018
chn,1999,40.11797
chn,2000,38.92972
chn,2001,38.88837
chn,2002,39.07087
chn,2003,39.36244
chn,2004,39.46799
chn,2005,40.64095
chn,2006,40.36644
chn,2007,41.15166
chn,2008,41.25641
chn,2009,41.00428
chn,2010,40.75342
chn,2011,40.52543
chn,2012,42.23693
chn,2013,42.63622
chn,2014,42.73282
chn,2015,43.29259
chn,2016,42.73755
chn,2017,43.58754
chn,2018,44.32664
chn,2019,44.22883
civ,1975,36.39226
civ,1976,36.63757
civ,1977,36.75346
civ,1978,36.58455
civ,1979,36.57828
civ,1980,36.58077
civ,1981,36.63586
civ,1982,36.70198
civ,1983,36.44246
civ,1984,37.43838
civ,1985,37.85094
civ,1986,37.71596
civ,1987,37.50284
civ,1988,37.49078
civ,1989,37.54623
civ,1990,45.03549
civ,1991,44.77902
civ,1992,45.03688
civ,1993,44.32261
civ,1994,38.16433
civ,1995,37.56447
civ,1996,38.08653
civ,1997,37.0906
civ,1998,37.34443
civ,1999,36.42319
civ,2000,37.91572
civ,2001,37.98193
civ,2002,36.69416
civ,2003,36.40743
civ,2004,36.1893
civ,2005,35.51587
civ,2006,35.74359
civ,2007,35.73182
civ,2008,36.01338
civ,2009,36.31711
civ,2010,36.83016
civ,2011,45.42087
civ,2012,48.96921
civ,2013,50.73712
civ,2014,51.40419
civ,2015,51.41103
civ,2016,51.26853
civ,2017,49.36484
civ,2018,55.54231
civ,2019,51.05722
cmr,1975,40.96424
cmr,1976,41.22656
cmr,1977,41.10009
cmr,1978,40.87705
cmr,1979,40.77399
cmr,1980,34.27319
cmr,1981,34.25238
cmr,1982,31.18169
cmr,1983,31.76995
cmr,1984,33.78099
cmr,1985,30.85627
cmr,1986,30.09489
cmr,1987,29.9446
cmr,1988,29.79691
cmr,1989,29.77747
cmr,1990,30.45108
cmr,1991,28.69187
cmr,1992,29.09638
cmr,1993,25.6087
cmr,1994,25.55041
cmr,1995,25.48809
cmr,1996,26.25461
cmr,1997,25.81619
cmr,1998,24.13992
cmr,1999,24.14694
cmr,2000,24.33078
cmr,2001,23.88058
cmr,2002,23.95695
cmr,2003,24.13857
cmr,2004,24.18691
cmr,2005,23.60779
cmr,2006,23.74773
cmr,2007,23.43283
cmr,2008,23.62913
cmr,2009,23.72534
cmr,2010,23.29926
cmr,2011,23.84221
cmr,2012,23.41296
cmr,2013,21.01008
cmr,2014,20.96444
cmr,2015,20.98
cmr,2016,19.45456
cmr,2017,19.36349
cmr,2018,19.53548
cmr,2019,23.0148
cod,1975,19.41463
cod,1976,19.43388
cod,1977,17.48451
cod,1978,15.17627
cod,1979,15.24885
cod,1980,12.01834
cod,1981,12.04525
cod,1982,12.13181
cod,1983,12.14172
cod,1984,10.95846
cod,1985,10.90137
cod,1986,12.35442
cod,1987,12.52098
cod,1988,9.94121
cod,1989,10.07726
